Rk,Player,Rec,Tgt,Date,Age,Team,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Draft,Pos.,Draft,Player-additional
2601,Chester Rogers,2,2,2022-01-09,27-362,TEN,@,HOU,W 28-25,2,2,4,2.0,0,100.0,2.0,,WR,,RogeCh02
2602,John Ross,2,2,2021-10-24,25-331,NYG,,CAR,W 25-3,2,2,27,13.5,0,100.0,13.5,1-9,WR,1-9,RossJo00
2603,John Ross,2,3,2021-11-01,25-339,NYG,@,KAN,L 17-20,3,2,72,36.0,0,66.7,24.0,1-9,WR,1-9,RossJo00
2604,John Ross,2,2,2021-11-28,26-001,NYG,,PHI,W 13-7,2,2,28,14.0,0,100.0,14.0,1-9,WR,1-9,RossJo00
2605,Kyle Rudolph,2,5,2021-09-12,31-307,NYG,,DEN,L 13-27,5,2,8,4.0,0,40.0,1.6,2-43,TE,2-43,RudoKy00
2606,Kyle Rudolph,2,2,2021-09-16,31-311,NYG,@,WAS,L 29-30,2,2,25,12.5,0,100.0,12.5,2-43,TE,2-43,RudoKy00
2607,Kyle Rudolph,2,3,2021-10-03,31-328,NYG,@,NOR,W 27-21 (OT),3,2,24,12.0,0,66.7,8.0,2-43,TE,2-43,RudoKy00
2608,Kyle Rudolph,2,2,2021-10-24,31-349,NYG,,CAR,W 25-3,2,2,8,4.0,0,100.0,4.0,2-43,TE,2-43,RudoKy00
2609,Kyle Rudolph,2,3,2021-11-01,31-357,NYG,@,KAN,L 17-20,3,2,12,6.0,1,66.7,4.0,2-43,TE,2-43,RudoKy00
2610,Kyle Rudolph,2,4,2021-12-05,32-026,NYG,@,MIA,L 9-20,4,2,18,9.0,0,50.0,4.5,2-43,TE,2-43,RudoKy00
2611,Kyle Rudolph,2,2,2021-12-12,32-033,NYG,@,LAC,L 21-37,2,2,66,33.0,0,100.0,33.0,2-43,TE,2-43,RudoKy00
2612,Henry Ruggs III,2,5,2021-09-13,22-232,LVR,,BAL,W 33-27 (OT),5,2,46,23.0,0,40.0,9.2,1-12,WR,1-12,RuggHe00
2613,Drew Sample,2,4,2021-10-10,25-177,CIN,,GNB,L 22-25 (OT),4,2,9,4.5,0,50.0,2.3,2-52,TE,2-52,SampDr00
2614,Drew Sample,2,2,2021-12-26,25-254,CIN,,BAL,W 41-21,2,2,9,4.5,0,100.0,4.5,2-52,TE,2-52,SampDr00
2615,Emmanuel Sanders,2,6,2021-09-19,34-186,BUF,@,MIA,W 35-0,6,2,48,24.0,0,33.3,8.0,3-82,WR,3-82,SandEm00
2616,Emmanuel Sanders,2,2,2021-11-14,34-242,BUF,@,NYJ,W 45-17,2,2,27,13.5,0,100.0,13.5,3-82,WR,3-82,SandEm00
2617,Emmanuel Sanders,2,4,2021-12-26,34-284,BUF,@,NWE,W 33-21,4,2,20,10.0,0,50.0,5.0,3-82,WR,3-82,SandEm00
2618,Miles Sanders,2,4,2021-10-14,24-166,PHI,,TAM,L 22-28,4,2,10,5.0,0,50.0,2.5,2-53,RB,2-53,SandMi01
2619,Miles Sanders,2,2,2021-12-21,24-234,PHI,,WAS,W 27-17,2,2,15,7.5,0,100.0,7.5,2-53,RB,2-53,SandMi01
2620,Mohamed Sanu,2,3,2021-10-10,32-048,SFO,@,ARI,L 10-17,3,2,19,9.5,0,66.7,6.3,3-83,WR,3-83,SanuMo00
2621,C.J. Saunders,2,2,2022-01-09,25-116,CAR,@,TAM,L 17-41,2,2,11,5.5,0,100.0,5.5,,WR,,SaunCJ00
2622,Dalton Schultz,2,2,2021-09-19,25-070,DAL,@,LAC,W 20-17,2,2,18,9.0,0,100.0,9.0,4-137,TE,4-137,SchuDa00
2623,Dalton Schultz,2,7,2021-10-31,25-112,DAL,@,MIN,W 20-16,7,2,11,5.5,0,28.6,1.6,4-137,TE,4-137,SchuDa00
2624,Anthony Schwartz,2,3,2021-10-17,21-042,CLE,,ARI,L 14-37,3,2,11,5.5,0,66.7,3.7,3-91,WR,3-91,SchwAn00
2625,Anthony Schwartz,2,3,2021-10-21,21-046,CLE,,DEN,W 17-14,3,2,22,11.0,0,66.7,7.3,3-91,WR,3-91,SchwAn00
2626,Boston Scott,2,2,2021-09-27,26-153,PHI,@,DAL,L 21-41,2,2,5,2.5,0,100.0,2.5,6-201,RB,6-201,ScotBo02
2627,Boston Scott,2,2,2021-11-14,26-201,PHI,@,DEN,W 30-13,2,2,24,12.0,0,100.0,12.0,6-201,RB,6-201,ScotBo02
2628,Boston Scott,2,2,2021-11-21,26-208,PHI,,NOR,W 40-29,2,2,2,1.0,0,100.0,1.0,6-201,RB,6-201,ScotBo02
2629,Boston Scott,2,3,2021-11-28,26-215,PHI,@,NYG,L 7-13,3,2,8,4.0,0,66.7,2.7,6-201,RB,6-201,ScotBo02
2630,Ricky Seals-Jones,2,4,2021-10-03,26-202,WAS,@,ATL,W 34-30,4,2,19,9.5,0,50.0,4.8,,TE,,SealRi00
2631,Ricky Seals-Jones,2,4,2021-10-31,26-230,WAS,@,DEN,L 10-17,4,2,12,6.0,0,50.0,3.0,,TE,,SealRi00
2632,Trey Sermon,2,3,2021-09-26,22-239,SFO,,GNB,L 28-30,3,2,3,1.5,0,66.7,1.0,3-88,RB,3-88,SermTr00
2633,Adam Shaheen,2,2,2021-10-10,26-351,MIA,@,TAM,L 17-45,2,2,15,7.5,0,100.0,7.5,2-45,TE,2-45,ShahAd00
2634,Tajae Sharpe,2,2,2021-10-03,26-284,ATL,,WAS,L 30-34,2,2,15,7.5,0,100.0,7.5,5-140,WR,5-140,SharTa00
2635,Tajae Sharpe,2,2,2021-10-24,26-305,ATL,@,MIA,W 30-28,2,2,18,9.0,0,100.0,9.0,5-140,WR,5-140,SharTa00
2636,Tajae Sharpe,2,4,2021-11-18,26-330,ATL,,NWE,L 0-25,4,2,21,10.5,0,50.0,5.3,5-140,WR,5-140,SharTa00
2637,Tajae Sharpe,2,3,2021-11-28,26-340,ATL,@,JAX,W 21-14,3,2,22,11.0,0,66.7,7.3,5-140,WR,5-140,SharTa00
2638,Laviska Shenault Jr.,2,7,2021-09-19,22-349,JAX,,DEN,L 13-23,7,2,-3,-1.5,0,28.6,-0.4,2-42,WR,2-42,ShenLa00
2639,Laviska Shenault Jr.,2,4,2021-10-31,23-026,JAX,@,SEA,L 7-31,4,2,13,6.5,0,50.0,3.3,2-42,WR,2-42,ShenLa00
2640,Laviska Shenault Jr.,2,3,2022-01-02,23-089,JAX,@,NWE,L 10-50,3,2,13,6.5,0,66.7,4.3,2-42,WR,2-42,ShenLa00
2641,Sterling Shepard,2,3,2021-09-26,28-228,NYG,,ATL,L 14-17,3,2,16,8.0,0,66.7,5.3,2-40,WR,2-40,ShepSt00
2642,Sterling Shepard,2,4,2021-12-12,28-305,NYG,@,LAC,L 21-37,4,2,27,13.5,0,50.0,6.8,2-40,WR,2-40,ShepSt00
2643,Sterling Shepard,2,6,2021-12-19,28-312,NYG,,DAL,L 6-21,6,2,15,7.5,0,33.3,2.5,2-40,WR,2-40,ShepSt00
2644,Trent Sherfield,2,3,2021-09-12,25-198,SFO,@,DET,W 41-33,3,2,23,11.5,1,66.7,7.7,,WR,,SherTr00
2645,Trent Sherfield,2,5,2021-12-05,25-282,SFO,@,SEA,L 23-30,5,2,16,8.0,0,40.0,3.2,,WR,,SherTr00
2646,Cam Sims,2,2,2021-11-14,25-312,WAS,,TAM,W 29-19,2,2,10,5.0,0,100.0,5.0,,WR,,SimsCa00
2647,Cam Sims,2,2,2021-11-21,25-319,WAS,@,CAR,W 27-21,2,2,19,9.5,1,100.0,9.5,,WR,,SimsCa00
2648,Devin Singletary,2,3,2021-09-19,24-016,BUF,@,MIA,W 35-0,3,2,9,4.5,0,66.7,3.0,3-74,RB,3-74,SingDe00
2649,Devin Singletary,2,2,2022-01-09,24-128,BUF,,NYJ,W 27-10,2,2,24,12.0,1,100.0,12.0,3-74,RB,3-74,SingDe00
2650,Ben Skowronek,2,2,2022-01-02,24-189,LAR,@,BAL,W 20-19,2,2,18,9.0,0,100.0,9.0,7-249,WR,7-249,SkowBe00
2651,Darius Slayton,2,7,2021-12-05,24-327,NYG,@,MIA,L 9-20,7,2,13,6.5,0,28.6,1.9,5-171,WR,5-171,SlayDa01
2652,Darius Slayton,2,3,2021-12-19,24-341,NYG,,DAL,L 6-21,3,2,23,11.5,0,66.7,7.7,5-171,WR,5-171,SlayDa01
2653,Darius Slayton,2,3,2022-01-09,24-362,NYG,,WAS,L 7-22,3,2,29,14.5,1,66.7,9.7,5-171,WR,5-171,SlayDa01
2654,Wendell Smallwood,2,2,2021-12-05,27-319,WAS,@,LVR,W 17-15,2,2,12,6.0,0,100.0,6.0,5-153,RB,5-153,SmalWe00
2655,Wendell Smallwood,2,3,2022-01-02,27-347,WAS,,PHI,L 16-20,3,2,10,5.0,0,66.7,3.3,5-153,RB,5-153,SmalWe00
2656,DeVonta Smith,2,7,2021-09-19,22-309,PHI,,SFO,L 11-17,7,2,16,8.0,0,28.6,2.3,1-10,WR,1-10,SmitDe07
2657,DeVonta Smith,2,4,2021-10-14,22-334,PHI,,TAM,L 22-28,4,2,31,15.5,0,50.0,7.8,1-10,WR,1-10,SmitDe07
2658,DeVonta Smith,2,4,2021-11-28,23-014,PHI,@,NYG,L 7-13,4,2,22,11.0,0,50.0,5.5,1-10,WR,1-10,SmitDe07
2659,DeVonta Smith,2,4,2021-12-05,23-021,PHI,@,NYJ,W 33-18,4,2,15,7.5,0,50.0,3.8,1-10,WR,1-10,SmitDe07
2660,Jonnu Smith,2,2,2021-10-10,26-049,NWE,@,HOU,W 25-22,2,2,27,13.5,0,100.0,13.5,3-100,TE,3-100,SmitJo01
2661,Jonnu Smith,2,5,2021-10-24,26-063,NWE,,NYJ,W 54-13,5,2,52,26.0,0,40.0,10.4,3-100,TE,3-100,SmitJo01
2662,Jonnu Smith,2,2,2021-10-31,26-070,NWE,@,LAC,W 27-24,2,2,13,6.5,0,100.0,6.5,3-100,TE,3-100,SmitJo01
2663,JuJu Smith-Schuster,2,8,2021-10-03,24-315,PIT,@,GNB,L 17-27,8,2,11,5.5,0,25.0,1.4,2-62,WR,2-62,SmitJu00
2664,Kaden Smith,2,2,2021-09-16,24-145,NYG,@,WAS,L 29-30,2,2,24,12.0,0,100.0,12.0,6-176,TE,6-176,SmitKa00
2665,Keith Smith,2,2,2021-11-28,29-234,ATL,@,JAX,W 21-14,2,2,16,8.0,0,100.0,8.0,,FB,,SmitKe03
2666,Shi Smith,2,2,2021-10-17,22-356,CAR,,MIN,L 28-34 (OT),2,2,20,10.0,0,100.0,10.0,6-204,WR,6-204,SmitSh03
2667,Tre'Quan Smith,2,7,2021-12-02,25-329,NOR,,DAL,L 17-27,7,2,15,7.5,0,28.6,2.1,3-91,WR,3-91,SmitTr03
2668,Tre'Quan Smith,2,3,2021-12-19,25-346,NOR,@,TAM,W 9-0,3,2,17,8.5,0,66.7,5.7,3-91,WR,3-91,SmitTr03
2669,Durham Smythe,2,2,2021-10-03,26-055,MIA,,IND,L 17-27,2,2,6,3.0,0,100.0,3.0,4-123,TE,4-123,SmytDu00
2670,Durham Smythe,2,3,2021-10-10,26-062,MIA,@,TAM,L 17-45,3,2,23,11.5,0,66.7,7.7,4-123,TE,4-123,SmytDu00
2671,Durham Smythe,2,2,2021-11-07,26-090,MIA,,HOU,W 17-9,2,2,27,13.5,0,100.0,13.5,4-123,TE,4-123,SmytDu00
2672,Durham Smythe,2,2,2022-01-09,26-153,MIA,,NWE,W 33-24,2,2,32,16.0,0,100.0,16.0,4-123,TE,4-123,SmytDu00
2673,Jeremy Sprinkle,2,2,2021-12-19,27-131,DAL,@,NYG,W 21-6,2,2,21,10.5,0,100.0,10.5,5-154,TE,5-154,SpriJe00
2674,Equanimeous St. Brown,2,3,2021-10-28,25-028,GNB,@,ARI,W 24-21,3,2,12,6.0,0,66.7,4.0,6-207,WR,6-207,St.BEq00
2675,Equanimeous St. Brown,2,2,2021-11-21,25-052,GNB,@,MIN,L 31-34,2,2,43,21.5,0,100.0,21.5,6-207,WR,6-207,St.BEq00
2676,Equanimeous St. Brown,2,5,2022-01-09,25-101,GNB,@,DET,L 30-37,5,2,22,11.0,0,40.0,4.4,6-207,WR,6-207,St.BEq00
2677,Rhamondre Stevenson,2,2,2021-11-07,23-257,NWE,@,CAR,W 24-6,2,2,44,22.0,0,100.0,22.0,4-120,RB,4-120,StevRh00
2678,Kenny Stills,2,5,2021-10-10,29-171,NOR,@,WAS,W 33-22,5,2,17,8.5,0,40.0,3.4,5-144,WR,5-144,StilKe00
2679,Kenny Stills,2,5,2021-11-07,29-199,NOR,,ATL,L 25-27,5,2,30,15.0,1,40.0,6.0,5-144,WR,5-144,StilKe00
2680,Jack Stoll,2,3,2021-11-14,23-290,PHI,@,DEN,W 30-13,3,2,6,3.0,0,66.7,2.0,,TE,,StolJa00
2681,Mike Strachan,2,2,2021-09-12,24-030,IND,,SEA,L 16-28,2,2,26,13.0,0,100.0,13.0,7-229,WR,7-229,StraMi03
2682,Amon-Ra St. Brown,2,4,2021-09-12,21-323,DET,,SFO,L 33-41,4,2,23,11.5,0,50.0,5.8,4-112,WR,4-112,StxxAm00
2683,Courtland Sutton,2,4,2021-10-31,26-021,DEN,,WAS,W 17-10,4,2,40,20.0,0,50.0,10.0,2-40,WR,2-40,SuttCo00
2684,Courtland Sutton,2,3,2021-11-14,26-035,DEN,,PHI,L 13-30,3,2,29,14.5,0,66.7,9.7,2-40,WR,2-40,SuttCo00
2685,Courtland Sutton,2,3,2021-11-28,26-049,DEN,,LAC,W 28-13,3,2,17,8.5,0,66.7,5.7,2-40,WR,2-40,SuttCo00
2686,Courtland Sutton,2,6,2021-12-05,26-056,DEN,@,KAN,L 9-22,6,2,15,7.5,0,33.3,2.5,2-40,WR,2-40,SuttCo00
2687,Courtland Sutton,2,7,2021-12-19,26-070,DEN,,CIN,L 10-15,7,2,12,6.0,0,28.6,1.7,2-40,WR,2-40,SuttCo00
2688,Freddie Swain,2,3,2021-10-17,23-074,SEA,@,PIT,L 20-23 (OT),3,2,-4,-2.0,0,66.7,-1.3,6-214,WR,6-214,SwaiFr00
2689,Freddie Swain,2,2,2022-01-02,23-151,SEA,,DET,W 51-29,2,2,65,32.5,0,100.0,32.5,6-214,WR,6-214,SwaiFr00
2690,Geoff Swaim,2,2,2021-09-19,28-003,TEN,@,SEA,W 33-30 (OT),2,2,10,5.0,0,100.0,5.0,7-246,TE,7-246,SwaiGe00
2691,Tommy Sweeney,2,2,2021-09-26,26-087,BUF,,WAS,W 43-21,2,2,2,1.0,0,100.0,1.0,7-228,TE,7-228,SweeTo00
2692,Tommy Sweeney,2,2,2021-11-07,26-129,BUF,@,JAX,L 6-9,2,2,10,5.0,0,100.0,5.0,7-228,TE,7-228,SweeTo00
2693,D'Andre Swift,2,3,2022-01-02,22-353,DET,@,SEA,L 29-51,3,2,7,3.5,0,66.7,2.3,2-35,RB,2-35,SwifDA00
2694,J.J. Taylor,2,2,2021-09-26,23-265,NWE,,NOR,L 13-28,2,2,3,1.5,0,100.0,1.5,,RB,,TaylJJ01
2695,Jonathan Taylor,2,2,2021-11-04,22-289,IND,,NYJ,W 45-30,2,2,28,14.0,0,100.0,14.0,2-41,RB,2-41,TaylJo02
2696,Malik Taylor,2,3,2021-09-12,25-265,GNB,@,NOR,L 3-38,3,2,14,7.0,0,66.7,4.7,,WR,,TaylMa01
2697,Patrick Taylor,2,2,2022-01-09,23-255,GNB,@,DET,L 30-37,2,2,3,1.5,0,100.0,1.5,,RB,,TaylPa01
2698,Trent Taylor,2,3,2022-01-09,27-254,CIN,@,CLE,L 16-21,3,2,41,20.5,0,66.7,13.7,5-177,WR,5-177,TaylTr02
2699,Adam Thielen,2,3,2021-10-10,31-049,MIN,,DET,W 19-17,3,2,40,20.0,0,66.7,13.3,,WR,,ThieAd00
