Rk,Player,Rec,Tgt,Date,Age,Team,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Draft,Pos.,Draft,Player-additional
3801,Equanimeous St. Brown,1,1,2021-09-20,24-355,GNB,,DET,W 35-17,1,1,0,0.0,0,100.0,0.0,6-207,WR,6-207,St.BEq00
3802,Equanimeous St. Brown,1,2,2021-11-28,25-059,GNB,,LAR,W 36-28,2,1,7,7.0,0,50.0,3.5,6-207,WR,6-207,St.BEq00
3803,Equanimeous St. Brown,1,2,2022-01-02,25-094,GNB,,MIN,W 37-10,2,1,14,14.0,0,50.0,7.0,6-207,WR,6-207,St.BEq00
3804,Johnny Stanton,1,1,2021-10-17,27-040,CLE,,ARI,L 14-37,1,1,6,6.0,0,100.0,6.0,,RB,,StanJo02
3805,Johnny Stanton,1,1,2021-10-21,27-044,CLE,,DEN,W 17-14,1,1,1,1.0,1,100.0,1.0,,RB,,StanJo02
3806,Terence Steele,1,1,2021-12-26,24-205,DAL,,WAS,W 56-14,1,1,1,1.0,1,100.0,1.0,,RTLT,,SteeTe01
3807,Rhamondre Stevenson,1,1,2021-09-12,23-201,NWE,,MIA,L 16-17,1,1,9,9.0,0,100.0,9.0,4-120,RB,4-120,StevRh00
3808,Rhamondre Stevenson,1,2,2021-10-31,23-250,NWE,@,LAC,W 27-24,2,1,5,5.0,0,50.0,2.5,4-120,RB,4-120,StevRh00
3809,Rhamondre Stevenson,1,1,2021-11-18,23-268,NWE,@,ATL,W 25-0,1,1,6,6.0,0,100.0,6.0,4-120,RB,4-120,StevRh00
3810,Rhamondre Stevenson,1,1,2021-12-18,23-298,NWE,@,IND,L 17-27,1,1,4,4.0,0,100.0,4.0,4-120,RB,4-120,StevRh00
3811,Rhamondre Stevenson,1,2,2022-01-09,23-320,NWE,@,MIA,L 24-33,2,1,2,2.0,0,50.0,1.0,4-120,RB,4-120,StevRh00
3812,Kenny Stills,1,3,2021-09-26,29-157,NOR,@,NWE,W 28-13,3,1,17,17.0,0,33.3,5.7,5-144,WR,5-144,StilKe00
3813,Kenny Stills,1,1,2021-12-27,29-249,NOR,,MIA,L 3-20,1,1,4,4.0,0,100.0,4.0,5-144,WR,5-144,StilKe00
3814,Luke Stocker,1,1,2021-10-31,33-106,MIN,,DAL,L 16-20,1,1,7,7.0,0,100.0,7.0,4-104,TE,4-104,StocLu00
3815,Luke Stocker,1,1,2021-11-07,33-113,MIN,@,BAL,L 31-34 (OT),1,1,5,5.0,0,100.0,5.0,4-104,TE,4-104,StocLu00
3816,Jack Stoll,1,1,2021-10-31,23-276,PHI,@,DET,W 44-6,1,1,9,9.0,0,100.0,9.0,,TE,,StolJa00
3817,Jack Stoll,1,1,2021-12-21,23-327,PHI,,WAS,W 27-17,1,1,7,7.0,0,100.0,7.0,,TE,,StolJa00
3818,Amon-Ra St. Brown,1,1,2021-09-26,21-337,DET,,BAL,L 17-19,1,1,2,2.0,0,100.0,2.0,4-112,WR,4-112,StxxAm00
3819,Courtland Sutton,1,3,2021-09-12,25-337,DEN,@,NYG,W 27-13,3,1,14,14.0,0,33.3,4.7,2-40,WR,2-40,SuttCo00
3820,Courtland Sutton,1,2,2021-11-07,26-028,DEN,@,DAL,W 30-16,2,1,9,9.0,0,50.0,4.5,2-40,WR,2-40,SuttCo00
3821,Courtland Sutton,1,2,2021-12-12,26-063,DEN,,DET,W 38-10,2,1,9,9.0,0,50.0,4.5,2-40,WR,2-40,SuttCo00
3822,Courtland Sutton,1,3,2022-01-08,26-090,DEN,,KAN,L 24-28,3,1,13,13.0,0,33.3,4.3,2-40,WR,2-40,SuttCo00
3823,Freddie Swain,1,2,2021-09-26,23-053,SEA,@,MIN,L 17-30,2,1,10,10.0,0,50.0,5.0,6-214,WR,6-214,SwaiFr00
3824,Freddie Swain,1,3,2021-10-07,23-064,SEA,,LAR,L 17-26,3,1,9,9.0,0,33.3,3.0,6-214,WR,6-214,SwaiFr00
3825,Freddie Swain,1,2,2021-11-29,23-117,SEA,@,WAS,L 15-17,2,1,32,32.0,1,50.0,16.0,6-214,WR,6-214,SwaiFr00
3826,Freddie Swain,1,1,2021-12-21,23-139,SEA,@,LAR,L 10-20,1,1,25,25.0,0,100.0,25.0,6-214,WR,6-214,SwaiFr00
3827,Freddie Swain,1,2,2021-12-26,23-144,SEA,,CHI,L 24-25,2,1,9,9.0,0,50.0,4.5,6-214,WR,6-214,SwaiFr00
3828,Freddie Swain,1,1,2022-01-09,23-158,SEA,@,ARI,W 38-30,1,1,25,25.0,1,100.0,25.0,6-214,WR,6-214,SwaiFr00
3829,Geoff Swaim,1,2,2021-10-18,28-032,TEN,,BUF,W 34-31,2,1,8,8.0,0,50.0,4.0,7-246,TE,7-246,SwaiGe00
3830,Geoff Swaim,1,1,2021-10-24,28-038,TEN,,KAN,W 27-3,1,1,8,8.0,0,100.0,8.0,7-246,TE,7-246,SwaiGe00
3831,Geoff Swaim,1,1,2021-11-28,28-073,TEN,@,NWE,L 13-36,1,1,8,8.0,0,100.0,8.0,7-246,TE,7-246,SwaiGe00
3832,Geoff Swaim,1,2,2021-12-19,28-094,TEN,@,PIT,L 13-19,2,1,5,5.0,0,50.0,2.5,7-246,TE,7-246,SwaiGe00
3833,Geoff Swaim,1,1,2022-01-09,28-115,TEN,@,HOU,W 28-25,1,1,2,2.0,0,100.0,2.0,7-246,TE,7-246,SwaiGe00
3834,Tommy Sweeney,1,1,2021-10-10,26-101,BUF,@,KAN,W 38-20,1,1,1,1.0,0,100.0,1.0,7-228,TE,7-228,SweeTo00
