Rk,Player,Rec,Tgt,Date,Age,Team,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Draft,Pos.,Draft,Player-additional
2028,Cameron Brate,2,4,2021-12-12,30-162,TAM,,BUF,W 33-27 (OT),4,2,11,5.5,0,50.0,2.8,,TE,,BratCa00
2029,Cameron Brate,2,4,2021-12-19,30-169,TAM,,NOR,L 0-9,4,2,22,11.0,0,50.0,5.5,,TE,,BratCa00
2030,Cameron Brate,2,4,2021-12-26,30-176,TAM,@,CAR,W 32-6,4,2,11,5.5,1,50.0,2.8,,TE,,BratCa00
2031,Cameron Brate,2,3,2022-01-02,30-183,TAM,@,NYJ,W 28-24,3,2,5,2.5,1,66.7,1.7,,TE,,BratCa00
2032,Cameron Brate,2,3,2022-01-09,30-190,TAM,,CAR,W 41-17,3,2,12,6.0,0,66.7,4.0,,TE,,BratCa00
2033,Matt Breida,2,2,2021-11-25,26-270,BUF,@,NOR,W 31-6,2,2,29,14.5,1,100.0,14.5,,RB,,BreiMa00
2034,A.J. Brown,2,5,2022-01-02,24-186,TEN,,MIA,W 34-3,5,2,41,20.5,0,40.0,8.2,2-51,WR,2-51,BrowAJ00
2035,Daniel Brown,2,2,2022-01-02,29-221,NYJ,,TAM,L 24-28,2,2,29,14.5,0,100.0,14.5,,WR,,BrowDa04
2036,Dyami Brown,2,2,2021-12-26,22-055,WAS,@,DAL,L 14-56,2,2,53,26.5,0,100.0,26.5,3-82,WR,3-82,BrowDy00
2037,Noah Brown,2,2,2021-10-17,25-284,DAL,@,NWE,W 35-29 (OT),2,2,47,23.5,0,100.0,23.5,7-239,WR,7-239,BrowNo00
2038,Noah Brown,2,3,2021-12-02,25-330,DAL,@,NOR,W 27-17,3,2,14,7.0,0,66.7,4.7,7-239,WR,7-239,BrowNo00
2039,Pharaoh Brown,2,4,2021-10-10,27-159,HOU,,NWE,L 22-25,4,2,22,11.0,0,50.0,5.5,,TE,,BrowPh01
2040,Pharaoh Brown,2,3,2021-10-17,27-166,HOU,@,IND,L 3-31,3,2,8,4.0,0,66.7,2.7,,TE,,BrowPh01
2041,Pharaoh Brown,2,4,2021-11-21,27-201,HOU,@,TEN,W 22-13,4,2,10,5.0,0,50.0,2.5,,TE,,BrowPh01
2042,Pharaoh Brown,2,2,2021-12-19,27-229,HOU,@,JAX,W 30-16,2,2,5,2.5,0,100.0,2.5,,TE,,BrowPh01
2043,Pharaoh Brown,2,3,2021-12-26,27-236,HOU,,LAC,W 41-29,3,2,10,5.0,0,66.7,3.3,,TE,,BrowPh01
2044,Harrison Bryant,2,2,2021-10-31,23-191,CLE,,PIT,L 10-15,2,2,33,16.5,0,100.0,16.5,4-115,TE,4-115,BryaHa00
2045,Harrison Bryant,2,2,2021-11-07,23-198,CLE,@,CIN,W 41-16,2,2,26,13.0,0,100.0,13.0,4-115,TE,4-115,BryaHa00
2046,Harrison Bryant,2,2,2021-11-14,23-205,CLE,@,NWE,L 7-45,2,2,18,9.0,0,100.0,9.0,4-115,TE,4-115,BryaHa00
2047,Harrison Bryant,2,2,2021-12-20,23-241,CLE,,LVR,L 14-16,2,2,11,5.5,1,100.0,5.5,4-115,TE,4-115,BryaHa00
2048,Rex Burkhead,2,2,2021-12-26,31-177,HOU,,LAC,W 41-29,2,2,0,0.0,0,100.0,0.0,6-190,RB,6-190,BurkRe00
2049,Michael Burton,2,2,2021-12-16,29-318,KAN,@,LAC,W 34-28 (OT),2,2,20,10.0,0,100.0,10.0,5-168,RB,5-168,BurtMi00
2050,Damiere Byrd,2,2,2021-12-12,28-319,CHI,@,GNB,L 30-45,2,2,76,38.0,1,100.0,38.0,,WR,,ByrdDa00
2051,Jason Cabinda,2,2,2021-12-26,25-284,DET,@,ATL,L 16-20,2,2,6,3.0,0,100.0,3.0,,LB,,CabiJa00
2052,Marquez Callaway,2,4,2021-09-19,23-176,NOR,@,CAR,L 7-26,4,2,8,4.0,0,50.0,2.0,,WR,,CallMa01
2053,Marquez Callaway,2,2,2021-10-03,23-190,NOR,,NYG,L 21-27 (OT),2,2,74,37.0,0,100.0,37.0,,WR,,CallMa01
2054,Marquez Callaway,2,4,2021-11-14,23-232,NOR,@,TEN,L 21-23,4,2,37,18.5,1,50.0,9.3,,WR,,CallMa01
2055,Marquez Callaway,2,4,2021-11-25,23-243,NOR,,BUF,L 6-31,4,2,24,12.0,0,50.0,6.0,,WR,,CallMa01
2056,Marquez Callaway,2,4,2021-12-12,23-260,NOR,@,NYJ,W 30-9,4,2,34,17.0,0,50.0,8.5,,WR,,CallMa01
2057,Parris Campbell,2,4,2021-09-26,24-072,IND,@,TEN,L 16-25,4,2,9,4.5,0,50.0,2.3,2-59,WR,2-59,CampPa00
2058,Parris Campbell,2,3,2021-10-03,24-079,IND,@,MIA,W 27-17,3,2,22,11.0,0,66.7,7.3,2-59,WR,2-59,CampPa00
2059,Derek Carrier,2,2,2021-09-19,31-056,LVR,@,PIT,W 26-17,2,2,13,6.5,0,100.0,6.5,,TE,,CarrDe00
2060,Chris Carson,2,2,2021-09-26,27-010,SEA,@,MIN,L 17-30,2,2,2,1.0,0,100.0,1.0,7-249,RB,7-249,CarsCh00
2061,DeAndre Carter,2,3,2021-11-21,28-225,WAS,@,CAR,W 27-21,3,2,22,11.0,1,66.7,7.3,,WR,,CartDe02
2062,DeAndre Carter,2,6,2021-12-12,28-246,WAS,,DAL,L 20-27,6,2,12,6.0,0,33.3,2.0,,WR,,CartDe02
2063,DeAndre Carter,2,3,2021-12-21,28-255,WAS,@,PHI,L 17-27,3,2,12,6.0,0,66.7,4.0,,WR,,CartDe02
2064,Michael Carter,2,3,2021-09-19,22-135,NYJ,,NWE,L 6-25,3,2,29,14.5,0,66.7,9.7,4-107,RB,4-107,CartMi03
2065,Michael Carter,2,3,2021-09-26,22-142,NYJ,@,DEN,L 0-26,3,2,5,2.5,0,66.7,1.7,4-107,RB,4-107,CartMi03
2066,Michael Carter,2,3,2021-12-26,22-233,NYJ,,JAX,W 26-21,3,2,6,3.0,0,66.7,2.0,4-107,RB,4-107,CartMi03
2067,Ja'Marr Chase,2,4,2021-09-19,21-202,CIN,@,CHI,L 17-20,4,2,54,27.0,1,50.0,13.5,1-5,WR,1-5,ChasJa00
2068,Ja'Marr Chase,2,4,2022-01-09,21-314,CIN,@,CLE,L 16-21,4,2,26,13.0,0,50.0,6.5,1-5,WR,1-5,ChasJa00
2069,Nick Chubb,2,2,2021-09-12,25-259,CLE,@,KAN,L 29-33,2,2,18,9.0,0,100.0,9.0,2-35,RB,2-35,ChubNi00
2070,Nick Chubb,2,2,2021-11-07,25-315,CLE,@,CIN,W 41-16,2,2,26,13.0,0,100.0,13.0,2-35,RB,2-35,ChubNi00
2071,Nick Chubb,2,2,2021-11-21,25-329,CLE,,DET,W 13-10,2,2,14,7.0,1,100.0,7.0,2-35,RB,2-35,ChubNi00
2072,Nick Chubb,2,4,2021-11-28,25-336,CLE,@,BAL,L 10-16,4,2,23,11.5,0,50.0,5.8,2-35,RB,2-35,ChubNi00
2073,Chase Claypool,2,7,2021-10-17,23-102,PIT,,SEA,W 23-20 (OT),7,2,17,8.5,0,28.6,2.4,2-49,WR,2-49,ClayCh01
2074,Chase Claypool,2,3,2021-12-05,23-151,PIT,,BAL,W 20-19,3,2,52,26.0,0,66.7,17.3,2-49,WR,2-49,ClayCh01
2075,Randall Cobb,2,3,2021-10-10,31-049,GNB,@,CIN,W 25-22 (OT),3,2,30,15.0,0,66.7,10.0,2-64,WR,2-64,CobbRa00
2076,Keelan Cole,2,2,2021-09-26,28-159,NYJ,@,DEN,L 0-26,2,2,30,15.0,0,100.0,15.0,,WR,,ColeKe00
2077,Keelan Cole,2,3,2021-10-10,28-173,NYJ,@,ATL,L 20-27,3,2,38,19.0,0,66.7,12.7,,WR,,ColeKe00
2078,Keelan Cole,2,2,2021-11-28,28-222,NYJ,@,HOU,W 21-14,2,2,24,12.0,0,100.0,12.0,,WR,,ColeKe00
2079,Keelan Cole,2,2,2021-12-26,28-250,NYJ,,JAX,W 26-21,2,2,25,12.5,0,100.0,12.5,,WR,,ColeKe00
2080,Keelan Cole,2,5,2022-01-02,28-257,NYJ,,TAM,L 24-28,5,2,35,17.5,0,40.0,7.0,,WR,,ColeKe00
2081,Tevin Coleman,2,2,2021-10-03,28-170,NYJ,,TEN,W 27-24 (OT),2,2,17,8.5,0,100.0,8.5,3-73,RB,3-73,ColeTe01
2082,Tevin Coleman,2,3,2021-11-14,28-212,NYJ,,BUF,L 17-45,3,2,4,2.0,0,66.7,1.3,3-73,RB,3-73,ColeTe01
2083,Tevin Coleman,2,3,2021-11-28,28-226,NYJ,@,HOU,W 21-14,3,2,3,1.5,0,66.7,1.0,3-73,RB,3-73,ColeTe01
2084,Alex Collins,2,2,2021-10-03,27-038,SEA,@,SFO,W 28-21,2,2,34,17.0,0,100.0,17.0,5-171,RB,5-171,CollAl00
2085,Alex Collins,2,3,2021-10-07,27-042,SEA,,LAR,L 17-26,3,2,25,12.5,0,66.7,8.3,5-171,RB,5-171,CollAl00
2086,Nico Collins,2,5,2021-10-24,22-219,HOU,@,ARI,L 5-31,5,2,28,14.0,0,40.0,5.6,3-89,WR,3-89,CollNi00
2087,Nico Collins,2,5,2021-11-28,22-254,HOU,,NYJ,L 14-21,5,2,28,14.0,0,40.0,5.6,3-89,WR,3-89,CollNi00
2088,Nico Collins,2,4,2021-12-19,22-275,HOU,@,JAX,W 30-16,4,2,14,7.0,0,50.0,3.5,3-89,WR,3-89,CollNi00
2089,Nico Collins,2,5,2022-01-02,22-289,HOU,@,SFO,L 7-23,5,2,35,17.5,0,40.0,7.0,3-89,WR,3-89,CollNi00
2090,Tyler Conklin,2,4,2021-09-19,26-051,MIN,@,ARI,L 33-34,4,2,15,7.5,0,50.0,3.8,5-157,TE,5-157,ConkTy00
2091,Tyler Conklin,2,3,2021-10-10,26-072,MIN,,DET,W 19-17,3,2,25,12.5,0,66.7,8.3,5-157,TE,5-157,ConkTy00
2092,Tyler Conklin,2,3,2021-11-28,26-121,MIN,@,SFO,L 26-34,3,2,25,12.5,0,66.7,8.3,5-157,TE,5-157,ConkTy00
2093,Tyler Conklin,2,2,2021-12-09,26-132,MIN,,PIT,W 36-28,2,2,20,10.0,0,100.0,10.0,5-157,TE,5-157,ConkTy00
2094,Tyler Conklin,2,4,2022-01-09,26-163,MIN,,CHI,W 31-17,4,2,6,3.0,0,50.0,1.5,5-157,TE,5-157,ConkTy00
2095,Chris Conley,2,2,2021-09-12,28-322,HOU,,JAX,W 37-21,2,2,27,13.5,0,100.0,13.5,3-76,WR,3-76,ConlCh00
2096,Chris Conley,2,3,2021-11-07,29-013,HOU,@,MIA,L 9-17,3,2,38,19.0,0,66.7,12.7,3-76,WR,3-76,ConlCh00
2097,Chris Conley,2,2,2021-12-12,29-048,HOU,,SEA,L 13-33,2,2,20,10.0,0,100.0,10.0,3-76,WR,3-76,ConlCh00
2098,Chris Conley,2,4,2021-12-19,29-055,HOU,@,JAX,W 30-16,4,2,12,6.0,0,50.0,3.0,3-76,WR,3-76,ConlCh00
2099,James Conner,2,2,2021-10-03,26-151,ARI,@,LAR,W 37-20,2,2,16,8.0,0,100.0,8.0,3-105,RB,3-105,ConnJa00
2100,James Conner,2,2,2021-12-05,26-214,ARI,@,CHI,W 33-22,2,2,36,18.0,1,100.0,18.0,3-105,RB,3-105,ConnJa00
2101,James Conner,2,2,2021-12-19,26-228,ARI,@,DET,L 12-30,2,2,31,15.5,0,100.0,15.5,3-105,RB,3-105,ConnJa00
2102,Brandin Cooks,2,3,2021-11-21,28-057,HOU,@,TEN,W 22-13,3,2,18,9.0,0,66.7,6.0,1-20,WR,1-20,CookBr00
2103,Dalvin Cook,2,3,2021-09-19,26-040,MIN,@,ARI,L 33-34,3,2,17,8.5,0,66.7,5.7,2-41,RB,2-41,CookDa01
2104,Dalvin Cook,2,6,2021-10-03,26-054,MIN,,CLE,L 7-14,6,2,10,5.0,0,33.3,1.7,2-41,RB,2-41,CookDa01
2105,Dalvin Cook,2,2,2021-10-17,26-068,MIN,@,CAR,W 34-28 (OT),2,2,3,1.5,0,100.0,1.5,2-41,RB,2-41,CookDa01
2106,Dalvin Cook,2,3,2021-12-20,26-132,MIN,@,CHI,W 17-9,3,2,2,1.0,0,66.7,0.7,2-41,RB,2-41,CookDa01
2107,Jared Cook,2,3,2021-09-26,34-172,LAC,@,KAN,W 30-24,3,2,27,13.5,0,66.7,9.0,3-89,TE,3-89,CookJa02
2108,Jared Cook,2,5,2021-10-31,34-207,LAC,,NWE,L 24-27,5,2,25,12.5,0,40.0,5.0,3-89,TE,3-89,CookJa02
2109,Jared Cook,2,5,2021-11-28,34-235,LAC,@,DEN,L 13-28,5,2,25,12.5,1,40.0,5.0,3-89,TE,3-89,CookJa02
2110,Jared Cook,2,5,2021-12-12,34-249,LAC,,NYG,W 37-21,5,2,8,4.0,1,40.0,1.6,3-89,TE,3-89,CookJa02
2111,Amari Cooper,2,5,2021-11-07,27-143,DAL,,DEN,L 16-30,5,2,37,18.5,0,40.0,7.4,1-4,WR,1-4,CoopAm00
2112,Amari Cooper,2,2,2021-12-02,27-168,DAL,@,NOR,W 27-17,2,2,41,20.5,0,100.0,20.5,1-4,WR,1-4,CoopAm00
2113,Amari Cooper,2,5,2021-12-19,27-185,DAL,@,NYG,W 21-6,5,2,8,4.0,0,40.0,1.6,1-4,WR,1-4,CoopAm00
2114,Pharoh Cooper,2,3,2021-12-05,26-273,NYG,@,MIA,L 9-20,3,2,21,10.5,0,66.7,7.0,4-117,WR,4-117,CoopPh00
2115,DeeJay Dallas,2,2,2021-10-07,23-021,SEA,,LAR,L 17-26,2,2,32,16.0,0,100.0,16.0,4-144,RB,4-144,DallDe00
2116,Corey Davis,2,5,2021-09-19,26-251,NYJ,,NWE,L 6-25,5,2,8,4.0,0,40.0,1.6,1-5,WR,1-5,DaviCo03
2117,Corey Davis,2,3,2021-12-05,26-328,NYJ,,PHI,L 18-33,3,2,15,7.5,0,66.7,5.0,1-5,WR,1-5,DaviCo03
2118,Gabriel Davis,2,5,2021-09-12,22-164,BUF,,PIT,L 16-23,5,2,40,20.0,1,40.0,8.0,4-128,WR,4-128,DaviGa01
2119,Gabriel Davis,2,2,2021-10-18,22-200,BUF,@,TEN,L 31-34,2,2,25,12.5,0,100.0,12.5,4-128,WR,4-128,DaviGa01
2120,Gabriel Davis,2,4,2021-11-21,22-234,BUF,,IND,L 15-41,4,2,27,13.5,0,50.0,6.8,4-128,WR,4-128,DaviGa01
2121,Gabriel Davis,2,3,2021-11-25,22-238,BUF,@,NOR,W 31-6,3,2,47,23.5,0,66.7,15.7,4-128,WR,4-128,DaviGa01
2122,Gabriel Davis,2,4,2021-12-06,22-249,BUF,,NWE,L 10-14,4,2,30,15.0,1,50.0,7.5,4-128,WR,4-128,DaviGa01
2123,Mike Davis,2,2,2021-10-03,28-226,ATL,,WAS,L 30-34,2,2,12,6.0,1,100.0,6.0,4-126,RB,4-126,DaviMi01
2124,Mike Davis,2,5,2021-10-10,28-233,ATL,,NYJ,W 27-20,5,2,8,4.0,0,40.0,1.6,4-126,RB,4-126,DaviMi01
2125,Tyler Davis,2,2,2022-01-02,24-275,GNB,,MIN,W 37-10,2,2,9,4.5,0,100.0,4.5,6-206,TE,6-206,DaviTy02
2126,Josiah Deguara,2,2,2021-10-28,24-256,GNB,@,ARI,W 24-21,2,2,20,10.0,0,100.0,10.0,3-94,TE,3-94,DeguJo00
2127,Josiah Deguara,2,2,2021-11-07,24-266,GNB,@,KAN,L 7-13,2,2,16,8.0,0,100.0,8.0,3-94,TE,3-94,DeguJo00
2128,Josiah Deguara,2,3,2021-11-14,24-273,GNB,,SEA,W 17-0,3,2,9,4.5,0,66.7,3.0,3-94,TE,3-94,DeguJo00
2129,Josiah Deguara,2,2,2021-11-21,24-280,GNB,@,MIN,L 31-34,2,2,37,18.5,1,100.0,18.5,3-94,TE,3-94,DeguJo00
2130,Josiah Deguara,2,4,2021-11-28,24-287,GNB,,LAR,W 36-28,4,2,13,6.5,0,50.0,3.3,3-94,TE,3-94,DeguJo00
2131,Josiah Deguara,2,3,2021-12-25,24-314,GNB,,CLE,W 24-22,3,2,5,2.5,0,66.7,1.7,3-94,TE,3-94,DeguJo00
2132,Josiah Deguara,2,3,2022-01-02,24-322,GNB,,MIN,W 37-10,3,2,11,5.5,0,66.7,3.7,3-94,TE,3-94,DeguJo00
2133,Stefon Diggs,2,5,2021-10-10,27-315,BUF,@,KAN,W 38-20,5,2,69,34.5,0,40.0,13.8,5-146,WR,5-146,DiggSt00
2134,AJ Dillon,2,2,2021-09-26,23-147,GNB,@,SFO,W 30-28,2,2,8,4.0,0,100.0,4.0,2-62,RB,2-62,DillAJ00
2135,AJ Dillon,2,2,2021-11-14,23-196,GNB,,SEA,W 17-0,2,2,62,31.0,0,100.0,31.0,2-62,RB,2-62,DillAJ00
2136,AJ Dillon,2,3,2022-01-02,23-245,GNB,,MIN,W 37-10,3,2,20,10.0,0,66.7,6.7,2-62,RB,2-62,DillAJ00
2137,Will Dissly,2,2,2021-10-03,25-087,SEA,@,SFO,W 28-21,2,2,5,2.5,0,100.0,2.5,4-120,TE,4-120,DissWi00
2138,Will Dissly,2,4,2021-10-07,25-091,SEA,,LAR,L 17-26,4,2,29,14.5,0,50.0,7.3,4-120,TE,4-120,DissWi00
2139,Will Dissly,2,2,2021-10-17,25-101,SEA,@,PIT,L 20-23 (OT),2,2,8,4.0,1,100.0,4.0,4-120,TE,4-120,DissWi00
2140,Will Dissly,2,2,2021-11-14,25-129,SEA,@,GNB,L 0-17,2,2,22,11.0,0,100.0,11.0,4-120,TE,4-120,DissWi00
2141,Will Dissly,2,2,2021-11-29,25-144,SEA,@,WAS,L 15-17,2,2,19,9.5,0,100.0,9.5,4-120,TE,4-120,DissWi00
2142,Will Dissly,2,2,2021-12-05,25-150,SEA,,SFO,W 30-23,2,2,7,3.5,0,100.0,3.5,4-120,TE,4-120,DissWi00
2143,Will Dissly,2,3,2021-12-12,25-157,SEA,@,HOU,W 33-13,3,2,38,19.0,0,66.7,12.7,4-120,TE,4-120,DissWi00
2144,Phillip Dorsett,2,3,2021-12-19,28-348,HOU,@,JAX,W 30-16,3,2,43,21.5,0,66.7,14.3,1-29,WR,1-29,DorsPh00
2145,Greg Dortch,2,2,2022-01-09,23-225,ARI,,SEA,L 30-38,2,2,5,2.5,0,100.0,2.5,,WR,,DortGr01
2146,Jack Doyle,2,2,2021-10-31,31-179,IND,,TEN,L 31-34 (OT),2,2,12,6.0,1,100.0,6.0,,TE,,DoylJa00
2147,Kenyan Drake,2,2,2021-10-17,27-264,LVR,@,DEN,W 34-24,2,2,39,19.5,1,100.0,19.5,3-73,RB,3-73,DrakKe00
2148,Kenyan Drake,2,3,2021-11-14,27-292,LVR,,KAN,L 14-41,3,2,15,7.5,0,66.7,5.0,3-73,RB,3-73,DrakKe00
2149,Kenyan Drake,2,2,2021-11-25,27-303,LVR,@,DAL,W 36-33 (OT),2,2,5,2.5,0,100.0,2.5,3-73,RB,3-73,DrakKe00
2150,Ashton Dulin,2,2,2021-10-11,24-149,IND,@,BAL,L 25-31 (OT),2,2,13,6.5,0,100.0,6.5,,WR,,DuliAs00
2151,Ashton Dulin,2,4,2021-10-24,24-162,IND,@,SFO,W 30-18,4,2,0,0.0,0,50.0,0.0,,WR,,DuliAs00
2152,Ashton Dulin,2,2,2021-11-04,24-173,IND,,NYJ,W 45-30,2,2,23,11.5,0,100.0,11.5,,WR,,DuliAs00
2153,Devin Duvernay,2,3,2021-09-26,24-014,BAL,@,DET,W 19-17,3,2,22,11.0,1,66.7,7.3,3-92,WR,3-92,DuveDe00
2154,Devin Duvernay,2,3,2021-10-17,24-035,BAL,,LAC,W 34-6,3,2,15,7.5,0,66.7,5.0,3-92,WR,3-92,DuveDe00
2155,Devin Duvernay,2,2,2021-11-07,24-056,BAL,,MIN,W 34-31 (OT),2,2,8,4.0,1,100.0,4.0,3-92,WR,3-92,DuveDe00
2156,Devin Duvernay,2,3,2021-12-05,24-084,BAL,@,PIT,L 19-20,3,2,21,10.5,0,66.7,7.0,3-92,WR,3-92,DuveDe00
2157,Devin Duvernay,2,5,2021-12-12,24-091,BAL,@,CLE,L 22-24,5,2,14,7.0,0,40.0,2.8,3-92,WR,3-92,DuveDe00
2158,Devin Duvernay,2,3,2022-01-02,24-112,BAL,,LAR,L 19-20,3,2,19,9.5,0,66.7,6.3,3-92,WR,3-92,DuveDe00
2159,Ross Dwelley,2,2,2021-10-10,26-257,SFO,@,ARI,L 10-17,2,2,25,12.5,0,100.0,12.5,,TE,,DwelRo00
2160,Eric Ebron,2,2,2021-10-03,28-176,PIT,@,GNB,L 17-27,2,2,8,4.0,0,100.0,4.0,1-10,TE,1-10,EbroEr00
2161,Eric Ebron,2,2,2021-10-10,28-183,PIT,,DEN,W 27-19,2,2,10,5.0,0,100.0,5.0,1-10,TE,1-10,EbroEr00
2162,Eric Ebron,2,2,2021-10-17,28-190,PIT,,SEA,W 23-20 (OT),2,2,10,5.0,0,100.0,5.0,1-10,TE,1-10,EbroEr00
2163,Eric Ebron,2,2,2021-11-14,28-218,PIT,,DET,T 16-16 (OT),2,2,13,6.5,0,100.0,6.5,1-10,TE,1-10,EbroEr00
2164,Bryan Edwards,2,6,2021-10-10,22-331,LVR,,CHI,L 9-20,6,2,22,11.0,0,33.3,3.7,3-81,WR,3-81,EdwaBr01
2165,Bryan Edwards,2,4,2021-10-17,22-338,LVR,@,DEN,W 34-24,4,2,67,33.5,0,50.0,16.8,3-81,WR,3-81,EdwaBr01
2166,Bryan Edwards,2,3,2021-12-12,23-029,LVR,@,KAN,L 9-48,3,2,24,12.0,0,66.7,8.0,3-81,WR,3-81,EdwaBr01
2167,Clyde Edwards-Helaire,2,2,2021-09-26,22-168,KAN,,LAC,L 24-30,2,2,9,4.5,1,100.0,4.5,1-32,RB,1-32,EdwaCl00
2168,Clyde Edwards-Helaire,2,3,2021-10-03,22-175,KAN,@,PHI,W 42-30,3,2,12,6.0,1,66.7,4.0,1-32,RB,1-32,EdwaCl00
2169,Clyde Edwards-Helaire,2,2,2021-11-21,22-224,KAN,,DAL,W 19-9,2,2,13,6.5,0,100.0,6.5,1-32,RB,1-32,EdwaCl00
2170,Clyde Edwards-Helaire,2,4,2021-12-16,22-249,KAN,@,LAC,W 34-28 (OT),4,2,18,9.0,0,50.0,4.5,1-32,RB,1-32,EdwaCl00
2171,Austin Ekeler,2,4,2021-12-12,26-209,LAC,,NYG,W 37-21,4,2,17,8.5,0,50.0,4.3,,RB,,EkelAu00
2172,Ezekiel Elliott,2,2,2021-09-09,26-049,DAL,@,TAM,L 29-31,2,2,6,3.0,0,100.0,3.0,1-4,RB,1-4,ElliEz00
2173,Ezekiel Elliott,2,2,2021-09-19,26-059,DAL,@,LAC,W 20-17,2,2,26,13.0,0,100.0,13.0,1-4,RB,1-4,ElliEz00
2174,Ezekiel Elliott,2,3,2021-10-10,26-080,DAL,,NYG,W 44-20,3,2,2,1.0,1,66.7,0.7,1-4,RB,1-4,ElliEz00
2175,Ezekiel Elliott,2,3,2021-12-02,26-133,DAL,@,NOR,W 27-17,3,2,2,1.0,0,66.7,0.7,1-4,RB,1-4,ElliEz00
2176,Evan Engram,2,6,2021-09-26,27-024,NYG,,ATL,L 14-17,6,2,21,10.5,0,33.3,3.5,1-23,TE,1-23,EngrEv00
