Rk,Player,Att,Date,Age,Team,,Opp,Result,Att,Yds,Y/A,TD,Draft,Pos.,Draft,Player-additional
247,Mike Davis,15,2021-09-12,28-205,ATL,,PHI,L 6-32,15,49,3.3,0,4-126,RB,4-126,DaviMi01
248,AJ Dillon,15,2021-10-03,23-154,GNB,,PIT,W 27-17,15,81,5.4,0,2-62,RB,2-62,DillAJ00
249,AJ Dillon,15,2021-12-12,23-224,GNB,,CHI,W 45-30,15,71,4.7,0,2-62,RB,2-62,DillAJ00
250,Chase Edmonds,15,2021-10-24,25-194,ARI,,HOU,W 31-5,15,81,5.4,0,4-134,RB,4-134,EdmoCh00
251,Austin Ekeler,15,2021-09-12,26-118,LAC,@,WAS,W 20-16,15,57,3.8,1,,RB,,EkelAu00
252,Austin Ekeler,15,2021-10-04,26-140,LAC,,LVR,W 28-14,15,117,7.8,1,,RB,,EkelAu00
253,Leonard Fournette,15,2021-10-24,26-279,TAM,,CHI,W 38-3,15,81,5.4,1,1-4,RB,1-4,FourLe00
254,Wayne Gallman,15,2021-11-14,27-044,ATL,@,DAL,L 3-43,15,55,3.7,0,4-140,RB,4-140,GallWa00
255,Myles Gaskin,15,2021-10-24,24-251,MIA,,ATL,L 28-30,15,67,4.5,0,7-234,RB,7-234,GaskMy00
256,Myles Gaskin,15,2021-12-05,24-293,MIA,,NYG,W 20-9,15,44,2.9,0,7-234,RB,7-234,GaskMy00
257,Antonio Gibson,15,2021-12-21,23-181,WAS,@,PHI,L 17-27,15,26,1.7,1,3-66,RB,3-66,GibsAn00
258,Melvin Gordon,15,2021-12-19,28-250,DEN,,CIN,L 10-15,15,53,3.5,0,1-15,RB,1-15,GordMe00
259,Damien Harris,15,2021-11-07,24-269,NWE,@,CAR,W 24-6,15,30,2.0,1,3-87,RB,3-87,HarrDa06
260,Najee Harris,15,2021-10-03,23-208,PIT,@,GNB,L 17-27,15,62,4.1,1,1-24,RB,1-24,HarrNa00
261,Darrell Henderson,15,2021-10-24,24-066,LAR,,DET,W 28-19,15,45,3.0,0,3-70,RB,3-70,HendDa00
262,Jordan Howard,15,2021-12-21,27-049,PHI,,WAS,W 27-17,15,69,4.6,0,5-150,RB,5-150,HowaJo00
263,Josh Jacobs,15,2021-10-10,23-241,LVR,,CHI,L 9-20,15,48,3.2,1,1-24,RB,1-24,JacoJo01
264,Josh Jacobs,15,2021-12-20,23-312,LVR,@,CLE,W 16-14,15,52,3.5,0,1-24,RB,1-24,JacoJo01
265,Aaron Jones,15,2021-10-03,26-305,GNB,,PIT,W 27-17,15,48,3.2,0,5-182,RB,5-182,JoneAa00
266,Aaron Jones,15,2021-10-28,26-330,GNB,@,ARI,W 24-21,15,59,3.9,1,5-182,RB,5-182,JoneAa00
267,Cam Newton,15,2021-12-19,32-222,CAR,@,BUF,L 14-31,15,71,4.7,1,1-1,QB,1-1,NewtCa00
268,James Robinson,15,2021-09-26,23-048,JAX,,ARI,L 19-31,15,88,5.9,1,,RB,,RobiJa00
269,Miles Sanders,15,2021-09-12,24-134,PHI,@,ATL,W 32-6,15,74,4.9,0,2-53,RB,2-53,SandMi01
270,Boston Scott,15,2021-11-28,26-215,PHI,@,NYG,L 7-13,15,64,4.3,1,6-201,RB,6-201,ScotBo02
271,Devin Singletary,15,2021-11-25,24-083,BUF,@,NOR,W 31-6,15,44,2.9,0,3-74,RB,3-74,SingDe00
272,Jonathan Taylor,15,2021-09-19,22-243,IND,,LAR,L 24-27,15,51,3.4,0,2-41,RB,2-41,TaylJo02
273,Jonathan Taylor,15,2021-10-11,22-265,IND,@,BAL,L 25-31 (OT),15,53,3.5,1,2-41,RB,2-41,TaylJo02
274,Jonathan Taylor,15,2022-01-09,22-355,IND,@,JAX,L 11-26,15,77,5.1,0,2-41,RB,2-41,TaylJo02
275,Jamaal Williams,15,2021-11-25,26-236,DET,,CHI,L 14-16,15,65,4.3,0,4-134,RB,4-134,WillJa06
276,Javonte Williams,15,2021-12-12,21-231,DEN,,DET,W 38-10,15,73,4.9,1,2-35,RB,2-35,WillJa10
277,Javonte Williams,15,2021-12-19,21-238,DEN,,CIN,L 10-15,15,72,4.8,0,2-35,RB,2-35,WillJa10
278,Devontae Booker,14,2021-10-24,29-150,NYG,,CAR,W 25-3,14,51,3.6,1,4-136,RB,4-136,BookDe00
279,Nick Chubb,14,2021-11-07,25-315,CLE,@,CIN,W 41-16,14,137,9.8,2,2-35,RB,2-35,ChubNi00
280,Tevin Coleman,14,2021-12-26,28-254,NYJ,,JAX,W 26-21,14,57,4.1,0,3-73,RB,3-73,ColeTe01
281,Dalvin Cook,14,2022-01-09,26-152,MIN,,CHI,W 31-17,14,79,5.6,0,2-41,RB,2-41,CookDa01
282,AJ Dillon,14,2022-01-02,23-245,GNB,,MIN,W 37-10,14,63,4.5,2,2-62,RB,2-62,DillAJ00
283,AJ Dillon,14,2022-01-09,23-252,GNB,@,DET,L 30-37,14,63,4.5,0,2-62,RB,2-62,DillAJ00
284,Kenyan Drake,14,2021-10-24,27-271,LVR,,PHI,W 33-22,14,69,4.9,1,3-73,RB,3-73,DrakKe00
285,Clyde Edwards-Helaire,14,2021-09-12,22-154,KAN,,CLE,W 33-29,14,43,3.1,0,1-32,RB,1-32,EdwaCl00
286,Clyde Edwards-Helaire,14,2021-10-03,22-175,KAN,@,PHI,W 42-30,14,102,7.3,0,1-32,RB,1-32,EdwaCl00
287,Clyde Edwards-Helaire,14,2021-12-05,22-238,KAN,,DEN,W 22-9,14,54,3.9,0,1-32,RB,1-32,EdwaCl00
288,Austin Ekeler,14,2021-12-05,26-202,LAC,@,CIN,W 41-22,14,59,4.2,1,,RB,,EkelAu00
289,Ezekiel Elliott,14,2021-11-14,26-115,DAL,,ATL,W 43-3,14,41,2.9,2,1-4,RB,1-4,ElliEz00
290,Devonta Freeman,14,2021-12-05,29-265,BAL,@,PIT,L 19-20,14,52,3.7,1,4-103,RB,4-103,FreeDe00
291,Devonta Freeman,14,2022-01-02,29-293,BAL,,LAR,L 19-20,14,76,5.4,0,4-103,RB,4-103,FreeDe00
292,Myles Gaskin,14,2021-11-11,24-269,MIA,,BAL,W 22-10,14,31,2.2,0,7-234,RB,7-234,GaskMy00
293,Antonio Gibson,14,2021-10-03,23-102,WAS,@,ATL,W 34-30,14,63,4.5,1,3-66,RB,3-66,GibsAn00
294,Antonio Gibson,14,2021-10-24,23-123,WAS,@,GNB,L 10-24,14,51,3.6,0,3-66,RB,3-66,GibsAn00
295,Damien Harris,14,2021-10-10,24-241,NWE,@,HOU,W 25-22,14,58,4.1,1,3-87,RB,3-87,HarrDa06
296,Damien Harris,14,2021-10-24,24-255,NWE,,NYJ,W 54-13,14,106,7.6,2,3-87,RB,3-87,HarrDa06
297,Najee Harris,14,2021-09-26,23-201,PIT,,CIN,L 10-24,14,40,2.9,0,1-24,RB,1-24,HarrNa00
298,Darrell Henderson,14,2021-10-03,24-045,LAR,,ARI,L 20-37,14,89,6.4,0,3-70,RB,3-70,HendDa00
299,Darrell Henderson,14,2021-10-31,24-073,LAR,@,HOU,W 38-22,14,90,6.4,1,3-70,RB,3-70,HendDa00
300,Kareem Hunt,14,2021-10-03,26-058,CLE,@,MIN,W 14-7,14,69,4.9,1,3-86,RB,3-86,HuntKa00
301,Kareem Hunt,14,2021-10-17,26-072,CLE,,ARI,L 14-37,14,66,4.7,0,3-86,RB,3-86,HuntKa00
302,Mark Ingram,14,2021-09-19,31-272,HOU,@,CLE,L 21-31,14,41,2.9,0,1-28,RB,1-28,IngrMa01
303,Mark Ingram,14,2021-11-14,31-328,NOR,@,TEN,L 21-23,14,47,3.4,1,1-28,RB,1-28,IngrMa01
304,Lamar Jackson,14,2021-10-11,24-277,BAL,,IND,W 31-25 (OT),14,62,4.4,0,1-32,QB,1-32,JackLa00
305,Aaron Jones,14,2021-10-10,26-312,GNB,@,CIN,W 25-22 (OT),14,103,7.4,0,5-182,RB,5-182,JoneAa00
306,Christian McCaffrey,14,2021-11-07,25-153,CAR,,NWE,L 6-24,14,52,3.7,0,1-8,RB,1-8,McCaCh01
307,Joe Mixon,14,2021-10-31,25-099,CIN,@,NYJ,L 31-34,14,33,2.4,1,2-48,RB,2-48,MixoJo00
308,David Montgomery,14,2021-11-21,24-167,CHI,,BAL,L 13-16,14,58,4.1,0,3-73,RB,3-73,MontDa01
309,Zack Moss,14,2021-10-03,23-292,BUF,,HOU,W 40-0,14,61,4.4,1,3-86,RB,3-86,MossZa00
310,Cordarrelle Patterson,14,2021-10-10,30-207,ATL,,NYJ,W 27-20,14,54,3.9,0,1-29,RB,1-29,PattCo00
311,Cordarrelle Patterson,14,2021-10-24,30-221,ATL,@,MIA,W 30-28,14,60,4.3,1,1-29,RB,1-29,PattCo00
312,Tony Pollard,14,2021-10-10,24-163,DAL,,NYG,W 44-20,14,75,5.4,0,4-128,RB,4-128,PollTo00
313,Boston Scott,14,2022-01-02,26-250,PHI,@,WAS,W 20-16,14,47,3.4,2,6-201,RB,6-201,ScotBo02
314,Devin Singletary,14,2021-10-03,24-030,BUF,,HOU,W 40-0,14,79,5.6,0,3-74,RB,3-74,SingDe00
315,D'Andre Swift,14,2021-09-26,22-255,DET,,BAL,L 17-19,14,47,3.4,1,2-35,RB,2-35,SwifDA00
316,D'Andre Swift,14,2021-11-21,22-311,DET,@,CLE,L 10-13,14,136,9.7,1,2-35,RB,2-35,SwifDA00
317,Jonathan Taylor,14,2021-10-17,22-271,IND,,HOU,W 31-3,14,145,10.4,2,2-41,RB,2-41,TaylJo02
318,Austin Walter,14,2022-01-02,25-138,NYJ,,TAM,L 24-28,14,49,3.5,0,,RB,,WaltAu00
319,Darrel Williams,14,2022-01-02,26-262,KAN,@,CIN,L 31-34,14,88,6.3,2,,RB,,WillDa10
320,Jamaal Williams,14,2021-10-03,26-183,DET,@,CHI,L 14-24,14,66,4.7,0,4-134,RB,4-134,WillJa06
321,Javonte Williams,14,2021-09-12,21-140,DEN,@,NYG,W 27-13,14,45,3.2,0,2-35,RB,2-35,WillJa10
322,Javonte Williams,14,2021-11-28,21-217,DEN,,LAC,W 28-13,14,54,3.9,1,2-35,RB,2-35,WillJa10
323,Javonte Williams,14,2022-01-02,21-252,DEN,@,LAC,L 13-34,14,30,2.1,0,2-35,RB,2-35,WillJa10
324,Jeff Wilson,14,2021-12-23,26-037,SFO,@,TEN,L 17-20,14,45,3.2,1,,RB,,WilsJe01
325,Peyton Barber,13,2021-09-19,27-084,LVR,@,PIT,W 26-17,13,32,2.5,0,,RB,,BarbPe01
326,Saquon Barkley,13,2021-09-16,24-219,NYG,@,WAS,L 29-30,13,57,4.4,0,1-2,RB,1-2,BarkSa00
327,Saquon Barkley,13,2021-10-03,24-236,NYG,@,NOR,W 27-21 (OT),13,52,4.0,1,1-2,RB,1-2,BarkSa00
328,Saquon Barkley,13,2021-11-28,24-292,NYG,,PHI,W 13-7,13,40,3.1,0,1-2,RB,1-2,BarkSa00
329,Chris Carson,13,2021-09-19,27-003,SEA,,TEN,L 30-33 (OT),13,31,2.4,2,7-249,RB,7-249,CarsCh00
330,Chris Carson,13,2021-10-03,27-017,SEA,@,SFO,W 28-21,13,30,2.3,0,7-249,RB,7-249,CarsCh00
331,Michael Carter,13,2021-10-03,22-149,NYJ,,TEN,W 27-24 (OT),13,38,2.9,1,4-107,RB,4-107,CartMi03
332,Michael Carter,13,2021-11-04,22-181,NYJ,@,IND,L 30-45,13,49,3.8,0,4-107,RB,4-107,CartMi03
333,Corey Clement,13,2021-12-12,27-040,DAL,@,WAS,W 27-20,13,44,3.4,0,,RB,,ClemCo00
334,James Conner,13,2021-12-13,26-222,ARI,,LAR,L 23-30,13,31,2.4,2,3-105,RB,3-105,ConnJa00
335,Mike Davis,13,2021-10-03,28-226,ATL,,WAS,L 30-34,13,14,1.1,0,4-126,RB,4-126,DaviMi01
336,Mike Davis,13,2021-10-10,28-233,ATL,,NYJ,W 27-20,13,53,4.1,1,4-126,RB,4-126,DaviMi01
337,Clyde Edwards-Helaire,13,2021-09-19,22-161,KAN,@,BAL,L 35-36,13,46,3.5,0,1-32,RB,1-32,EdwaCl00
338,Ezekiel Elliott,13,2021-12-02,26-133,DAL,@,NOR,W 27-17,13,45,3.5,0,1-4,RB,1-4,ElliEz00
339,D'Onta Foreman,13,2021-12-12,25-232,TEN,,JAX,W 20-0,13,47,3.6,1,3-89,RB,3-89,ForeDO00
340,Leonard Fournette,13,2021-12-05,26-321,TAM,@,ATL,W 30-17,13,44,3.4,0,1-4,RB,1-4,FourLe00
341,Devonta Freeman,13,2021-11-07,29-237,BAL,,MIN,W 34-31 (OT),13,79,6.1,0,4-103,RB,4-103,FreeDe00
342,Devonta Freeman,13,2021-12-12,29-272,BAL,@,CLE,L 22-24,13,64,4.9,0,4-103,RB,4-103,FreeDe00
343,Kenneth Gainwell,13,2021-10-31,22-231,PHI,@,DET,W 44-6,13,27,2.1,0,5-150,RB,5-150,GainKe00
344,Myles Gaskin,13,2021-09-26,24-223,MIA,@,LVR,L 28-31 (OT),13,65,5.0,0,7-234,RB,7-234,GaskMy00
345,Antonio Gibson,13,2021-09-16,23-085,WAS,,NYG,W 30-29,13,69,5.3,0,3-66,RB,3-66,GibsAn00
346,Melvin Gordon,13,2021-09-19,28-159,DEN,@,JAX,W 23-13,13,31,2.4,0,1-15,RB,1-15,GordMe00
347,Darrell Henderson,13,2021-09-19,24-031,LAR,@,IND,W 27-24,13,53,4.1,1,3-70,RB,3-70,HendDa00
348,Chuba Hubbard,13,2021-10-03,22-114,CAR,@,DAL,L 28-36,13,57,4.4,0,4-126,RB,4-126,HubbCh01
349,Jason Huntley,13,2022-01-08,23-263,PHI,,DAL,L 26-51,13,51,3.9,0,5-172,RB,5-172,HuntJa01
350,Kareem Hunt,13,2021-09-19,26-044,CLE,,HOU,W 31-21,13,51,3.9,0,3-86,RB,3-86,HuntKa00
351,Tyler Huntley,13,2021-12-19,23-319,BAL,,GNB,L 30-31,13,73,5.6,2,,QB,,HuntTy01
352,Jalen Hurts,13,2021-10-24,23-078,PHI,@,LVR,L 22-33,13,61,4.7,0,2-53,QB,2-53,HurtJa00
353,Jalen Hurts,13,2021-11-14,23-099,PHI,@,DEN,W 30-13,13,55,4.2,0,2-53,QB,2-53,HurtJa00
354,Justin Jackson,13,2021-12-16,25-238,LAC,,KAN,L 28-34 (OT),13,86,6.6,0,7-251,RB,7-251,JackJu01
355,Josh Jacobs,13,2021-10-04,23-235,LVR,@,LAC,L 14-28,13,40,3.1,0,1-24,RB,1-24,JacoJo01
356,Josh Jacobs,13,2021-11-07,23-269,LVR,@,NYG,L 16-23,13,76,5.8,0,1-24,RB,1-24,JacoJo01
357,Josh Jacobs,13,2021-12-05,23-297,LVR,,WAS,L 15-17,13,52,4.0,1,1-24,RB,1-24,JacoJo01
358,David Johnson,13,2021-11-21,29-340,HOU,@,TEN,W 22-13,13,18,1.4,0,3-86,RB,3-86,JohnDa08
359,Duke Johnson,13,2021-12-27,28-095,MIA,@,NOR,W 20-3,13,39,3.0,0,3-77,RB,3-77,JohnDu00
360,Aaron Jones,13,2021-10-17,26-319,GNB,@,CHI,W 24-14,13,76,5.8,0,5-182,RB,5-182,JoneAa00
361,Aaron Jones,13,2021-12-19,27-017,GNB,@,BAL,W 31-30,13,58,4.5,0,5-182,RB,5-182,JoneAa00
362,Alvin Kamara,13,2021-11-07,26-105,NOR,,ATL,L 25-27,13,50,3.8,1,3-67,RB,3-67,KamaAl00
363,Alvin Kamara,13,2021-12-27,26-155,NOR,,MIA,L 3-20,13,52,4.0,0,3-67,RB,3-67,KamaAl00
364,Alvin Kamara,13,2022-01-02,26-161,NOR,,CAR,W 18-10,13,32,2.5,0,3-67,RB,3-67,KamaAl00
365,Phillip Lindsay,13,2021-12-27,27-156,MIA,@,NOR,W 20-3,13,36,2.8,0,,RB,,LindPh00
366,Alexander Mattison,13,2021-12-26,23-190,MIN,,LAR,L 23-30,13,41,3.2,1,3-102,RB,3-102,MattAl01
367,Christian McCaffrey,13,2021-11-14,25-160,CAR,@,ARI,W 34-10,13,95,7.3,0,1-8,RB,1-8,McCaCh01
368,Joe Mixon,13,2021-11-07,25-106,CIN,,CLE,L 16-41,13,64,4.9,2,2-48,RB,2-48,MixoJo00
369,David Montgomery,13,2021-11-08,24-154,CHI,@,PIT,L 27-29,13,63,4.8,0,3-73,RB,3-73,MontDa01
370,Zack Moss,13,2021-09-26,23-285,BUF,,WAS,W 43-21,13,60,4.6,0,3-86,RB,3-86,MossZa00
371,Cordarrelle Patterson,13,2021-12-05,30-263,ATL,,TAM,L 17-30,13,78,6.0,0,1-29,RB,1-29,PattCo00
372,Tony Pollard,13,2021-09-19,24-142,DAL,@,LAC,W 20-17,13,109,8.4,1,4-128,RB,4-128,PollTo00
373,Miles Sanders,13,2021-09-19,24-141,PHI,,SFO,L 11-17,13,55,4.2,0,2-53,RB,2-53,SandMi01
374,Devin Singletary,13,2021-09-19,24-016,BUF,@,MIA,W 35-0,13,82,6.3,1,3-74,RB,3-74,SingDe00
375,D'Andre Swift,13,2021-10-17,22-276,DET,,CIN,L 11-34,13,24,1.8,1,2-35,RB,2-35,SwifDA00
376,D'Andre Swift,13,2021-10-24,22-283,DET,@,LAR,L 19-28,13,48,3.7,0,2-35,RB,2-35,SwifDA00
377,Darrel Williams,13,2021-11-01,26-200,KAN,,NYG,W 20-17,13,49,3.8,0,,RB,,WillDa10
378,Jamaal Williams,13,2021-10-10,26-190,DET,@,MIN,L 17-19,13,57,4.4,0,4-134,RB,4-134,WillJa06
379,Jamaal Williams,13,2022-01-09,26-281,DET,,GNB,W 37-30,13,43,3.3,0,4-134,RB,4-134,WillJa06
380,Javonte Williams,13,2021-09-19,21-147,DEN,@,JAX,W 23-13,13,64,4.9,0,2-35,RB,2-35,WillJa10
381,Ty'Son Williams,13,2021-09-19,25-015,BAL,,KAN,W 36-35,13,77,5.9,0,,RB,,WillTy01
382,Jeff Wilson,13,2021-12-12,26-026,SFO,@,CIN,W 26-23 (OT),13,56,4.3,0,,RB,,WilsJe01
383,Josh Allen,12,2021-12-12,25-205,BUF,@,TAM,L 27-33 (OT),12,109,9.1,1,1-7,QB,1-7,AlleJo02
384,Josh Allen,12,2021-12-26,25-219,BUF,@,NWE,W 33-21,12,64,5.3,0,1-7,QB,1-7,AlleJo02
385,Devontae Booker,12,2021-10-17,29-143,NYG,,LAR,L 11-38,12,41,3.4,0,4-136,RB,4-136,BookDe00
386,Rex Burkhead,12,2021-11-28,31-149,HOU,,NYJ,L 14-21,12,27,2.3,0,6-190,RB,6-190,BurkRe00
387,Rex Burkhead,12,2022-01-09,31-191,HOU,,TEN,L 25-28,12,24,2.0,0,6-190,RB,6-190,BurkRe00
388,Chris Carson,12,2021-09-26,27-010,SEA,@,MIN,L 17-30,12,80,6.7,1,7-249,RB,7-249,CarsCh00
389,Nick Chubb,12,2022-01-03,26-007,CLE,@,PIT,L 14-26,12,58,4.8,0,2-35,RB,2-35,ChubNi00
390,Mike Davis,12,2021-09-26,28-219,ATL,@,NYG,W 17-14,12,50,4.2,0,4-126,RB,4-126,DaviMi01
391,Chase Edmonds,12,2021-09-12,25-152,ARI,@,TEN,W 38-13,12,63,5.3,0,4-134,RB,4-134,EdmoCh00
392,Chase Edmonds,12,2021-10-03,25-173,ARI,@,LAR,W 37-20,12,120,10.0,0,4-134,RB,4-134,EdmoCh00
393,Clyde Edwards-Helaire,12,2021-11-21,22-224,KAN,,DAL,W 19-9,12,63,5.3,1,1-32,RB,1-32,EdwaCl00
394,Austin Ekeler,12,2021-11-28,26-195,LAC,@,DEN,L 13-28,12,31,2.6,0,,RB,,EkelAu00
395,Austin Ekeler,12,2021-12-12,26-209,LAC,,NYG,W 37-21,12,67,5.6,1,,RB,,EkelAu00
396,Austin Ekeler,12,2021-12-16,26-213,LAC,,KAN,L 28-34 (OT),12,59,4.9,1,,RB,,EkelAu00
397,Ezekiel Elliott,12,2021-12-12,26-143,DAL,@,WAS,W 27-20,12,45,3.8,0,1-4,RB,1-4,ElliEz00
398,Leonard Fournette,12,2021-10-10,26-265,TAM,,MIA,W 45-17,12,67,5.6,1,1-4,RB,1-4,FourLe00
399,Royce Freeman,12,2021-12-26,25-305,HOU,,LAC,W 41-29,12,34,2.8,0,3-71,RB,3-71,FreeRo00
400,Kenneth Gainwell,12,2021-12-05,22-266,PHI,@,NYJ,W 33-18,12,54,4.5,1,5-150,RB,5-150,GainKe00
