Rk,Player,Att,Date,Age,Team,,Opp,Result,Att,Yds,Y/A,TD,Draft,Pos.,Draft,Player-additional
2075,Elijah Moore,1,2021-11-28,21-246,NYJ,@,HOU,W 21-14,1,7,7.0,0,2-34,WR,2-34,MoorEl00
2076,Elijah Moore,1,2021-12-05,21-253,NYJ,,PHI,L 18-33,1,9,9.0,0,2-34,WR,2-34,MoorEl00
2077,Rondale Moore,1,2021-09-26,21-109,ARI,@,JAX,W 31-19,1,3,3.0,0,2-49,WR,2-49,MoorRo02
2078,Rondale Moore,1,2021-11-14,21-158,ARI,,CAR,L 10-34,1,1,1.0,0,2-49,WR,2-49,MoorRo02
2079,Rondale Moore,1,2021-12-19,21-193,ARI,@,DET,L 12-30,1,1,1.0,0,2-49,WR,2-49,MoorRo02
2080,Stanley Morgan Jr.,1,2022-01-09,25-124,CIN,@,CLE,L 16-21,1,3,3.0,0,,WR,,MorgSt02
2081,Latavius Murray,1,2021-12-12,31-328,BAL,@,CLE,L 22-24,1,1,1.0,1,6-181,RB,6-181,MurrLa00
2082,Gabe Nabers,1,2021-09-12,23-311,LAC,@,WAS,W 20-16,1,2,2.0,0,,FB,,NabeGa00
2083,Gabe Nabers,1,2021-12-16,24-041,LAC,,KAN,L 28-34 (OT),1,4,4.0,0,,FB,,NabeGa00
2084,Gabe Nabers,1,2022-01-02,24-058,LAC,,DEN,W 34-13,1,2,2.0,0,,FB,,NabeGa00
2085,Ryan Nall,1,2021-10-31,25-308,CHI,,SFO,L 22-33,1,4,4.0,0,,RB,,NallRy00
2086,Cam Newton,1,2022-01-02,32-236,CAR,@,NOR,L 10-18,1,5,5.0,0,1-1,QB,1-1,NewtCa00
2087,David Njoku,1,2021-11-21,25-134,CLE,,DET,W 13-10,1,1,1.0,0,1-29,TE,1-29,NjokDa00
2088,Kene Nwangwu,1,2021-11-07,23-271,MIN,@,BAL,L 31-34 (OT),1,9,9.0,0,4-119,RB,4-119,NwanKe00
2089,Kene Nwangwu,1,2021-11-28,23-292,MIN,@,SFO,L 26-34,1,7,7.0,0,4-119,RB,4-119,NwanKe00
2090,Kene Nwangwu,1,2022-01-09,23-334,MIN,,CHI,W 31-17,1,4,4.0,0,4-119,RB,4-119,NwanKe00
2091,Dare Ogunbowale,1,2021-11-07,27-187,JAX,,BUF,W 9-6,1,1,1.0,0,,RB,,OgunDa00
2092,Dare Ogunbowale,1,2021-12-19,27-229,JAX,,HOU,L 16-30,1,1,1.0,0,,RB,,OgunDa00
2093,Qadree Ollison,1,2021-12-19,25-102,ATL,@,SFO,L 13-31,1,3,3.0,0,5-152,RB,5-152,OlliQa00
2094,Qadree Ollison,1,2022-01-09,25-123,ATL,,NOR,L 20-30,1,19,19.0,1,5-152,RB,5-152,OlliQa00
2095,Gunner Olszewski,1,2021-12-26,25-030,NWE,,BUF,L 21-33,1,9,9.0,0,,WR,,OlszGu00
2096,K.J. Osborn,1,2021-10-03,24-115,MIN,,CLE,L 7-14,1,10,10.0,0,5-176,WR,5-176,OsboKJ00
2097,Devine Ozigbo,1,2021-10-25,25-023,NOR,@,SEA,W 13-10,1,-3,-3.0,0,,RB,,OzigDe01
2098,Michael Palardy,1,2022-01-09,29-187,MIA,,NWE,W 33-24,1,1,1.0,0,,P,,PalaMi00
2099,Josh Palmer,1,2021-11-21,23-060,LAC,,PIT,W 41-37,1,6,6.0,0,3-77,,3-77,PalmJo00
2100,Zach Pascal,1,2021-11-21,26-338,IND,@,BUF,W 41-15,1,9,9.0,0,,WR,,PascZa00
2101,Zach Pascal,1,2021-12-05,26-352,IND,@,HOU,W 31-0,1,12,12.0,0,,WR,,PascZa00
2102,Jaret Patterson,1,2021-10-17,21-298,WAS,,KAN,L 13-31,1,5,5.0,0,,RB,,PattJa01
2103,Jaret Patterson,1,2021-11-29,21-341,WAS,,SEA,W 17-15,1,0,0.0,0,,RB,,PattJa01
2104,Jaret Patterson,1,2021-12-05,21-347,WAS,@,LVR,W 17-15,1,2,2.0,0,,RB,,PattJa01
2105,Elijhaa Penny,1,2021-10-10,28-054,NYG,@,DAL,L 20-44,1,4,4.0,0,,RB,,PennEl00
2106,Elijhaa Penny,1,2021-12-12,28-117,NYG,@,LAC,L 21-37,1,8,8.0,0,,RB,,PennEl00
2107,Elijhaa Penny,1,2021-12-26,28-131,NYG,@,PHI,L 10-34,1,2,2.0,0,,RB,,PennEl00
2108,La'Mical Perine,1,2021-10-31,23-274,NYJ,,CIN,W 34-31,1,3,3.0,0,4-120,RB,4-120,PeriLa00
2109,Samaje Perine,1,2021-09-26,26-010,CIN,@,PIT,W 24-10,1,-1,-1.0,0,4-114,RB,4-114,PeriSa00
2110,Samaje Perine,1,2022-01-02,26-108,CIN,,KAN,W 34-31,1,4,4.0,0,4-114,RB,4-114,PeriSa00
2111,Breshad Perriman,1,2021-11-22,28-073,TAM,,NYG,W 30-10,1,-3,-3.0,0,1-26,WR,1-26,PerrBr02
2112,Scottie Phillips,1,2021-11-07,24-032,HOU,@,MIA,L 9-17,1,2,2.0,0,,RB,,PhilSc01
2113,Michael Pittman Jr.,1,2021-09-26,23-356,IND,@,TEN,L 16-25,1,5,5.0,0,2-34,WR,2-34,PittMi01
2114,Michael Pittman Jr.,1,2021-10-17,24-012,IND,,HOU,W 31-3,1,3,3.0,0,2-34,WR,2-34,PittMi01
2115,Michael Pittman Jr.,1,2021-12-25,24-081,IND,@,ARI,W 22-16,1,3,3.0,0,2-34,WR,2-34,PittMi01
2116,Adam Prentice,1,2021-12-27,24-345,NOR,,MIA,L 3-20,1,2,2.0,0,,FB,,PrenAd00
2117,Adam Prentice,1,2022-01-02,24-351,NOR,,CAR,W 18-10,1,2,2.0,0,,FB,,PrenAd00
2118,Adam Prentice,1,2022-01-09,24-358,NOR,@,ATL,W 30-20,1,1,1.0,0,,FB,,PrenAd00
2119,Dak Prescott,1,2021-11-25,28-119,DAL,,LVR,L 33-36 (OT),1,3,3.0,0,4-135,QB,4-135,PresDa01
2120,Trey Ragas,1,2021-12-12,25-035,LVR,@,KAN,L 9-48,1,9,9.0,0,,RB,,RagaTr00
2121,Kalif Raymond,1,2021-09-12,27-035,DET,,SFO,L 33-41,1,9,9.0,0,,WR,,RaymKa00
2122,Kalif Raymond,1,2021-10-24,27-077,DET,@,LAR,L 19-28,1,1,1.0,0,,WR,,RaymKa00
2123,Kalif Raymond,1,2021-12-26,27-140,DET,@,ATL,L 16-20,1,5,5.0,0,,WR,,RaymKa00
2124,Kalif Raymond,1,2022-01-09,27-154,DET,,GNB,W 37-30,1,13,13.0,0,,WR,,RaymKa00
2125,Jalen Reagor,1,2021-10-03,22-274,PHI,,KAN,L 30-42,1,12,12.0,0,1-21,WR,1-21,ReagJa00
2126,Jalen Reagor,1,2021-10-24,22-295,PHI,@,LVR,L 22-33,1,0,0.0,0,1-21,WR,1-21,ReagJa00
2127,Jalen Reagor,1,2021-11-14,22-316,PHI,@,DEN,W 30-13,1,-8,-8.0,0,1-21,WR,1-21,ReagJa00
2128,Jalen Reagor,1,2021-12-05,22-337,PHI,@,NYJ,W 33-18,1,0,0.0,0,1-21,WR,1-21,ReagJa00
2129,Jalen Reagor,1,2022-01-02,23-000,PHI,@,WAS,W 20-16,1,-3,-3.0,0,1-21,WR,1-21,ReagJa00
2130,Hunter Renfrow,1,2021-11-21,25-335,LVR,,CIN,L 13-32,1,5,5.0,0,5-149,WR,5-149,RenfHu00
2131,Hunter Renfrow,1,2021-11-25,25-339,LVR,@,DAL,W 36-33 (OT),1,2,2.0,0,5-149,WR,5-149,RenfHu00
2132,Hunter Renfrow,1,2022-01-09,26-019,LVR,,LAC,W 35-32 (OT),1,-4,-4.0,0,5-149,WR,5-149,RenfHu00
2133,Patrick Ricard,1,2021-09-19,27-115,BAL,,KAN,W 36-35,1,2,2.0,0,,FB,,RicaPa00
2134,Patrick Ricard,1,2021-11-21,27-178,BAL,@,CHI,W 16-13,1,2,2.0,0,,FB,,RicaPa00
2135,Jalen Richard,1,2021-10-17,28-002,LVR,@,DEN,W 34-24,1,0,0.0,0,,RB,,RichJa01
2136,Jalen Richard,1,2021-12-26,28-072,LVR,,DEN,W 17-13,1,4,4.0,0,,RB,,RichJa01
2137,Jalen Richard,1,2022-01-02,28-079,LVR,@,IND,W 23-20,1,4,4.0,0,,RB,,RichJa01
2138,Andre Roberts,1,2021-11-07,33-302,LAC,@,PHI,W 27-24,1,9,9.0,0,3-88,WR,3-88,RobeAn00
2139,Andre Roberts,1,2021-11-21,33-316,LAC,,PIT,W 41-37,1,4,4.0,0,3-88,WR,3-88,RobeAn00
2140,Andre Roberts,1,2021-12-16,33-341,LAC,,KAN,L 28-34 (OT),1,6,6.0,0,3-88,WR,3-88,RobeAn00
2141,Aaron Rodgers,1,2021-12-12,38-010,GNB,,CHI,W 45-30,1,0,0.0,0,1-24,QB,1-24,RodgAa00
2142,Aaron Rodgers,1,2021-12-25,38-023,GNB,,CLE,W 24-22,1,-1,-1.0,0,1-24,QB,1-24,RodgAa00
2143,Aaron Rodgers,1,2022-01-09,38-038,GNB,@,DET,L 30-37,1,7,7.0,0,1-24,QB,1-24,RodgAa00
2144,Amari Rodgers,1,2021-10-28,22-035,GNB,@,ARI,W 24-21,1,11,11.0,0,3-85,WR,3-85,RodgAm00
2145,Ben Roethlisberger,1,2021-09-26,39-208,PIT,,CIN,L 10-24,1,5,5.0,0,1-11,QB,1-11,RoetBe00
2146,Ben Roethlisberger,1,2021-10-10,39-222,PIT,,DEN,W 27-19,1,-1,-1.0,0,1-11,QB,1-11,RoetBe00
2147,Ben Roethlisberger,1,2021-10-31,39-243,PIT,@,CLE,W 15-10,1,0,0.0,0,1-11,QB,1-11,RoetBe00
2148,Ben Roethlisberger,1,2021-12-05,39-278,PIT,,BAL,W 20-19,1,-1,-1.0,0,1-11,QB,1-11,RoetBe00
2149,Ben Roethlisberger,1,2021-12-09,39-282,PIT,@,MIN,L 28-36,1,5,5.0,0,1-11,QB,1-11,RoetBe00
2150,Ben Roethlisberger,1,2022-01-03,39-307,PIT,,CLE,W 26-14,1,-1,-1.0,0,1-11,QB,1-11,RoetBe00
2151,Chester Rogers,1,2021-10-10,27-271,TEN,@,JAX,W 37-19,1,9,9.0,0,,WR,,RogeCh02
2152,John Ross,1,2021-11-22,25-360,NYG,@,TAM,L 10-30,1,16,16.0,0,1-9,WR,1-9,RossJo00
2153,Larry Rountree,1,2021-09-19,22-218,LAC,,DAL,L 17-20,1,-1,-1.0,0,6-198,RB,6-198,RounLa00
2154,Larry Rountree,1,2021-11-07,22-267,LAC,@,PHI,W 27-24,1,1,1.0,0,6-198,RB,6-198,RounLa00
2155,Mason Rudolph,1,2021-12-26,26-162,PIT,@,KAN,L 10-36,1,17,17.0,0,3-76,QB,3-76,RudoMa00
2156,Henry Ruggs III,1,2021-09-19,22-238,LVR,@,PIT,W 26-17,1,2,2.0,0,1-12,WR,1-12,RuggHe00
2157,Henry Ruggs III,1,2021-09-26,22-245,LVR,,MIA,W 31-28 (OT),1,7,7.0,0,1-12,WR,1-12,RuggHe00
2158,Henry Ruggs III,1,2021-10-24,22-273,LVR,,PHI,W 33-22,1,7,7.0,0,1-12,WR,1-12,RuggHe00
2159,Cooper Rush,1,2021-10-31,27-344,DAL,@,MIN,W 20-16,1,2,2.0,0,,QB,,RushCo00
2160,Matt Ryan,1,2021-09-26,36-132,ATL,@,NYG,W 17-14,1,-1,-1.0,0,1-3,QB,1-3,RyanMa00
2161,Matt Ryan,1,2021-10-03,36-139,ATL,,WAS,L 30-34,1,17,17.0,0,1-3,QB,1-3,RyanMa00
2162,Matt Ryan,1,2021-10-10,36-146,ATL,,NYJ,W 27-20,1,-1,-1.0,0,1-3,QB,1-3,RyanMa00
2163,Matt Ryan,1,2022-01-09,36-237,ATL,,NOR,L 20-30,1,2,2.0,0,1-3,QB,1-3,RyanMa00
2164,Curtis Samuel,1,2021-10-10,25-060,WAS,,NOR,L 22-33,1,8,8.0,0,2-40,WR,2-40,SamuCu00
2165,Curtis Samuel,1,2021-11-29,25-110,WAS,,SEA,W 17-15,1,4,4.0,0,2-40,WR,2-40,SamuCu00
2166,Deebo Samuel,1,2021-10-03,25-261,SFO,,SEA,L 21-28,1,1,1.0,0,2-36,WR,2-36,SamuDe00
2167,Deebo Samuel,1,2021-10-10,25-268,SFO,@,ARI,L 10-17,1,13,13.0,1,2-36,WR,2-36,SamuDe00
2168,Emmanuel Sanders,1,2021-10-03,34-200,BUF,,HOU,W 40-0,1,7,7.0,0,3-82,WR,3-82,SandEm00
2169,Emmanuel Sanders,1,2021-11-14,34-242,BUF,@,NYJ,W 45-17,1,24,24.0,0,3-82,WR,3-82,SandEm00
2170,Mekhi Sargent,1,2021-09-12,23-339,TEN,,ARI,L 13-38,1,2,2.0,0,,RB,,SargMe00
2171,Mekhi Sargent,1,2021-09-26,23-353,TEN,,IND,W 25-16,1,2,2.0,0,,RB,,SargMe00
2172,Mekhi Sargent,1,2022-01-09,24-093,JAX,,IND,W 26-11,1,2,2.0,0,,RB,,SargMe00
2173,Anthony Schwartz,1,2021-09-12,21-007,CLE,@,KAN,L 29-33,1,17,17.0,0,3-91,WR,3-91,SchwAn00
2174,Anthony Schwartz,1,2021-10-17,21-042,CLE,,ARI,L 14-37,1,-3,-3.0,0,3-91,WR,3-91,SchwAn00
2175,Anthony Schwartz,1,2021-10-21,21-046,CLE,,DEN,W 17-14,1,-2,-2.0,0,3-91,WR,3-91,SchwAn00
2176,Anthony Schwartz,1,2022-01-09,21-126,CLE,,CIN,W 21-16,1,3,3.0,0,3-91,WR,3-91,SchwAn00
2177,Trey Sermon,1,2021-09-19,22-232,SFO,@,PHI,W 17-11,1,8,8.0,0,3-88,RB,3-88,SermTr00
2178,Trey Sermon,1,2021-10-10,22-253,SFO,@,ARI,L 10-17,1,7,7.0,0,3-88,RB,3-88,SermTr00
2179,Laviska Shenault Jr.,1,2021-09-12,22-342,JAX,@,HOU,L 21-37,1,9,9.0,0,2-42,WR,2-42,ShenLa00
2180,Laviska Shenault Jr.,1,2021-09-19,22-349,JAX,,DEN,L 13-23,1,0,0.0,0,2-42,WR,2-42,ShenLa00
2181,Laviska Shenault Jr.,1,2021-09-30,22-360,JAX,@,CIN,L 21-24,1,11,11.0,0,2-42,WR,2-42,ShenLa00
2182,Laviska Shenault Jr.,1,2021-10-31,23-026,JAX,@,SEA,L 7-31,1,8,8.0,0,2-42,WR,2-42,ShenLa00
2183,Laviska Shenault Jr.,1,2021-11-07,23-033,JAX,,BUF,W 9-6,1,-4,-4.0,0,2-42,WR,2-42,ShenLa00
2184,Laviska Shenault Jr.,1,2021-12-19,23-075,JAX,,HOU,L 16-30,1,10,10.0,0,2-42,WR,2-42,ShenLa00
2185,Sterling Shepard,1,2021-09-16,28-218,NYG,@,WAS,L 29-30,1,-9,-9.0,0,2-40,WR,2-40,ShepSt00
2186,Cam Sims,1,2021-09-26,25-263,WAS,@,BUF,L 21-43,1,7,7.0,0,,WR,,SimsCa00
2187,Darius Slayton,1,2021-11-28,24-320,NYG,,PHI,W 13-7,1,-13,-13.0,0,5-171,WR,5-171,SlayDa01
2188,Wendell Smallwood,1,2021-12-05,27-319,WAS,@,LVR,W 17-15,1,13,13.0,0,5-153,RB,5-153,SmalWe00
2189,Geno Smith,1,2021-10-17,31-007,SEA,@,PIT,L 20-23 (OT),1,-1,-1.0,0,2-39,QB,2-39,SmitGe00
2190,Ito Smith,1,2022-01-08,26-119,DAL,@,PHI,W 51-26,1,4,4.0,1,4-126,RB,4-126,SmitIt00
2191,Jeff Smith,1,2021-10-31,24-193,NYJ,,CIN,W 34-31,1,-1,-1.0,0,,WR,,SmitJe03
2192,Jonnu Smith,1,2021-09-12,26-021,NWE,,MIA,L 16-17,1,6,6.0,0,3-100,TE,3-100,SmitJo01
2193,Jonnu Smith,1,2021-10-10,26-049,NWE,@,HOU,W 25-22,1,5,5.0,0,3-100,TE,3-100,SmitJo01
2194,Jonnu Smith,1,2021-10-24,26-063,NWE,,NYJ,W 54-13,1,5,5.0,0,3-100,TE,3-100,SmitJo01
2195,Jonnu Smith,1,2021-11-07,26-077,NWE,@,CAR,W 24-6,1,4,4.0,0,3-100,TE,3-100,SmitJo01
2196,Jonnu Smith,1,2021-11-28,26-098,NWE,,TEN,W 36-13,1,9,9.0,0,3-100,TE,3-100,SmitJo01
2197,Jonnu Smith,1,2021-12-06,26-106,NWE,@,BUF,W 14-10,1,-1,-1.0,0,3-100,TE,3-100,SmitJo01
2198,Jonnu Smith,1,2021-12-18,26-118,NWE,@,IND,L 17-27,1,2,2.0,0,3-100,TE,3-100,SmitJo01
2199,Jonnu Smith,1,2022-01-02,26-133,NWE,,JAX,W 50-10,1,5,5.0,0,3-100,TE,3-100,SmitJo01
2200,Jonnu Smith,1,2022-01-09,26-140,NWE,@,MIA,L 24-33,1,5,5.0,0,3-100,TE,3-100,SmitJo01
