Rk,Player,Rec,Tgt,Date,Age,Team,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Draft,Pos.,Draft,Player-additional
2401,Ronald Jones II,2,2,2021-12-19,24-138,TAM,,NOR,L 0-9,2,2,8,4.0,0,100.0,4.0,2-38,RB,2-38,JoneRo01
2402,Ronald Jones II,2,3,2021-12-26,24-145,TAM,@,CAR,W 32-6,3,2,16,8.0,0,66.7,5.3,2-38,RB,2-38,JoneRo01
2403,Tony Jones,2,2,2021-09-26,23-306,NOR,@,NWE,W 28-13,2,2,10,5.0,0,100.0,5.0,,RB,,JoneTo04
2404,Zay Jones,2,2,2021-09-13,26-167,LVR,,BAL,W 33-27 (OT),2,2,46,23.0,1,100.0,23.0,2-37,WR,2-37,JoneZa00
2405,Brevin Jordan,2,2,2021-11-07,21-114,HOU,@,MIA,L 9-17,2,2,9,4.5,0,100.0,4.5,5-147,TE,5-147,JordBr00
2406,Brevin Jordan,2,4,2021-12-05,21-142,HOU,,IND,L 0-31,4,2,7,3.5,0,50.0,1.8,5-147,TE,5-147,JordBr00
2407,Kyle Juszczyk,2,3,2021-09-19,30-149,SFO,@,PHI,W 17-11,3,2,15,7.5,0,66.7,5.0,4-130,FB,4-130,JuszKy00
2408,Kyle Juszczyk,2,2,2021-11-07,30-198,SFO,,ARI,L 17-31,2,2,14,7.0,0,100.0,7.0,4-130,FB,4-130,JuszKy00
2409,Kyle Juszczyk,2,2,2021-11-28,30-219,SFO,,MIN,W 34-26,2,2,37,18.5,0,100.0,18.5,4-130,FB,4-130,JuszKy00
2410,Kyle Juszczyk,2,3,2021-12-05,30-226,SFO,@,SEA,L 23-30,3,2,21,10.5,0,66.7,7.0,4-130,FB,4-130,JuszKy00
2411,Kyle Juszczyk,2,2,2022-01-02,30-254,SFO,,HOU,W 23-7,2,2,9,4.5,0,100.0,4.5,4-130,FB,4-130,JuszKy00
2412,Alvin Kamara,2,6,2021-12-19,26-147,NOR,@,TAM,W 9-0,6,2,13,6.5,0,33.3,2.2,3-67,RB,3-67,KamaAl00
2413,Alvin Kamara,2,4,2021-12-27,26-155,NOR,,MIA,L 3-20,4,2,7,3.5,0,50.0,1.8,3-67,RB,3-67,KamaAl00
2414,Alvin Kamara,2,2,2022-01-09,26-168,NOR,@,ATL,W 30-20,2,2,16,8.0,0,100.0,8.0,3-67,RB,3-67,KamaAl00
2415,Joshua Kelley,2,3,2021-11-28,24-008,LAC,@,DEN,L 13-28,3,2,15,7.5,0,66.7,5.0,4-112,RB,4-112,KellJo01
2416,Tom Kennedy,2,2,2021-12-26,25-150,DET,@,ATL,L 16-20,2,2,16,8.0,0,100.0,8.0,,WR,,KennTo01
2417,Tom Kennedy,2,2,2022-01-09,25-164,DET,,GNB,W 37-30,2,2,16,8.0,0,100.0,8.0,,WR,,KennTo01
2418,Christian Kirk,2,5,2021-11-21,25-003,ARI,@,SEA,W 23-13,5,2,25,12.5,0,40.0,5.0,2-47,WR,2-47,KirkCh01
2419,Christian Kirk,2,3,2022-01-09,25-052,ARI,,SEA,L 30-38,3,2,43,21.5,0,66.7,14.3,2-47,WR,2-47,KirkCh01
2420,George Kittle,2,3,2021-12-23,28-075,SFO,@,TEN,L 17-20,3,2,21,10.5,0,66.7,7.0,5-146,TE,5-146,KittGe00
2421,Cole Kmet,2,4,2021-10-10,22-214,CHI,@,LVR,W 20-9,4,2,22,11.0,0,50.0,5.5,2-43,TE,2-43,KmetCo00
2422,Dawson Knox,2,3,2021-09-19,24-309,BUF,@,MIA,W 35-0,3,2,17,8.5,1,66.7,5.7,3-96,TE,3-96,KnoxDa00
2423,Dawson Knox,2,6,2021-12-06,25-022,BUF,,NWE,L 10-14,6,2,14,7.0,0,33.3,2.3,3-96,TE,3-96,KnoxDa00
2424,Dawson Knox,2,3,2021-12-26,25-042,BUF,@,NWE,W 33-21,3,2,11,5.5,1,66.7,3.7,3-96,TE,3-96,KnoxDa00
2425,Tyler Kroft,2,2,2021-09-26,28-346,NYJ,@,DEN,L 0-26,2,2,12,6.0,0,100.0,6.0,3-85,TE,3-85,KrofTy00
2426,Tyler Kroft,2,2,2021-10-31,29-016,NYJ,,CIN,W 34-31,2,2,20,10.0,1,100.0,10.0,3-85,TE,3-85,KrofTy00
2427,Tyler Kroft,2,3,2021-11-04,29-020,NYJ,@,IND,L 30-45,3,2,38,19.0,0,66.7,12.7,3-85,TE,3-85,KrofTy00
2428,Tyler Kroft,2,2,2021-12-19,29-065,NYJ,@,MIA,L 24-31,2,2,35,17.5,0,100.0,17.5,3-85,TE,3-85,KrofTy00
2429,CeeDee Lamb,2,5,2021-10-03,22-178,DAL,,CAR,W 36-28,5,2,13,6.5,0,40.0,2.6,1-17,WR,1-17,LambCe00
