Rk,Player,Rec,Tgt,Date,Age,Team,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Draft,Pos.,Draft,Player-additional
3201,Jalen Guyton,1,2,2021-11-21,24-167,LAC,,PIT,W 41-37,2,1,18,18.0,0,50.0,9.0,,WR,,GuytJa01
3202,Marvin Hall,1,1,2021-12-26,28-260,ATL,,DET,W 20-16,1,1,10,10.0,0,100.0,10.0,,WR,,HallMa02
3203,KJ Hamler,1,3,2021-09-19,22-073,DEN,@,JAX,W 23-13,3,1,5,5.0,0,33.3,1.7,2-46,WR,2-46,HamlKJ00
3204,KJ Hamler,1,3,2021-09-26,22-080,DEN,,NYJ,W 26-0,3,1,28,28.0,0,33.3,9.3,2-46,WR,2-46,HamlKJ00
3205,C.J. Ham,1,1,2021-10-10,28-080,MIN,,DET,W 19-17,1,1,14,14.0,0,100.0,14.0,,FB,,HamxC.00
3206,C.J. Ham,1,1,2021-11-07,28-108,MIN,@,BAL,L 31-34 (OT),1,1,27,27.0,0,100.0,27.0,,FB,,HamxC.00
3207,C.J. Ham,1,1,2021-11-28,28-129,MIN,@,SFO,L 26-34,1,1,16,16.0,0,100.0,16.0,,FB,,HamxC.00
3208,C.J. Ham,1,1,2021-12-05,28-136,MIN,@,DET,L 27-29,1,1,19,19.0,0,100.0,19.0,,FB,,HamxC.00
3209,C.J. Ham,1,1,2021-12-20,28-151,MIN,@,CHI,W 17-9,1,1,3,3.0,0,100.0,3.0,,FB,,HamxC.00
3210,C.J. Ham,1,2,2022-01-02,28-164,MIN,@,GNB,L 10-37,2,1,1,1.0,0,50.0,0.5,,FB,,HamxC.00
3211,C.J. Ham,1,1,2022-01-09,28-171,MIN,,CHI,W 31-17,1,1,7,7.0,0,100.0,7.0,,FB,,HamxC.00
3212,Mecole Hardman,1,1,2021-12-05,23-268,KAN,,DEN,W 22-9,1,1,12,12.0,0,100.0,12.0,2-56,WR,2-56,HardMe00
3213,Mecole Hardman,1,1,2022-01-02,23-296,KAN,@,CIN,L 31-34,1,1,53,53.0,0,100.0,53.0,2-56,WR,2-56,HardMe00
3214,Damien Harris,1,1,2021-09-19,24-220,NWE,@,NYJ,W 25-6,1,1,2,2.0,0,100.0,2.0,3-87,RB,3-87,HarrDa06
3215,Damien Harris,1,1,2021-10-17,24-248,NWE,,DAL,L 29-35 (OT),1,1,7,7.0,0,100.0,7.0,3-87,RB,3-87,HarrDa06
3216,Damien Harris,1,1,2021-11-07,24-269,NWE,@,CAR,W 24-6,1,1,3,3.0,0,100.0,3.0,3-87,RB,3-87,HarrDa06
3217,Damien Harris,1,1,2021-11-18,24-280,NWE,@,ATL,W 25-0,1,1,9,9.0,0,100.0,9.0,3-87,RB,3-87,HarrDa06
3218,Damien Harris,1,1,2021-11-28,24-290,NWE,,TEN,W 36-13,1,1,12,12.0,0,100.0,12.0,3-87,RB,3-87,HarrDa06
3219,Damien Harris,1,1,2022-01-02,24-325,NWE,,JAX,W 50-10,1,1,12,12.0,0,100.0,12.0,3-87,RB,3-87,HarrDa06
3220,Demetrius Harris,1,1,2021-12-25,30-149,ARI,,IND,L 16-22,1,1,3,3.0,0,100.0,3.0,,TE,,HarrDe03
3221,Deonte Harris,1,2,2021-09-19,23-289,NOR,@,CAR,L 7-26,2,1,9,9.0,0,50.0,4.5,,WR,,HarrDe07
3222,Deonte Harris,1,1,2021-10-10,23-310,NOR,@,WAS,W 33-22,1,1,72,72.0,1,100.0,72.0,,WR,,HarrDe07
3223,Deonte Harris,1,5,2021-11-25,23-356,NOR,,BUF,L 6-31,5,1,9,9.0,0,20.0,1.8,,WR,,HarrDe07
3224,Najee Harris,1,3,2021-09-12,23-187,PIT,@,BUF,W 23-16,3,1,4,4.0,0,33.3,1.3,1-24,RB,1-24,HarrNa00
3225,N'Keal Harry,1,1,2021-10-03,23-290,NWE,,TAM,L 17-19,1,1,10,10.0,0,100.0,10.0,1-32,WR,1-32,HarrNK00
3226,N'Keal Harry,1,2,2021-10-10,23-297,NWE,@,HOU,W 25-22,2,1,9,9.0,0,50.0,4.5,1-32,WR,1-32,HarrNK00
3227,N'Keal Harry,1,2,2021-10-24,23-311,NWE,,NYJ,W 54-13,2,1,28,28.0,0,50.0,14.0,1-32,WR,1-32,HarrNK00
3228,N'Keal Harry,1,1,2021-11-14,23-332,NWE,,CLE,W 45-7,1,1,26,26.0,0,100.0,26.0,1-32,WR,1-32,HarrNK00
3229,Penny Hart,1,2,2021-09-26,25-083,SEA,@,MIN,L 17-30,2,1,7,7.0,0,50.0,3.5,,WR,,HartPe01
3230,Penny Hart,1,1,2021-10-17,25-104,SEA,@,PIT,L 20-23 (OT),1,1,12,12.0,0,100.0,12.0,,WR,,HartPe01
3231,Penny Hart,1,1,2021-12-05,25-153,SEA,,SFO,W 30-23,1,1,-1,-1.0,0,100.0,-1.0,,WR,,HartPe01
3232,Penny Hart,1,1,2021-12-12,25-160,SEA,@,HOU,W 33-13,1,1,16,16.0,0,100.0,16.0,,WR,,HartPe01
3233,Penny Hart,1,1,2022-01-02,25-181,SEA,,DET,W 51-29,1,1,6,6.0,0,100.0,6.0,,WR,,HartPe01
