Rk,Player,Att,Date,Age,Team,,Opp,Result,Att,Yds,Y/A,TD,Draft,Pos.,Draft,Player-additional
630,Sony Michel,9,2021-10-17,26-242,LAR,@,NYG,W 38-11,9,42,4.7,0,1-31,RB,1-31,MichSo00
631,Sony Michel,9,2021-10-31,26-256,LAR,@,HOU,W 38-22,9,42,4.7,0,1-31,RB,1-31,MichSo00
632,Elijah Mitchell,9,2021-10-10,23-161,SFO,@,ARI,L 10-17,9,43,4.8,0,6-194,RB,6-194,MitcEl00
633,Kyler Murray,9,2022-01-02,24-148,ARI,@,DAL,W 25-22,9,44,4.9,0,1-1,QB,1-1,MurrKy00
634,Latavius Murray,9,2021-09-19,31-244,BAL,,KAN,W 36-35,9,36,4.0,1,6-181,RB,6-181,MurrLa00
635,Latavius Murray,9,2021-10-17,31-272,BAL,,LAC,W 34-6,9,44,4.9,1,6-181,RB,6-181,MurrLa00
636,Dare Ogunbowale,9,2022-01-02,27-243,JAX,@,NWE,L 10-50,9,36,4.0,0,,RB,,OgunDa00
637,Qadree Ollison,9,2021-11-18,25-071,ATL,,NWE,L 0-25,9,34,3.8,0,5-152,RB,5-152,OlliQa00
638,Cordarrelle Patterson,9,2021-10-31,30-228,ATL,,CAR,L 13-19,9,35,3.9,0,1-29,RB,1-29,PattCo00
639,Cordarrelle Patterson,9,2021-11-07,30-235,ATL,@,NOR,W 27-25,9,10,1.1,0,1-29,RB,1-29,PattCo00
640,Cordarrelle Patterson,9,2022-01-02,30-291,ATL,@,BUF,L 15-29,9,28,3.1,0,1-29,RB,1-29,PattCo00
641,Jaret Patterson,9,2021-12-26,22-003,WAS,@,DAL,L 14-56,9,33,3.7,0,,RB,,PattJa01
642,Elijhaa Penny,9,2021-10-24,28-068,NYG,,CAR,W 25-3,9,24,2.7,0,,RB,,PennEl00
643,Adrian Peterson,9,2021-11-21,36-245,TEN,,HOU,L 13-22,9,40,4.4,0,1-7,RB,1-7,PeteAd01
644,Dak Prescott,9,2021-09-27,28-060,DAL,,PHI,W 41-21,9,6,0.7,0,4-135,QB,4-135,PresDa01
645,Miles Sanders,9,2021-10-14,24-166,PHI,,TAM,L 22-28,9,56,6.2,0,2-53,RB,2-53,SandMi01
646,Miles Sanders,9,2021-11-28,24-211,PHI,@,NYG,L 7-13,9,64,7.1,0,2-53,RB,2-53,SandMi01
647,Rhamondre Stevenson,9,2021-11-28,23-278,NWE,,TEN,W 36-13,9,46,5.1,0,4-120,RB,4-120,StevRh00
648,J.J. Taylor,9,2021-10-24,23-293,NWE,,NYJ,W 54-13,9,21,2.3,2,,RB,,TaylJJ01
649,Austin Walter,9,2021-11-28,25-103,NYJ,@,HOU,W 21-14,9,38,4.2,1,,RB,,WaltAu00
650,Jamaal Williams,9,2021-09-12,26-162,DET,,SFO,L 33-41,9,54,6.0,1,4-134,RB,4-134,WillJa06
651,Javonte Williams,9,2021-10-31,21-189,DEN,,WAS,W 17-10,9,35,3.9,0,2-35,RB,2-35,WillJa10
652,Trayveon Williams,9,2022-01-09,24-083,CIN,@,CLE,L 16-21,9,38,4.2,0,6-182,RB,6-182,WillTr06
653,Ty'Son Williams,9,2021-09-13,25-009,BAL,@,LVR,L 27-33 (OT),9,65,7.2,1,,RB,,WillTy01
654,Ameer Abdullah,8,2021-10-31,28-140,CAR,@,ATL,W 19-13,8,31,3.9,0,2-54,RB,2-54,AbduAm00
655,Salvon Ahmed,8,2021-12-05,22-341,MIA,,NYG,W 20-9,8,23,2.9,0,,RB,,AhmeSa01
656,Josh Allen,8,2021-10-31,25-163,BUF,,MIA,W 26-11,8,55,6.9,1,1-7,QB,1-7,AlleJo02
657,Josh Allen,8,2021-11-25,25-188,BUF,@,NOR,W 31-6,8,43,5.4,0,1-7,QB,1-7,AlleJo02
658,Le'Veon Bell,8,2021-10-17,29-241,BAL,,LAC,W 34-6,8,18,2.3,1,2-48,RB,2-48,BellLe00
659,Brandon Bolden,8,2021-11-07,31-285,NWE,@,CAR,W 24-6,8,54,6.8,0,,RB,,BoldBr00
660,Devontae Booker,8,2021-12-12,29-199,NYG,@,LAC,L 21-37,8,56,7.0,0,4-136,RB,4-136,BookDe00
661,Devontae Booker,8,2021-12-19,29-206,NYG,,DAL,L 6-21,8,74,9.3,0,4-136,RB,4-136,BookDe00
662,Devontae Booker,8,2022-01-09,29-227,NYG,,WAS,L 7-22,8,14,1.8,0,4-136,RB,4-136,BookDe00
663,Malcolm Brown,8,2021-10-03,28-141,MIA,,IND,L 17-27,8,23,2.9,0,,RB,,BrowMa03
664,Rex Burkhead,8,2021-12-05,31-156,HOU,,IND,L 0-31,8,30,3.8,0,6-190,RB,6-190,BurkRe00
665,Michael Carter,8,2021-12-19,22-226,NYJ,@,MIA,L 24-31,8,18,2.3,0,4-107,RB,4-107,CartMi03
666,Nick Chubb,8,2021-11-28,25-336,CLE,@,BAL,L 10-16,8,16,2.0,0,2-35,RB,2-35,ChubNi00
667,Tevin Coleman,8,2021-12-19,28-247,NYJ,@,MIA,L 24-31,8,50,6.3,0,3-73,RB,3-73,ColeTe01
668,James Conner,8,2021-09-19,26-137,ARI,,MIN,W 34-33,8,26,3.3,0,3-105,RB,3-105,ConnJa00
669,James Conner,8,2021-12-19,26-228,ARI,@,DET,L 12-30,8,39,4.9,0,3-105,RB,3-105,ConnJa00
670,DeeJay Dallas,8,2021-12-21,23-096,SEA,@,LAR,L 10-20,8,41,5.1,1,4-144,RB,4-144,DallDe00
671,Sam Darnold,8,2021-09-23,24-110,CAR,@,HOU,W 24-9,8,11,1.4,2,1-3,QB,1-3,DarnSa00
672,Sam Darnold,8,2021-10-31,24-148,CAR,@,ATL,W 19-13,8,66,8.3,0,1-3,QB,1-3,DarnSa00
673,Sam Darnold,8,2022-01-09,24-218,CAR,@,TAM,L 17-41,8,19,2.4,0,1-3,QB,1-3,DarnSa00
674,Mike Davis,8,2022-01-02,28-317,ATL,@,BUF,L 15-29,8,42,5.3,1,4-126,RB,4-126,DaviMi01
675,AJ Dillon,8,2021-10-10,23-161,GNB,@,CIN,W 25-22 (OT),8,30,3.8,0,2-62,RB,2-62,DillAJ00
676,AJ Dillon,8,2021-11-07,23-189,GNB,@,KAN,L 7-13,8,46,5.8,0,2-62,RB,2-62,DillAJ00
677,Kenyan Drake,8,2021-09-26,27-243,LVR,,MIA,W 31-28 (OT),8,24,3.0,0,3-73,RB,3-73,DrakKe00
678,Chase Edmonds,8,2021-09-19,25-159,ARI,,MIN,W 34-33,8,46,5.8,0,4-134,RB,4-134,EdmoCh00
679,Justin Fields,8,2021-10-24,22-233,CHI,@,TAM,L 3-38,8,38,4.8,0,1-11,QB,1-11,FielJu00
680,Justin Fields,8,2021-11-08,22-248,CHI,@,PIT,L 27-29,8,45,5.6,0,1-11,QB,1-11,FielJu00
681,Leonard Fournette,8,2021-10-31,26-286,TAM,@,NOR,L 27-36,8,26,3.3,0,1-4,RB,1-4,FourLe00
682,Antonio Gibson,8,2021-10-31,23-130,WAS,@,DEN,L 10-17,8,34,4.3,0,3-66,RB,3-66,GibsAn00
683,Melvin Gordon,8,2021-10-21,28-191,DEN,@,CLE,L 14-17,8,18,2.3,0,1-15,RB,1-15,GordMe00
684,Najee Harris,8,2021-11-28,23-264,PIT,@,CIN,L 10-41,8,23,2.9,0,1-24,RB,1-24,HarrNa00
685,Taylor Heinicke,8,2021-09-26,28-195,WAS,@,BUF,L 21-43,8,21,2.6,1,,QB,,HeinTa00
686,Dontrell Hilliard,8,2022-01-02,26-310,TEN,,MIA,W 34-3,8,45,5.6,1,,RB,,HillDo00
687,Nyheim Hines,8,2021-10-24,24-346,IND,@,SFO,W 30-18,8,14,1.8,0,4-104,RB,4-104,HineNy00
688,Chuba Hubbard,8,2021-09-19,22-100,CAR,,NOR,W 26-7,8,10,1.3,0,4-126,RB,4-126,HubbCh01
689,Chuba Hubbard,8,2021-12-19,22-191,CAR,@,BUF,L 14-31,8,40,5.0,0,4-126,RB,4-126,HubbCh01
690,Jalen Hurts,8,2021-10-03,23-057,PHI,,KAN,L 30-42,8,47,5.9,0,2-53,QB,2-53,HurtJa00
691,Jalen Hurts,8,2021-11-28,23-113,PHI,@,NYG,L 7-13,8,77,9.6,0,2-53,QB,2-53,HurtJa00
692,Jalen Hurts,8,2021-12-21,23-136,PHI,,WAS,W 27-17,8,38,4.8,2,2-53,QB,2-53,HurtJa00
693,Carlos Hyde,8,2021-09-26,31-006,JAX,,ARI,L 19-31,8,44,5.5,0,2-57,RB,2-57,HydeCa00
694,Godwin Igwebuike,8,2021-12-12,27-093,DET,@,DEN,L 10-38,8,25,3.1,0,,DB,,IgweGo00
695,Lamar Jackson,8,2021-10-17,24-283,BAL,,LAC,W 34-6,8,51,6.4,0,1-32,QB,1-32,JackLa00
696,Lamar Jackson,8,2021-12-05,24-332,BAL,@,PIT,L 19-20,8,55,6.9,0,1-32,QB,1-32,JackLa00
697,D'Ernest Johnson,8,2021-11-07,25-253,CLE,@,CIN,W 41-16,8,16,2.0,0,,RB,,JohnDE04
698,Aaron Jones,8,2022-01-02,27-031,GNB,,MIN,W 37-10,8,76,9.5,0,5-182,RB,5-182,JoneAa00
699,Daniel Jones,8,2021-09-26,24-122,NYG,,ATL,L 14-17,8,39,4.9,0,1-6,QB,1-6,JoneDa05
700,Daniel Jones,8,2021-10-24,24-150,NYG,,CAR,W 25-3,8,28,3.5,0,1-6,QB,1-6,JoneDa05
701,Ronald Jones II,8,2021-11-22,24-111,TAM,,NYG,W 30-10,8,33,4.1,1,2-38,RB,2-38,JoneRo01
702,Ronald Jones II,8,2021-12-19,24-138,TAM,,NOR,L 0-9,8,63,7.9,0,2-38,RB,2-38,JoneRo01
703,Alvin Kamara,8,2021-09-19,26-056,NOR,@,CAR,L 7-26,8,5,0.6,0,3-67,RB,3-67,KamaAl00
704,Trey Lance,8,2022-01-02,21-238,SFO,,HOU,W 23-7,8,31,3.9,0,1-3,QB,1-3,LancTr00
705,Trevor Lawrence,8,2021-09-30,21-359,JAX,@,CIN,L 21-24,8,36,4.5,1,1-1,QB,1-1,LawrTr00
706,Phillip Lindsay,8,2021-09-12,27-050,HOU,,JAX,W 37-21,8,25,3.1,1,,RB,,LindPh00
707,Phillip Lindsay,8,2021-11-07,27-106,HOU,@,MIA,L 9-17,8,28,3.5,0,,RB,,LindPh00
708,Patrick Mahomes,8,2021-10-10,26-023,KAN,,BUF,L 20-38,8,61,7.6,0,1-10,QB,1-10,MahoPa00
709,Baker Mayfield,8,2021-09-19,26-158,CLE,,HOU,W 31-21,8,10,1.3,1,1-1,QB,1-1,MayfBa00
710,J.D. McKissic,8,2021-10-17,28-063,WAS,,KAN,L 13-31,8,45,5.6,0,,RB,,McKiJ.00
711,Jeremy McNichols,8,2021-12-12,25-351,TEN,,JAX,W 20-0,8,16,2.0,0,5-162,RB,5-162,McNiJe00
712,Elijah Mitchell,8,2021-11-07,23-189,SFO,,ARI,L 17-31,8,36,4.5,0,6-194,RB,6-194,MitcEl00
713,Zack Moss,8,2021-09-19,23-278,BUF,@,MIA,W 35-0,8,26,3.3,2,3-86,RB,3-86,MossZa00
714,Zack Moss,8,2021-10-18,23-307,BUF,@,TEN,L 31-34,8,24,3.0,0,3-86,RB,3-86,MossZa00
715,Zack Moss,8,2021-10-31,23-320,BUF,,MIA,W 26-11,8,19,2.4,0,3-86,RB,3-86,MossZa00
716,Zack Moss,8,2021-12-06,23-356,BUF,,NWE,L 10-14,8,21,2.6,0,3-86,RB,3-86,MossZa00
717,Latavius Murray,8,2021-11-28,31-314,BAL,,CLE,W 16-10,8,14,1.8,0,6-181,RB,6-181,MurrLa00
718,Adrian Peterson,8,2021-11-14,36-238,TEN,,NOR,W 23-21,8,21,2.6,0,1-7,RB,1-7,PeteAd01
719,Tony Pollard,8,2021-12-26,24-240,DAL,,WAS,W 56-14,8,34,4.3,0,4-128,RB,4-128,PollTo00
720,James Robinson,8,2021-12-05,23-118,JAX,@,LAR,L 7-37,8,24,3.0,0,,RB,,RobiJa00
721,Larry Rountree,8,2021-09-12,22-211,LAC,@,WAS,W 20-16,8,27,3.4,0,6-198,RB,6-198,RounLa00
722,Deebo Samuel,8,2021-11-21,25-310,SFO,@,JAX,W 30-10,8,79,9.9,1,2-36,WR,2-36,SamuDe00
723,Deebo Samuel,8,2021-12-12,25-331,SFO,@,CIN,W 26-23 (OT),8,37,4.6,1,2-36,WR,2-36,SamuDe00
724,Deebo Samuel,8,2022-01-09,25-359,SFO,@,LAR,W 27-24 (OT),8,45,5.6,1,2-36,WR,2-36,SamuDe00
725,Rhamondre Stevenson,8,2021-10-31,23-250,NWE,@,LAC,W 27-24,8,26,3.3,0,4-120,RB,4-120,StevRh00
726,D'Andre Swift,8,2021-09-20,22-249,DET,@,GNB,L 17-35,8,37,4.6,0,2-35,RB,2-35,SwifDA00
727,D'Andre Swift,8,2021-10-03,22-262,DET,@,CHI,L 14-24,8,16,2.0,0,2-35,RB,2-35,SwifDA00
728,Ke'Shawn Vaughn,8,2022-01-02,24-243,TAM,@,NYJ,W 28-24,8,31,3.9,0,3-76,RB,3-76,VaugKe00
729,Carson Wentz,8,2021-12-18,28-353,IND,,NWE,W 27-17,8,17,2.1,0,1-2,QB,1-2,WentCa00
730,Damien Williams,8,2021-10-03,29-183,CHI,,DET,W 24-14,8,55,6.9,1,,RB,,WillDa05
731,Javonte Williams,8,2021-10-10,21-168,DEN,@,PIT,L 19-27,8,61,7.6,0,2-35,RB,2-35,WillJa10
732,Javonte Williams,8,2021-11-14,21-203,DEN,,PHI,L 13-30,8,48,6.0,0,2-35,RB,2-35,WillJa10
733,Jameis Winston,8,2021-10-25,27-292,NOR,@,SEA,W 13-10,8,40,5.0,0,1-1,QB,1-1,WinsJa00
734,Ameer Abdullah,7,2022-01-09,28-210,CAR,@,TAM,L 17-41,7,26,3.7,0,2-54,RB,2-54,AbduAm00
735,Salvon Ahmed,7,2021-10-17,22-292,MIA,@,JAX,L 20-23,7,22,3.1,0,,RB,,AhmeSa01
736,Salvon Ahmed,7,2021-10-24,22-299,MIA,,ATL,L 28-30,7,26,3.7,0,,RB,,AhmeSa01
737,Salvon Ahmed,7,2021-10-31,22-306,MIA,@,BUF,L 11-26,7,22,3.1,0,,RB,,AhmeSa01
738,Eno Benjamin,7,2022-01-09,22-271,ARI,,SEA,L 30-38,7,31,4.4,0,7-222,RB,7-222,BenjEn00
739,Brandon Bolden,7,2022-01-09,31-348,NWE,@,MIA,L 24-33,7,46,6.6,1,,RB,,BoldBr00
740,Tom Brady,7,2021-12-12,44-131,TAM,,BUF,W 33-27 (OT),7,16,2.3,1,6-199,QB,6-199,BradTo00
741,Jacoby Brissett,7,2021-09-26,28-289,MIA,@,LVR,L 28-31 (OT),7,37,5.3,1,3-91,QB,3-91,BrisJa00
742,Malcolm Brown,7,2021-09-26,28-134,MIA,@,LVR,L 28-31 (OT),7,31,4.4,1,,RB,,BrowMa03
743,Derek Carr,7,2021-12-26,30-273,LVR,,DEN,W 17-13,7,5,0.7,0,2-36,QB,2-36,CarrDe02
744,Corey Clement,7,2022-01-08,27-067,DAL,@,PHI,W 51-26,7,58,8.3,0,,RB,,ClemCo00
745,Alex Collins,7,2021-11-29,27-095,SEA,@,WAS,L 15-17,7,14,2.0,0,5-171,RB,5-171,CollAl00
746,Alex Collins,7,2021-12-12,27-108,SEA,@,HOU,W 33-13,7,16,2.3,0,5-171,RB,5-171,CollAl00
747,Mike Davis,7,2021-12-26,28-310,ATL,,DET,W 20-16,7,28,4.0,0,4-126,RB,4-126,DaviMi01
748,AJ Dillon,7,2021-12-19,23-231,GNB,@,BAL,W 31-30,7,22,3.1,1,2-62,RB,2-62,DillAJ00
749,Kenyan Drake,7,2021-09-19,27-236,LVR,@,PIT,W 26-17,7,9,1.3,0,3-73,RB,3-73,DrakKe00
750,Kenyan Drake,7,2021-11-25,27-303,LVR,@,DAL,W 36-33 (OT),7,25,3.6,0,3-73,RB,3-73,DrakKe00
751,Chase Edmonds,7,2021-10-28,25-198,ARI,,GNB,L 21-24,7,30,4.3,1,4-134,RB,4-134,EdmoCh00
752,Clyde Edwards-Helaire,7,2021-10-10,22-182,KAN,,BUF,L 20-38,7,13,1.9,0,1-32,RB,1-32,EdwaCl00
753,Chris Evans,7,2022-01-09,24-096,CIN,@,CLE,L 16-21,7,35,5.0,0,6-202,RB,6-202,EvanCh02
754,Justin Fields,7,2021-12-20,22-290,CHI,,MIN,L 9-17,7,35,5.0,0,1-11,QB,1-11,FielJu00
755,D'Onta Foreman,7,2021-11-21,25-211,TEN,,HOU,L 13-22,7,25,3.6,0,3-89,RB,3-89,ForeDO00
756,Melvin Gordon,7,2021-12-26,28-257,DEN,@,LVR,L 13-17,7,-4,-0.6,0,1-15,RB,1-15,GordMe00
757,Derrick Gore,7,2022-01-08,27-026,KAN,@,DEN,W 28-24,7,30,4.3,0,,RB,,GoreDe00
758,Dontrell Hilliard,7,2021-11-21,26-268,TEN,,HOU,L 13-22,7,35,5.0,0,,RB,,HillDo00
759,Kareem Hunt,7,2021-11-28,26-114,CLE,@,BAL,L 10-16,7,20,2.9,0,3-86,RB,3-86,HuntKa00
760,Tyler Huntley,7,2021-11-21,23-291,BAL,@,CHI,W 16-13,7,40,5.7,0,,QB,,HuntTy01
761,Jalen Hurts,7,2021-09-12,23-036,PHI,@,ATL,W 32-6,7,62,8.9,0,2-53,QB,2-53,HurtJa00
762,Jalen Hurts,7,2021-10-31,23-085,PHI,@,DET,W 44-6,7,71,10.1,0,2-53,QB,2-53,HurtJa00
763,Jalen Hurts,7,2022-01-02,23-148,PHI,@,WAS,W 20-16,7,44,6.3,0,2-53,QB,2-53,HurtJa00
764,Lamar Jackson,7,2021-09-26,24-262,BAL,@,DET,W 19-17,7,58,8.3,0,1-32,QB,1-32,JackLa00
765,Lamar Jackson,7,2021-10-03,24-269,BAL,@,DEN,W 23-7,7,28,4.0,0,1-32,QB,1-32,JackLa00
766,Josh Jacobs,7,2021-11-14,23-276,LVR,,KAN,L 14-41,7,16,2.3,0,1-24,RB,1-24,JacoJo01
767,David Johnson,7,2021-10-24,29-312,HOU,@,ARI,L 5-31,7,25,3.6,0,3-86,RB,3-86,JohnDa08
768,Duke Johnson,7,2022-01-02,28-101,MIA,@,TEN,L 3-34,7,49,7.0,0,3-77,RB,3-77,JohnDu00
769,Aaron Jones,7,2021-11-14,26-347,GNB,,SEA,W 17-0,7,25,3.6,0,5-182,RB,5-182,JoneAa00
770,Ronald Jones II,7,2021-11-28,24-117,TAM,@,IND,W 38-31,7,37,5.3,1,2-38,RB,2-38,JoneRo01
771,Tony Jones,7,2022-01-09,24-046,NOR,@,ATL,W 30-20,7,22,3.1,0,,RB,,JoneTo04
772,Joshua Kelley,7,2021-12-16,24-026,LAC,,KAN,L 28-34 (OT),7,21,3.0,0,4-112,RB,4-112,KellJo01
773,Trey Lance,7,2021-10-03,21-147,SFO,,SEA,L 21-28,7,41,5.9,0,1-3,QB,1-3,LancTr00
774,Trevor Lawrence,7,2021-10-10,22-004,JAX,,TEN,L 19-37,7,28,4.0,1,1-1,QB,1-1,LawrTr00
775,Phillip Lindsay,7,2021-09-23,27-061,HOU,,CAR,L 9-24,7,5,0.7,0,,RB,,LindPh00
776,Phillip Lindsay,7,2021-10-17,27-085,HOU,@,IND,L 3-31,7,39,5.6,0,,RB,,LindPh00
777,Patrick Mahomes,7,2021-11-21,26-065,KAN,,DAL,W 19-9,7,11,1.6,0,1-10,QB,1-10,MahoPa00
778,Alexander Mattison,7,2021-11-28,23-162,MIN,@,SFO,L 26-34,7,21,3.0,1,3-102,RB,3-102,MattAl01
779,Christian McCaffrey,7,2021-09-23,25-108,CAR,@,HOU,W 24-9,7,31,4.4,0,1-8,RB,1-8,McCaCh01
780,Colt McCoy,7,2021-11-07,35-063,ARI,@,SFO,W 31-17,7,23,3.3,0,3-85,QB,3-85,McCoCo00
781,J.D. McKissic,7,2021-10-03,28-049,WAS,@,ATL,W 34-30,7,15,2.1,0,,RB,,McKiJ.00
782,J.D. McKissic,7,2021-11-21,28-098,WAS,@,CAR,W 27-21,7,46,6.6,0,,RB,,McKiJ.00
783,J.D. McKissic,7,2021-11-29,28-106,WAS,,SEA,W 17-15,7,30,4.3,1,,RB,,McKiJ.00
784,Jeremy McNichols,7,2021-11-07,25-316,TEN,@,LAR,W 28-16,7,24,3.4,0,5-162,RB,5-162,McNiJe00
785,Jeremy McNichols,7,2021-12-23,25-362,TEN,,SFO,W 20-17,7,31,4.4,0,5-162,RB,5-162,McNiJe00
786,Sony Michel,7,2021-11-07,26-263,LAR,,TEN,L 16-28,7,20,2.9,0,1-31,RB,1-31,MichSo00
787,Zack Moss,7,2021-11-14,23-334,BUF,@,NYJ,W 45-17,7,27,3.9,1,3-86,RB,3-86,MossZa00
788,Kyler Murray,7,2021-09-26,24-050,ARI,@,JAX,W 31-19,7,19,2.7,1,1-1,QB,1-1,MurrKy00
789,Kyler Murray,7,2021-10-10,24-064,ARI,,SFO,W 17-10,7,1,0.1,0,1-1,QB,1-1,MurrKy00
790,Kyler Murray,7,2021-10-17,24-071,ARI,@,CLE,W 37-14,7,6,0.9,0,1-1,QB,1-1,MurrKy00
791,Kyler Murray,7,2021-12-13,24-128,ARI,,LAR,L 23-30,7,61,8.7,0,1-1,QB,1-1,MurrKy00
792,Latavius Murray,7,2021-09-26,31-251,BAL,@,DET,W 19-17,7,28,4.0,0,6-181,RB,6-181,MurrLa00
793,Latavius Murray,7,2021-12-19,31-335,BAL,,GNB,L 30-31,7,48,6.9,0,6-181,RB,6-181,MurrLa00
794,Cordarrelle Patterson,7,2021-09-12,30-179,ATL,,PHI,L 6-32,7,54,7.7,0,1-29,RB,1-29,PattCo00
795,Cordarrelle Patterson,7,2021-09-19,30-186,ATL,@,TAM,L 25-48,7,11,1.6,1,1-29,RB,1-29,PattCo00
796,Cordarrelle Patterson,7,2021-09-26,30-193,ATL,@,NYG,W 17-14,7,20,2.9,0,1-29,RB,1-29,PattCo00
797,Cordarrelle Patterson,7,2021-12-26,30-284,ATL,,DET,W 20-16,7,14,2.0,1,1-29,RB,1-29,PattCo00
798,Jaret Patterson,7,2021-11-21,21-333,WAS,@,CAR,W 27-21,7,23,3.3,0,,RB,,PattJa01
799,Rashaad Penny,7,2021-10-31,25-271,SEA,,JAX,W 31-7,7,7,1.0,0,1-27,RB,1-27,PennRa00
800,La'Mical Perine,7,2021-12-12,23-316,NYJ,,NOR,L 9-30,7,28,4.0,0,4-120,RB,4-120,PeriLa00
