Rk,Player,Rec,Tgt,Date,Age,Team,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Draft,Pos.,Draft,Player-additional
2801,Brandon Aiyuk,1,2,2021-12-19,23-277,SFO,,ATL,W 31-13,2,1,36,36.0,0,50.0,18.0,1-25,WR,1-25,AiyuBr00
2802,Jordan Akins,1,2,2021-09-19,29-153,HOU,@,CLE,L 21-31,2,1,17,17.0,0,50.0,8.5,3-98,TE,3-98,AkinJo00
2803,Jordan Akins,1,1,2021-10-03,29-167,HOU,@,BUF,L 0-40,1,1,4,4.0,0,100.0,4.0,3-98,TE,3-98,AkinJo00
2804,Jordan Akins,1,1,2021-12-12,29-237,HOU,,SEA,L 13-33,1,1,6,6.0,0,100.0,6.0,3-98,TE,3-98,AkinJo00
2805,Mo Alie-Cox,1,2,2021-09-19,28-000,IND,,LAR,L 24-27,2,1,18,18.0,0,50.0,9.0,,TE,,AlieMo00
2806,Mo Alie-Cox,1,3,2021-10-17,28-028,IND,,HOU,W 31-3,3,1,28,28.0,1,33.3,9.3,,TE,,AlieMo00
2807,Mo Alie-Cox,1,1,2021-11-04,28-046,IND,,NYJ,W 45-30,1,1,28,28.0,0,100.0,28.0,,TE,,AlieMo00
2808,Mo Alie-Cox,1,2,2021-11-14,28-056,IND,,JAX,W 23-17,2,1,6,6.0,0,50.0,3.0,,TE,,AlieMo00
2809,Mo Alie-Cox,1,2,2021-11-28,28-070,IND,,TAM,L 31-38,2,1,8,8.0,0,50.0,4.0,,TE,,AlieMo00
2810,Mo Alie-Cox,1,1,2021-12-05,28-077,IND,@,HOU,W 31-0,1,1,0,0.0,0,100.0,0.0,,TE,,AlieMo00
2811,Danny Amendola,1,1,2021-09-19,35-321,HOU,@,CLE,L 21-31,1,1,9,9.0,0,100.0,9.0,,WR,,AmenDa00
2812,Robby Anderson,1,3,2021-09-12,28-126,CAR,,NYJ,W 19-14,3,1,57,57.0,1,33.3,19.0,,WR,,AndeRo04
2813,Robby Anderson,1,2,2021-09-23,28-137,CAR,@,HOU,W 24-9,2,1,8,8.0,0,50.0,4.0,,WR,,AndeRo04
2814,Robby Anderson,1,3,2021-11-07,28-182,CAR,,NWE,L 6-24,3,1,2,2.0,0,33.3,0.7,,WR,,AndeRo04
2815,Robby Anderson,1,4,2021-11-28,28-203,CAR,@,MIA,L 10-33,4,1,15,15.0,0,25.0,3.8,,WR,,AndeRo04
2816,Stephen Anderson,1,2,2021-09-12,28-225,LAC,@,WAS,W 20-16,2,1,1,1.0,0,50.0,0.5,,TE,,AndeSt01
2817,Stephen Anderson,1,1,2021-10-04,28-247,LAC,,LVR,W 28-14,1,1,34,34.0,0,100.0,34.0,,TE,,AndeSt01
2818,Stephen Anderson,1,2,2021-10-17,28-260,LAC,@,BAL,L 6-34,2,1,-1,-1.0,0,50.0,-0.5,,TE,,AndeSt01
2819,Stephen Anderson,1,1,2021-12-12,28-316,LAC,,NYG,W 37-21,1,1,11,11.0,0,100.0,11.0,,TE,,AndeSt01
2820,Stephen Anderson,1,1,2021-12-16,28-320,LAC,,KAN,L 28-34 (OT),1,1,12,12.0,0,100.0,12.0,,TE,,AndeSt01
2821,Stephen Anderson,1,1,2022-01-02,28-337,LAC,,DEN,W 34-13,1,1,8,8.0,0,100.0,8.0,,TE,,AndeSt01
2822,JJ Arcega-Whiteside,1,1,2021-11-21,24-325,PHI,,NOR,W 40-29,1,1,23,23.0,0,100.0,23.0,2-57,WR,2-57,ArceJJ00
2823,JJ Arcega-Whiteside,1,1,2021-11-28,24-332,PHI,@,NYG,L 7-13,1,1,13,13.0,0,100.0,13.0,2-57,WR,2-57,ArceJJ00
2824,Alex Armah,1,1,2021-10-31,27-167,NOR,,TAM,W 36-27,1,1,1,1.0,1,100.0,1.0,6-192,FB,6-192,ArmaAl00
2825,Ryquell Armstead,1,2,2022-01-02,25-064,JAX,@,NWE,L 10-50,2,1,6,6.0,0,50.0,3.0,5-140,RB,5-140,ArmsRy00
2826,Dan Arnold,1,1,2021-11-28,26-258,JAX,,ATL,L 14-21,1,1,9,9.0,0,100.0,9.0,,WR,,ArnoDa00
2827,Antony Auclair,1,1,2021-10-10,28-135,HOU,,NWE,L 22-25,1,1,11,11.0,1,100.0,11.0,,TE,,AuclAn00
2828,Antony Auclair,1,1,2021-12-12,28-198,HOU,,SEA,L 13-33,1,1,6,6.0,0,100.0,6.0,,TE,,AuclAn00
2829,Antony Auclair,1,1,2022-01-09,28-226,HOU,,TEN,L 25-28,1,1,7,7.0,0,100.0,7.0,,TE,,AuclAn00
2830,Tavon Austin,1,3,2021-09-30,31-199,JAX,@,CIN,L 21-24,3,1,8,8.0,0,33.3,2.7,1-8,WR,1-8,AustTa00
2831,Tavon Austin,1,3,2021-10-31,31-230,JAX,@,SEA,L 7-31,3,1,5,5.0,0,33.3,1.7,1-8,WR,1-8,AustTa00
2832,Tavon Austin,1,2,2021-11-21,31-251,JAX,,SFO,L 10-30,2,1,18,18.0,0,50.0,9.0,1-8,WR,1-8,AustTa00
2833,Tavon Austin,1,2,2021-12-05,31-265,JAX,@,LAR,L 7-37,2,1,9,9.0,0,50.0,4.5,1-8,WR,1-8,AustTa00
2834,Tavon Austin,1,3,2021-12-19,31-279,JAX,,HOU,L 16-30,3,1,11,11.0,0,33.3,3.7,1-8,WR,1-8,AustTa00
2835,Kalen Ballage,1,1,2021-11-08,25-321,PIT,,CHI,W 29-27,1,1,2,2.0,0,100.0,2.0,4-131,RB,4-131,BallKa00
2836,Kalen Ballage,1,2,2021-11-28,25-341,PIT,@,CIN,L 10-41,2,1,6,6.0,0,50.0,3.0,4-131,RB,4-131,BallKa00
2837,Peyton Barber,1,1,2021-12-05,27-161,LVR,,WAS,L 15-17,1,1,2,2.0,0,100.0,2.0,,RB,,BarbPe01
2838,Peyton Barber,1,1,2021-12-20,27-176,LVR,@,CLE,W 16-14,1,1,12,12.0,0,100.0,12.0,,RB,,BarbPe01
2839,Peyton Barber,1,1,2021-12-26,27-182,LVR,,DEN,W 17-13,1,1,0,0.0,0,100.0,0.0,,RB,,BarbPe01
2840,Saquon Barkley,1,3,2021-09-12,24-215,NYG,,DEN,L 13-27,3,1,1,1.0,0,33.3,0.3,1-2,RB,1-2,BarkSa00
2841,Saquon Barkley,1,1,2021-12-26,24-320,NYG,@,PHI,L 10-34,1,1,-4,-4.0,0,100.0,-4.0,1-2,RB,1-2,BarkSa00
2842,John Bates,1,1,2021-10-17,23-345,WAS,,KAN,L 13-31,1,1,7,7.0,0,100.0,7.0,4-124,TE,4-124,BateJo00
2843,John Bates,1,1,2021-10-31,23-359,WAS,@,DEN,L 10-17,1,1,4,4.0,0,100.0,4.0,4-124,TE,4-124,BateJo00
2844,John Bates,1,1,2021-11-29,24-023,WAS,,SEA,W 17-15,1,1,15,15.0,0,100.0,15.0,4-124,TE,4-124,BateJo00
2845,John Bates,1,2,2021-12-12,24-036,WAS,,DAL,L 20-27,2,1,19,19.0,0,50.0,9.5,4-124,TE,4-124,BateJo00
2846,John Bates,1,1,2021-12-21,24-045,WAS,@,PHI,L 17-27,1,1,29,29.0,0,100.0,29.0,4-124,TE,4-124,BateJo00
2847,John Bates,1,2,2022-01-09,24-064,WAS,@,NYG,W 22-7,2,1,5,5.0,0,50.0,2.5,4-124,TE,4-124,BateJo00
2848,Rashod Bateman,1,2,2021-12-19,22-020,BAL,,GNB,L 30-31,2,1,5,5.0,0,50.0,2.5,1-27,WR,1-27,BateRa00
2849,Cameron Batson,1,1,2021-09-26,25-280,TEN,,IND,W 25-16,1,1,13,13.0,0,100.0,13.0,,WR,,BatsCa00
2850,Cameron Batson,1,4,2021-10-03,25-287,TEN,@,NYJ,L 24-27 (OT),4,1,2,2.0,1,25.0,0.5,,WR,,BatsCa00
2851,Nick Bawden,1,1,2021-11-21,25-152,NYJ,,MIA,L 17-24,1,1,20,20.0,0,100.0,20.0,7-237,RB,7-237,BawdNi00
2852,Cole Beasley,1,2,2021-10-10,32-167,BUF,@,KAN,W 38-20,2,1,5,5.0,0,50.0,2.5,,WR,,BeasCo00
2853,Cole Beasley,1,3,2021-12-06,32-224,BUF,,NWE,L 10-14,3,1,11,11.0,0,33.3,3.7,,WR,,BeasCo00
2854,Odell Beckham Jr.,1,1,2021-10-31,28-360,CLE,,PIT,L 10-15,1,1,6,6.0,0,100.0,6.0,1-12,WR,1-12,BeckOd00
2855,Odell Beckham Jr.,1,3,2021-12-21,29-046,LAR,,SEA,W 20-10,3,1,7,7.0,0,33.3,2.3,1-12,WR,1-12,BeckOd00
2856,Blake Bell,1,1,2021-09-12,30-036,KAN,,CLE,W 33-29,1,1,3,3.0,0,100.0,3.0,4-117,TE,4-117,BellBl00
2857,Blake Bell,1,1,2021-09-19,30-043,KAN,@,BAL,L 35-36,1,1,20,20.0,0,100.0,20.0,4-117,TE,4-117,BellBl00
2858,Blake Bell,1,1,2021-09-26,30-050,KAN,,LAC,L 24-30,1,1,6,6.0,0,100.0,6.0,4-117,TE,4-117,BellBl00
2859,Blake Bell,1,1,2021-10-10,30-064,KAN,,BUF,L 20-38,1,1,4,4.0,0,100.0,4.0,4-117,TE,4-117,BellBl00
2860,Blake Bell,1,1,2021-11-21,30-106,KAN,,DAL,W 19-9,1,1,8,8.0,0,100.0,8.0,4-117,TE,4-117,BellBl00
2861,Blake Bell,1,1,2021-12-26,30-141,KAN,,PIT,W 36-10,1,1,11,11.0,0,100.0,11.0,4-117,TE,4-117,BellBl00
2862,Le'Veon Bell,1,2,2021-10-24,29-248,BAL,,CIN,L 17-41,2,1,-1,-1.0,0,50.0,-0.5,2-48,RB,2-48,BellLe00
2863,Le'Veon Bell,1,1,2022-01-09,29-325,TAM,,CAR,W 41-17,1,1,1,1.0,1,100.0,1.0,2-48,RB,2-48,BellLe00
2864,Nick Bellore,1,1,2021-12-12,32-214,SEA,@,HOU,W 33-13,1,1,4,4.0,0,100.0,4.0,,LB,,BellNi01
2865,Eno Benjamin,1,1,2021-11-21,22-222,ARI,@,SEA,W 23-13,1,1,5,5.0,0,100.0,5.0,7-222,RB,7-222,BenjEn00
2866,Eno Benjamin,1,1,2021-12-05,22-236,ARI,@,CHI,W 33-22,1,1,12,12.0,0,100.0,12.0,7-222,RB,7-222,BenjEn00
2867,Trinity Benson,1,3,2021-09-20,24-247,DET,@,GNB,L 17-35,3,1,24,24.0,0,33.3,8.0,,WR,,BensTr00
2868,Giovani Bernard,1,1,2021-10-31,29-343,TAM,@,NOR,L 27-36,1,1,7,7.0,1,100.0,7.0,2-37,RB,2-37,BernGi00
2869,Giovani Bernard,1,3,2021-11-14,29-357,TAM,@,WAS,L 19-29,3,1,4,4.0,0,33.3,1.3,2-37,RB,2-37,BernGi00
2870,Giovani Bernard,1,1,2021-11-22,30-000,TAM,,NYG,W 30-10,1,1,3,3.0,0,100.0,3.0,2-37,RB,2-37,BernGi00
2871,Giovani Bernard,1,2,2021-12-05,30-013,TAM,@,ATL,W 30-17,2,1,7,7.0,0,50.0,3.5,2-37,RB,2-37,BernGi00
2872,Braxton Berrios,1,1,2021-10-03,25-362,NYJ,,TEN,W 27-24 (OT),1,1,0,0.0,0,100.0,0.0,6-210,WR,6-210,BerrBr00
2873,Braxton Berrios,1,1,2021-10-10,26-004,NYJ,@,ATL,L 20-27,1,1,6,6.0,0,100.0,6.0,6-210,WR,6-210,BerrBr00
2874,Braxton Berrios,1,1,2021-12-05,26-060,NYJ,,PHI,L 18-33,1,1,11,11.0,0,100.0,11.0,6-210,WR,6-210,BerrBr00
2875,Braxton Berrios,1,1,2021-12-19,26-074,NYJ,@,MIA,L 24-31,1,1,26,26.0,0,100.0,26.0,6-210,WR,6-210,BerrBr00
