Rk,Player,Rec,Tgt,Date,Age,Team,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Draft,Pos.,Draft,Player-additional
485,Tim Patrick,6,10,2022-01-08,28-046,DEN,,KAN,L 24-28,10,6,95,15.8,0,60.0,9.5,,WR,,PatrTi00
486,Cordarrelle Patterson,6,7,2021-09-26,30-193,ATL,@,NYG,W 17-14,7,6,82,13.7,0,85.7,11.7,1-29,RB,1-29,PattCo00
487,Cordarrelle Patterson,6,6,2021-11-07,30-235,ATL,@,NOR,W 27-25,6,6,126,21.0,0,100.0,21.0,1-29,RB,1-29,PattCo00
488,Kyle Pitts,6,6,2021-12-26,21-081,ATL,,DET,W 20-16,6,6,102,17.0,0,100.0,17.0,1-4,TE,1-4,PittKy00
489,Michael Pittman Jr.,6,12,2021-09-26,23-356,IND,@,TEN,L 16-25,12,6,68,11.3,0,50.0,5.7,2-34,WR,2-34,PittMi01
490,Michael Pittman Jr.,6,8,2021-10-03,23-363,IND,@,MIA,W 27-17,8,6,59,9.8,0,75.0,7.4,2-34,WR,2-34,PittMi01
491,Michael Pittman Jr.,6,7,2021-10-11,24-006,IND,@,BAL,L 25-31 (OT),7,6,89,14.8,1,85.7,12.7,2-34,WR,2-34,PittMi01
492,Michael Pittman Jr.,6,8,2021-12-05,24-061,IND,@,HOU,W 31-0,8,6,77,12.8,0,75.0,9.6,2-34,WR,2-34,PittMi01
493,Michael Pittman Jr.,6,6,2022-01-02,24-089,IND,,LVR,L 20-23,6,6,47,7.8,0,100.0,7.8,2-34,WR,2-34,PittMi01
494,Michael Pittman Jr.,6,7,2022-01-09,24-096,IND,@,JAX,L 11-26,7,6,64,10.7,1,85.7,9.1,2-34,WR,2-34,PittMi01
495,Tony Pollard,6,7,2021-11-14,24-198,DAL,,ATL,W 43-3,7,6,56,9.3,0,85.7,8.0,4-128,RB,4-128,PollTo00
496,Byron Pringle,6,7,2021-12-26,28-039,KAN,,PIT,W 36-10,7,6,75,12.5,2,85.7,10.7,,WR,,PrinBy00
497,Kalif Raymond,6,10,2021-09-26,27-049,DET,,BAL,L 17-19,10,6,68,11.3,0,60.0,6.8,,WR,,RaymKa00
498,Kalif Raymond,6,7,2021-10-17,27-070,DET,,CIN,L 11-34,7,6,37,6.2,0,85.7,5.3,,WR,,RaymKa00
499,Kalif Raymond,6,8,2021-10-24,27-077,DET,@,LAR,L 19-28,8,6,115,19.2,0,75.0,14.4,,WR,,RaymKa00
500,Jalen Reagor,6,6,2021-09-12,22-253,PHI,@,ATL,W 32-6,6,6,49,8.2,1,100.0,8.2,1-21,WR,1-21,ReagJa00
501,Hunter Renfrow,6,9,2021-09-13,25-266,LVR,,BAL,W 33-27 (OT),9,6,70,11.7,0,66.7,7.8,5-149,WR,5-149,RenfHu00
502,Hunter Renfrow,6,8,2021-10-04,25-287,LVR,@,LAC,L 14-28,8,6,45,7.5,1,75.0,5.6,5-149,WR,5-149,RenfHu00
503,Hunter Renfrow,6,8,2021-10-10,25-293,LVR,,CHI,L 9-20,8,6,56,9.3,0,75.0,7.0,5-149,WR,5-149,RenfHu00
504,Josh Reynolds,6,9,2021-10-03,26-229,TEN,@,NYJ,L 24-27 (OT),9,6,59,9.8,0,66.7,6.6,4-117,WR,4-117,ReynJo00
505,Josh Reynolds,6,6,2021-12-19,26-306,DET,,ARI,W 30-12,6,6,68,11.3,1,100.0,11.3,4-117,WR,4-117,ReynJo00
506,Allen Robinson,6,11,2021-09-12,28-019,CHI,@,LAR,L 14-34,11,6,35,5.8,0,54.5,3.2,2-61,WR,2-61,RobiAl02
507,James Robinson,6,6,2021-09-26,23-048,JAX,,ARI,L 19-31,6,6,46,7.7,0,100.0,7.7,,RB,,RobiJa00
508,Deebo Samuel,6,8,2021-09-19,25-247,SFO,@,PHI,W 17-11,8,6,93,15.5,0,75.0,11.6,2-36,WR,2-36,SamuDe00
509,Deebo Samuel,6,9,2021-10-31,25-289,SFO,@,CHI,W 33-22,9,6,171,28.5,0,66.7,19.0,2-36,WR,2-36,SamuDe00
510,Dalton Schultz,6,6,2021-09-09,25-060,DAL,@,TAM,L 29-31,6,6,45,7.5,0,100.0,7.5,4-137,TE,4-137,SchuDa00
511,Dalton Schultz,6,7,2021-09-27,25-078,DAL,,PHI,W 41-21,7,6,80,13.3,2,85.7,11.4,4-137,TE,4-137,SchuDa00
512,Dalton Schultz,6,8,2021-10-03,25-084,DAL,,CAR,W 36-28,8,6,58,9.7,1,75.0,7.3,4-137,TE,4-137,SchuDa00
513,Dalton Schultz,6,8,2021-10-10,25-091,DAL,,NYG,W 44-20,8,6,79,13.2,0,75.0,9.9,4-137,TE,4-137,SchuDa00
514,Dalton Schultz,6,8,2021-11-21,25-133,DAL,@,KAN,L 9-19,8,6,53,8.8,0,75.0,6.6,4-137,TE,4-137,SchuDa00
515,Dalton Schultz,6,10,2022-01-02,25-175,DAL,,ARI,L 22-25,10,6,54,9.0,0,60.0,5.4,4-137,TE,4-137,SchuDa00
516,Ricky Seals-Jones,6,7,2021-10-24,26-223,WAS,@,GNB,L 10-24,7,6,51,8.5,0,85.7,7.3,,TE,,SealRi00
517,Laviska Shenault Jr.,6,7,2021-09-30,22-360,JAX,@,CIN,L 21-24,7,6,99,16.5,0,85.7,14.1,2-42,WR,2-42,ShenLa00
518,Laviska Shenault Jr.,6,10,2021-10-17,23-012,JAX,,MIA,W 23-20,10,6,54,9.0,0,60.0,5.4,2-42,WR,2-42,ShenLa00
519,Devin Singletary,6,7,2021-12-12,24-100,BUF,@,TAM,L 27-33 (OT),7,6,37,6.2,0,85.7,5.3,3-74,RB,3-74,SingDe00
520,DeVonta Smith,6,8,2021-09-12,22-302,PHI,@,ATL,W 32-6,8,6,71,11.8,1,75.0,8.9,1-10,WR,1-10,SmitDe07
521,JuJu Smith-Schuster,6,7,2021-09-19,24-301,PIT,,LVR,L 17-26,7,6,41,6.8,0,85.7,5.9,2-62,WR,2-62,SmitJu00
522,Amon-Ra St. Brown,6,8,2021-10-03,21-344,DET,@,CHI,L 14-24,8,6,70,11.7,0,75.0,8.8,4-112,WR,4-112,StxxAm00
523,D'Andre Swift,6,6,2021-10-10,22-269,DET,@,MIN,L 17-19,6,6,53,8.8,0,100.0,8.8,2-35,RB,2-35,SwifDA00
524,Jonathan Taylor,6,7,2021-09-12,22-236,IND,,SEA,L 16-28,7,6,60,10.0,0,85.7,8.6,2-41,RB,2-41,TaylJo02
525,Jonathan Taylor,6,8,2021-11-14,22-299,IND,,JAX,W 23-17,8,6,10,1.7,0,75.0,1.3,2-41,RB,2-41,TaylJo02
526,Adam Thielen,6,7,2021-09-19,31-028,MIN,@,ARI,L 33-34,7,6,39,6.5,1,85.7,5.6,,WR,,ThieAd00
527,Adam Thielen,6,9,2021-09-26,31-035,MIN,,SEA,W 30-17,9,6,50,8.3,1,66.7,5.6,,WR,,ThieAd00
528,Adam Thielen,6,9,2021-10-31,31-070,MIN,,DAL,L 16-20,9,6,78,13.0,1,66.7,8.7,,WR,,ThieAd00
529,Kadarius Toney,6,9,2021-10-03,22-249,NYG,@,NOR,W 27-21 (OT),9,6,78,13.0,0,66.7,8.7,1-20,WR,1-20,ToneKa00
530,Laquon Treadwell,6,9,2021-12-19,26-188,JAX,,HOU,L 16-30,9,6,57,9.5,0,66.7,6.3,1-23,WR,1-23,TreaLa00
