Rk,Player,Rec,Tgt,Date,Age,Team,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Draft,Pos.,Draft,Player-additional
1045,Nyheim Hines,4,5,2021-10-31,24-353,IND,,TEN,L 31-34 (OT),5,4,22,5.5,0,80.0,4.4,4-104,RB,4-104,HineNy00
1046,Nyheim Hines,4,6,2021-11-04,24-357,IND,,NYJ,W 45-30,6,4,34,8.5,0,66.7,5.7,4-104,RB,4-104,HineNy00
1047,Nyheim Hines,4,4,2022-01-02,25-051,IND,,LVR,L 20-23,4,4,14,3.5,0,100.0,3.5,4-104,RB,4-104,HineNy00
1048,T.J. Hockenson,4,8,2021-10-03,24-092,DET,@,CHI,L 14-24,8,4,42,10.5,0,50.0,5.3,1-8,TE,1-8,HockTJ00
1049,T.J. Hockenson,4,8,2021-12-05,24-155,DET,,MIN,W 29-27,8,4,49,12.3,1,50.0,6.1,1-8,TE,1-8,HockTJ00
1050,Mack Hollins,4,5,2021-10-17,28-031,MIA,@,JAX,L 20-23,5,4,61,15.3,0,80.0,12.2,4-118,WR,4-118,HollMa00
1051,Travis Homer,4,5,2021-12-05,23-120,SEA,,SFO,W 30-23,5,4,10,2.5,0,80.0,2.0,6-204,RB,6-204,HomeTr00
1052,Austin Hooper,4,6,2021-10-31,27-002,CLE,,PIT,L 10-15,6,4,26,6.5,0,66.7,4.3,3-81,TE,3-81,HoopAu00
1053,Austin Hooper,4,5,2021-11-14,27-016,CLE,@,NWE,L 7-45,5,4,25,6.3,1,80.0,5.0,3-81,TE,3-81,HoopAu00
1054,Austin Hooper,4,7,2021-11-21,27-023,CLE,,DET,W 13-10,7,4,53,13.3,0,57.1,7.6,3-81,TE,3-81,HoopAu00
1055,DeAndre Hopkins,4,4,2021-09-19,29-105,ARI,,MIN,W 34-33,4,4,54,13.5,1,100.0,13.5,1-27,WR,1-27,HopkDe00
1056,DeAndre Hopkins,4,7,2021-10-03,29-119,ARI,@,LAR,W 37-20,7,4,67,16.8,0,57.1,9.6,1-27,WR,1-27,HopkDe00
1057,Chuba Hubbard,4,5,2021-10-24,22-135,CAR,@,NYG,L 3-25,5,4,28,7.0,0,80.0,5.6,4-126,RB,4-126,HubbCh01
1058,Adam Humphries,4,5,2021-12-05,28-164,WAS,@,LVR,W 17-15,5,4,38,9.5,0,80.0,7.6,,WR,,HumpAd00
1059,Adam Humphries,4,7,2021-12-12,28-171,WAS,,DAL,L 20-27,7,4,34,8.5,0,57.1,4.9,,WR,,HumpAd00
1060,Hayden Hurst,4,4,2021-09-12,28-019,ATL,,PHI,L 6-32,4,4,28,7.0,0,100.0,7.0,1-25,TE,1-25,HursHa00
1061,Hayden Hurst,4,4,2021-10-03,28-040,ATL,,WAS,L 30-34,4,4,29,7.3,0,100.0,7.3,1-25,TE,1-25,HursHa00
1062,Hayden Hurst,4,5,2021-10-10,28-047,ATL,,NYJ,W 27-20,5,4,40,10.0,1,80.0,8.0,1-25,TE,1-25,HursHa00
1063,Alec Ingold,4,4,2021-09-13,25-066,LVR,,BAL,W 33-27 (OT),4,4,22,5.5,0,100.0,5.5,,FB,,IngoAl01
1064,Mark Ingram,4,7,2021-11-14,31-328,NOR,@,TEN,L 21-23,7,4,61,15.3,0,57.1,8.7,1-28,RB,1-28,IngrMa01
1065,DeSean Jackson,4,5,2021-12-26,35-025,LVR,,DEN,W 17-13,5,4,44,11.0,0,80.0,8.8,2-49,WR,2-49,JackDe00
1066,Justin Jackson,4,4,2021-10-04,25-165,LAC,,LVR,W 28-14,4,4,17,4.3,0,100.0,4.3,7-251,RB,7-251,JackJu01
1067,Josh Jacobs,4,5,2021-10-10,23-241,LVR,,CHI,L 9-20,5,4,19,4.8,0,80.0,3.8,1-24,RB,1-24,JacoJo01
1068,Josh Jacobs,4,4,2021-11-07,23-269,LVR,@,NYG,L 16-23,4,4,19,4.8,0,100.0,4.8,1-24,RB,1-24,JacoJo01
1069,Josh Jacobs,4,4,2022-01-02,23-325,LVR,@,IND,W 23-20,4,4,17,4.3,0,100.0,4.3,1-24,RB,1-24,JacoJo01
1070,Jermar Jefferson,4,4,2021-10-31,21-199,DET,,PHI,L 6-44,4,4,23,5.8,0,100.0,5.8,7-257,RB,7-257,JeffJe00
1071,Justin Jefferson,4,9,2021-11-28,22-165,MIN,@,SFO,L 26-34,9,4,83,20.8,0,44.4,9.2,1-22,WR,1-22,JeffJu00
1072,Justin Jefferson,4,10,2021-12-20,22-187,MIN,@,CHI,W 17-9,10,4,47,11.8,1,40.0,4.7,1-22,WR,1-22,JeffJu00
1073,Van Jefferson,4,6,2021-09-26,25-062,LAR,,TAM,W 34-24,6,4,42,10.5,0,66.7,7.0,2-57,WR,2-57,JeffVa00
1074,Van Jefferson,4,7,2021-10-24,25-090,LAR,,DET,W 28-19,7,4,43,10.8,1,57.1,6.1,2-57,WR,2-57,JeffVa00
1075,Van Jefferson,4,5,2022-01-02,25-160,LAR,@,BAL,W 20-19,5,4,63,15.8,0,80.0,12.6,2-57,WR,2-57,JeffVa00
1076,Jerry Jeudy,4,4,2021-10-31,22-190,DEN,,WAS,W 17-10,4,4,39,9.8,0,100.0,9.8,1-15,WR,1-15,JeudJe00
1077,Jerry Jeudy,4,6,2021-12-05,22-225,DEN,@,KAN,L 9-22,6,4,77,19.3,0,66.7,12.8,1-15,WR,1-15,JeudJe00
1078,D'Ernest Johnson,4,4,2021-12-20,25-296,CLE,,LVR,L 14-16,4,4,17,4.3,0,100.0,4.3,,RB,,JohnDE04
1079,Tyler Johnson,4,7,2021-12-19,23-116,TAM,,NOR,L 0-9,7,4,41,10.3,0,57.1,5.9,5-161,WR,5-161,JohnTy00
1080,Tyler Johnson,4,6,2022-01-02,23-130,TAM,@,NYJ,W 28-24,6,4,50,12.5,0,66.7,8.3,5-161,WR,5-161,JohnTy00
1081,Ty Johnson,4,7,2021-12-12,24-086,NYJ,,NOR,L 9-30,7,4,40,10.0,0,57.1,5.7,6-186,RB,6-186,JohnTy02
1082,Aaron Jones,4,5,2021-10-10,26-312,GNB,@,CIN,W 25-22 (OT),5,4,6,1.5,0,80.0,1.2,5-182,RB,5-182,JoneAa00
1083,Aaron Jones,4,4,2021-10-17,26-319,GNB,@,CHI,W 24-14,4,4,34,8.5,1,100.0,8.5,5-182,RB,5-182,JoneAa00
1084,Aaron Jones,4,6,2021-11-14,26-347,GNB,,SEA,W 17-0,6,4,61,15.3,0,66.7,10.2,5-182,RB,5-182,JoneAa00
1085,Julio Jones,4,4,2021-11-07,32-272,TEN,@,LAR,W 28-16,4,4,35,8.8,0,100.0,8.8,1-6,WR,1-6,JoneJu02
1086,Julio Jones,4,6,2021-12-12,32-307,TEN,,JAX,W 20-0,6,4,33,8.3,0,66.7,5.5,1-6,WR,1-6,JoneJu02
1087,Marvin Jones,4,6,2021-11-21,31-254,JAX,,SFO,L 10-30,6,4,52,13.0,0,66.7,8.7,5-166,WR,5-166,JoneMa02
1088,Marvin Jones,4,7,2021-11-28,31-261,JAX,,ATL,L 14-21,7,4,43,10.8,0,57.1,6.1,5-166,WR,5-166,JoneMa02
1089,Brevin Jordan,4,7,2021-12-12,21-149,HOU,,SEA,L 13-33,7,4,26,6.5,1,57.1,3.7,5-147,TE,5-147,JordBr00
1090,Brevin Jordan,4,4,2021-12-26,21-163,HOU,,LAC,W 41-29,4,4,56,14.0,0,100.0,14.0,5-147,TE,5-147,JordBr00
1091,Kyle Juszczyk,4,4,2021-09-26,30-156,SFO,,GNB,L 28-30,4,4,37,9.3,1,100.0,9.3,4-130,FB,4-130,JuszKy00
1092,Kyle Juszczyk,4,4,2021-10-03,30-163,SFO,,SEA,L 21-28,4,4,41,10.3,0,100.0,10.3,4-130,FB,4-130,JuszKy00
1093,Alvin Kamara,4,6,2021-09-19,26-056,NOR,@,CAR,L 7-26,6,4,25,6.3,0,66.7,4.2,3-67,RB,3-67,KamaAl00
1094,Alvin Kamara,4,7,2021-11-07,26-105,NOR,,ATL,L 25-27,7,4,54,13.5,0,57.1,7.7,3-67,RB,3-67,KamaAl00
1095,Alvin Kamara,4,5,2021-12-12,26-140,NOR,@,NYJ,W 30-9,5,4,25,6.3,0,80.0,5.0,3-67,RB,3-67,KamaAl00
1096,Travis Kelce,4,6,2021-10-03,31-363,KAN,@,PHI,W 42-30,6,4,23,5.8,0,66.7,3.8,3-63,TE,3-63,KelcTr00
1097,Travis Kelce,4,6,2021-11-01,32-027,KAN,,NYG,W 20-17,6,4,27,6.8,0,66.7,4.5,3-63,TE,3-63,KelcTr00
1098,Travis Kelce,4,5,2022-01-08,32-095,KAN,@,DEN,W 28-24,5,4,34,8.5,1,80.0,6.8,3-63,TE,3-63,KelcTr00
1099,Christian Kirk,4,5,2021-10-24,24-340,ARI,,HOU,W 31-5,5,4,50,12.5,1,80.0,10.0,2-47,WR,2-47,KirkCh01
1100,Christian Kirk,4,6,2021-10-28,24-344,ARI,,GNB,L 21-24,6,4,46,11.5,0,66.7,7.7,2-47,WR,2-47,KirkCh01
1101,George Kittle,4,5,2021-09-12,27-338,SFO,@,DET,W 41-33,5,4,78,19.5,0,80.0,15.6,5-146,TE,5-146,KittGe00
1102,George Kittle,4,4,2021-09-19,27-345,SFO,@,PHI,W 17-11,4,4,17,4.3,0,100.0,4.3,5-146,TE,5-146,KittGe00
1103,George Kittle,4,10,2021-10-03,27-359,SFO,,SEA,L 21-28,10,4,40,10.0,0,40.0,4.0,5-146,TE,5-146,KittGe00
1104,George Kittle,4,4,2021-11-21,28-043,SFO,@,JAX,W 30-10,4,4,34,8.5,1,100.0,8.5,5-146,TE,5-146,KittGe00
1105,Cole Kmet,4,5,2021-10-17,22-221,CHI,,GNB,L 14-24,5,4,49,12.3,0,80.0,9.8,2-43,TE,2-43,KmetCo00
1106,Cole Kmet,4,5,2021-12-26,22-291,CHI,@,SEA,W 25-24,5,4,49,12.3,0,80.0,9.8,2-43,TE,2-43,KmetCo00
1107,Cole Kmet,4,5,2022-01-09,22-305,CHI,@,MIN,L 17-31,5,4,48,12.0,0,80.0,9.6,2-43,TE,2-43,KmetCo00
1108,Dawson Knox,4,4,2021-09-12,24-302,BUF,,PIT,L 16-23,4,4,41,10.3,0,100.0,10.3,3-96,TE,3-96,KnoxDa00
1109,Dawson Knox,4,5,2021-09-26,24-316,BUF,,WAS,W 43-21,5,4,49,12.3,1,80.0,9.8,3-96,TE,3-96,KnoxDa00
1110,Dawson Knox,4,5,2021-12-19,25-035,BUF,,CAR,W 31-14,5,4,38,9.5,0,80.0,7.6,3-96,TE,3-96,KnoxDa00
1111,CeeDee Lamb,4,6,2021-10-10,22-185,DAL,,NYG,W 44-20,6,4,84,21.0,1,66.7,14.0,1-17,WR,1-17,LambCe00
1112,CeeDee Lamb,4,5,2021-12-26,22-262,DAL,,WAS,W 56-14,5,4,66,16.5,0,80.0,13.2,1-17,WR,1-17,LambCe00
1113,Jarvis Landry,4,5,2021-11-14,28-351,CLE,@,NWE,L 7-45,5,4,26,6.5,0,80.0,5.2,2-63,WR,2-63,LandJa00
1114,Jarvis Landry,4,8,2021-11-21,28-358,CLE,,DET,W 13-10,8,4,26,6.5,0,50.0,3.3,2-63,WR,2-63,LandJa00
1115,Jarvis Landry,4,7,2021-12-25,29-027,CLE,@,GNB,L 22-24,7,4,55,13.8,0,57.1,7.9,2-63,WR,2-63,LandJa00
1116,Jarvis Landry,4,10,2022-01-03,29-036,CLE,@,PIT,L 14-26,10,4,43,10.8,0,40.0,4.3,2-63,WR,2-63,LandJa00
1117,Marcedes Lewis,4,4,2021-12-12,37-207,GNB,,CHI,W 45-30,4,4,51,12.8,0,100.0,12.8,1-28,TE,1-28,LewiMa00
1118,Tyler Lockett,4,5,2021-09-12,28-349,SEA,@,IND,W 28-16,5,4,100,25.0,2,80.0,20.0,3-69,WR,3-69,LockTy00
1119,Tyler Lockett,4,4,2021-09-26,28-363,SEA,@,MIN,L 17-30,4,4,31,7.8,0,100.0,7.8,3-69,WR,3-69,LockTy00
1120,Tyler Lockett,4,5,2021-10-03,29-005,SEA,@,SFO,W 28-21,5,4,24,6.0,0,80.0,4.8,3-69,WR,3-69,LockTy00
1121,Tyler Lockett,4,5,2021-11-21,29-054,SEA,,ARI,L 13-23,5,4,115,28.8,0,80.0,23.0,3-69,WR,3-69,LockTy00
1122,Terrace Marshall Jr.,4,5,2021-09-23,21-106,CAR,@,HOU,W 24-9,5,4,48,12.0,0,80.0,9.6,2-59,WR,2-59,MarsTe00
1123,Alexander Mattison,4,5,2022-01-02,23-197,MIN,@,GNB,L 10-37,5,4,13,3.3,0,80.0,2.6,3-102,RB,3-102,MattAl01
1124,Christian McCaffrey,4,5,2021-11-07,25-153,CAR,,NWE,L 6-24,5,4,54,13.5,0,80.0,10.8,1-8,RB,1-8,McCaCh01
1125,Ray-Ray McCloud,4,8,2021-12-26,25-072,PIT,@,KAN,L 10-36,8,4,25,6.3,0,50.0,3.1,6-187,WR,6-187,McClRa00
1126,Ray-Ray McCloud,4,10,2022-01-03,25-080,PIT,,CLE,W 26-14,10,4,35,8.8,0,40.0,3.5,6-187,WR,6-187,McClRa00
1127,Ray-Ray McCloud,4,9,2022-01-09,25-086,PIT,@,BAL,W 16-13 (OT),9,4,37,9.3,0,44.4,4.1,6-187,WR,6-187,McClRa00
1128,J.D. McKissic,4,6,2021-10-24,28-070,WAS,@,GNB,L 10-24,6,4,34,8.5,0,66.7,5.7,,RB,,McKiJ.00
1129,J.D. McKissic,4,4,2021-11-14,28-091,WAS,,TAM,W 29-19,4,4,35,8.8,0,100.0,8.8,,RB,,McKiJ.00
1130,Terry McLaurin,4,4,2021-09-12,25-362,WAS,,LAC,L 16-20,4,4,62,15.5,0,100.0,15.5,3-76,WR,3-76,McLaTe00
1131,Terry McLaurin,4,7,2021-09-26,26-011,WAS,@,BUF,L 21-43,7,4,62,15.5,0,57.1,8.9,3-76,WR,3-76,McLaTe00
1132,Terry McLaurin,4,11,2021-10-10,26-025,WAS,,NOR,L 22-33,11,4,46,11.5,0,36.4,4.2,3-76,WR,3-76,McLaTe00
1133,Terry McLaurin,4,8,2021-10-17,26-032,WAS,,KAN,L 13-31,8,4,28,7.0,0,50.0,3.5,3-76,WR,3-76,McLaTe00
1134,Terry McLaurin,4,7,2021-11-29,26-075,WAS,,SEA,W 17-15,7,4,51,12.8,0,57.1,7.3,3-76,WR,3-76,McLaTe00
1135,Terry McLaurin,4,6,2022-01-09,26-116,WAS,@,NYG,W 22-7,6,4,93,23.3,0,66.7,15.5,3-76,WR,3-76,McLaTe00
1136,D.K. Metcalf,4,5,2021-09-12,23-272,SEA,@,IND,W 28-16,5,4,60,15.0,1,80.0,12.0,2-64,WR,2-64,MetcDK00
1137,D.K. Metcalf,4,8,2021-10-03,23-293,SEA,@,SFO,W 28-21,8,4,65,16.3,1,50.0,8.1,2-64,WR,2-64,MetcDK00
1138,D.K. Metcalf,4,8,2021-11-21,23-342,SEA,,ARI,L 13-23,8,4,31,7.8,0,50.0,3.9,2-64,WR,2-64,MetcDK00
1139,D.K. Metcalf,4,8,2021-12-12,23-363,SEA,@,HOU,W 33-13,8,4,43,10.8,0,50.0,5.4,2-64,WR,2-64,MetcDK00
1140,Jakobi Meyers,4,6,2021-09-19,24-314,NWE,@,NYJ,W 25-6,6,4,38,9.5,0,66.7,6.3,,WR,,MeyeJa01
1141,Jakobi Meyers,4,5,2021-10-10,24-335,NWE,@,HOU,W 25-22,5,4,56,14.0,0,80.0,11.2,,WR,,MeyeJa01
1142,Jakobi Meyers,4,9,2021-10-31,24-356,NWE,@,LAC,W 27-24,9,4,36,9.0,0,44.4,4.0,,WR,,MeyeJa01
1143,Jakobi Meyers,4,4,2021-11-14,25-005,NWE,,CLE,W 45-7,4,4,49,12.3,1,100.0,12.3,,WR,,MeyeJa01
1144,Jakobi Meyers,4,6,2021-11-18,25-009,NWE,@,ATL,W 25-0,6,4,39,9.8,0,66.7,6.5,,WR,,MeyeJa01
1145,Jakobi Meyers,4,8,2022-01-09,25-061,NWE,@,MIA,L 24-33,8,4,70,17.5,0,50.0,8.8,,WR,,MeyeJa01
1146,Anthony Miller,4,6,2021-09-23,26-349,HOU,,CAR,L 9-24,6,4,20,5.0,1,66.7,3.3,2-51,WR,2-51,MillAn02
1147,Joe Mixon,4,4,2021-09-12,25-050,CIN,,MIN,W 27-24 (OT),4,4,23,5.8,0,100.0,5.8,2-48,RB,2-48,MixoJo00
1148,Joe Mixon,4,5,2021-10-31,25-099,CIN,@,NYJ,L 31-34,5,4,58,14.5,1,80.0,11.6,2-48,RB,2-48,MixoJo00
1149,Joe Mixon,4,4,2021-11-28,25-127,CIN,,PIT,W 41-10,4,4,-2,-0.5,0,100.0,-0.5,2-48,RB,2-48,MixoJo00
1150,Ty Montgomery,4,7,2021-12-02,28-314,NOR,,DAL,L 17-27,7,4,9,2.3,0,57.1,1.3,3-94,WR,3-94,MontTy01
1151,Chris Moore,4,5,2021-10-17,28-123,HOU,@,IND,L 3-31,5,4,14,3.5,0,80.0,2.8,4-107,WR,4-107,MoorCh00
1152,Chris Moore,4,4,2021-12-26,28-193,HOU,,LAC,W 41-29,4,4,40,10.0,0,100.0,10.0,4-107,WR,4-107,MoorCh00
1153,D.J. Moore,4,8,2021-10-31,24-200,CAR,@,ATL,W 19-13,8,4,59,14.8,0,50.0,7.4,1-24,WR,1-24,MoorD.00
1154,D.J. Moore,4,7,2021-11-14,24-214,CAR,@,ARI,W 34-10,7,4,24,6.0,0,57.1,3.4,1-24,WR,1-24,MoorD.00
1155,D.J. Moore,4,10,2021-11-28,24-228,CAR,@,MIA,L 10-33,10,4,103,25.8,0,40.0,10.3,1-24,WR,1-24,MoorD.00
1156,Elijah Moore,4,8,2021-09-19,21-176,NYJ,,NWE,L 6-25,8,4,47,11.8,0,50.0,5.9,2-34,WR,2-34,MoorEl00
1157,Elijah Moore,4,8,2021-11-28,21-246,NYJ,@,HOU,W 21-14,8,4,46,11.5,0,50.0,5.8,2-34,WR,2-34,MoorEl00
1158,Rondale Moore,4,5,2021-09-12,21-095,ARI,@,TEN,W 38-13,5,4,68,17.0,0,80.0,13.6,2-49,WR,2-49,MoorRo02
1159,Foster Moreau,4,4,2021-12-26,24-234,LVR,,DEN,W 17-13,4,4,67,16.8,0,100.0,16.8,4-137,TE,4-137,MoreFo00
1160,David Njoku,4,4,2022-01-03,25-177,CLE,@,PIT,L 14-26,4,4,28,7.0,1,100.0,7.0,1-29,TE,1-29,NjokDa00
1161,James O'Shaughnessy,4,6,2021-12-12,29-332,JAX,@,TEN,L 0-20,6,4,21,5.3,0,66.7,3.5,5-173,TE,5-173,O'ShJa00
1162,James O'Shaughnessy,4,4,2021-12-19,29-339,JAX,,HOU,L 16-30,4,4,60,15.0,0,100.0,15.0,5-173,TE,5-173,O'ShJa00
1163,James O'Shaughnessy,4,4,2021-12-26,29-346,JAX,@,NYJ,L 21-26,4,4,49,12.3,0,100.0,12.3,5-173,TE,5-173,O'ShJa00
1164,Albert Okwuegbunam,4,4,2021-09-19,23-147,DEN,@,JAX,W 23-13,4,4,24,6.0,0,100.0,6.0,4-118,TE,4-118,OkwuAl00
1165,Albert Okwuegbunam,4,5,2021-11-07,23-196,DEN,@,DAL,W 30-16,5,4,25,6.3,0,80.0,5.0,4-118,TE,4-118,OkwuAl00
1166,K.J. Osborn,4,7,2021-12-05,24-178,MIN,@,DET,L 27-29,7,4,47,11.8,1,57.1,6.7,5-176,WR,5-176,OsboKJ00
1167,Josh Palmer,4,9,2022-01-09,23-109,LAC,@,LVR,L 32-35 (OT),9,4,45,11.3,1,44.4,5.0,3-77,,3-77,PalmJo00
1168,Donald Parham,4,5,2021-11-21,24-097,LAC,,PIT,W 41-37,5,4,38,9.5,0,80.0,7.6,,TE,,ParhDo00
1169,DeVante Parker,4,7,2021-09-12,28-235,MIA,@,NWE,W 17-16,7,4,81,20.3,0,57.1,11.6,1-14,WR,1-14,ParkDe01
1170,DeVante Parker,4,7,2021-09-26,28-249,MIA,@,LVR,L 28-31 (OT),7,4,42,10.5,0,57.1,6.0,1-14,WR,1-14,ParkDe01
1171,DeVante Parker,4,9,2021-10-03,28-256,MIA,,IND,L 17-27,9,4,77,19.3,1,44.4,8.6,1-14,WR,1-14,ParkDe01
1172,DeVante Parker,4,8,2021-12-19,28-333,MIA,,NYJ,W 31-24,8,4,68,17.0,1,50.0,8.5,1-14,WR,1-14,ParkDe01
1173,DeVante Parker,4,13,2022-01-02,28-347,MIA,@,TEN,L 3-34,13,4,46,11.5,0,30.8,3.5,1-14,WR,1-14,ParkDe01
