Rk,Player,Att,Date,Age,Team,,Opp,Result,Att,Yds,Y/A,TD,Draft,Pos.,Draft,Player-additional
462,Melvin Gordon,11,2021-09-12,28-152,DEN,@,NYG,W 27-13,11,101,9.2,1,1-15,RB,1-15,GordMe00
463,Derrick Gore,11,2021-11-01,26-323,KAN,,NYG,W 20-17,11,48,4.4,1,,RB,,GoreDe00
464,Damien Harris,11,2021-11-28,24-290,NWE,,TEN,W 36-13,11,40,3.6,1,3-87,RB,3-87,HarrDa06
465,Damien Harris,11,2022-01-09,24-332,NWE,@,MIA,L 24-33,11,37,3.4,1,3-87,RB,3-87,HarrDa06
466,Najee Harris,11,2022-01-09,23-306,PIT,@,BAL,W 16-13 (OT),11,28,2.5,0,1-24,RB,1-24,HarrNa00
467,Darrell Henderson,11,2021-11-07,24-080,LAR,,TEN,L 16-28,11,55,5.0,0,3-70,RB,3-70,HendDa00
468,Taysom Hill,11,2021-12-02,31-101,NOR,,DAL,L 17-27,11,101,9.2,0,,QB,,HillTa00
469,Taysom Hill,11,2021-12-12,31-111,NOR,@,NYJ,W 30-9,11,73,6.6,2,,QB,,HillTa00
470,Taysom Hill,11,2021-12-19,31-118,NOR,@,TAM,W 9-0,11,33,3.0,0,,QB,,HillTa00
471,Jordan Howard,11,2022-01-02,27-061,PHI,@,WAS,W 20-16,11,26,2.4,0,5-150,RB,5-150,HowaJo00
472,Chuba Hubbard,11,2021-09-23,22-104,CAR,@,HOU,W 24-9,11,52,4.7,0,4-126,RB,4-126,HubbCh01
473,Justin Jackson,11,2021-12-26,25-248,LAC,@,HOU,L 29-41,11,64,5.8,2,7-251,RB,7-251,JackJu01
474,Tony Jones,11,2021-09-12,23-292,NOR,,GNB,W 38-3,11,50,4.5,0,,RB,,JoneTo04
475,Alvin Kamara,11,2021-12-19,26-147,NOR,@,TAM,W 9-0,11,18,1.6,0,3-67,RB,3-67,KamaAl00
476,Phillip Lindsay,11,2022-01-09,27-169,MIA,,NWE,W 33-24,11,40,3.6,0,,RB,,LindPh00
477,Sony Michel,11,2021-10-07,26-232,LAR,@,SEA,W 26-17,11,37,3.4,1,1-31,RB,1-31,MichSo00
478,Zack Moss,11,2021-10-10,23-299,BUF,@,KAN,W 38-20,11,37,3.4,0,3-86,RB,3-86,MossZa00
479,Latavius Murray,11,2022-01-02,31-349,BAL,,LAR,L 19-20,11,31,2.8,0,6-181,RB,6-181,MurrLa00
480,Dare Ogunbowale,11,2022-01-09,27-250,JAX,,IND,W 26-11,11,30,2.7,0,,RB,,OgunDa00
481,Cordarrelle Patterson,11,2021-12-19,30-277,ATL,@,SFO,L 13-31,11,18,1.6,0,1-29,RB,1-29,PattCo00
482,Jaret Patterson,11,2021-10-31,21-312,WAS,@,DEN,L 10-17,11,46,4.2,0,,RB,,PattJa01
483,Rashaad Penny,11,2021-12-21,25-322,SEA,@,LAR,L 10-20,11,39,3.5,0,1-27,RB,1-27,PennRa00
484,Samaje Perine,11,2021-10-10,26-024,CIN,,GNB,L 22-25 (OT),11,59,5.4,0,4-114,RB,4-114,PeriSa00
485,Samaje Perine,11,2021-10-24,26-038,CIN,@,BAL,W 41-17,11,52,4.7,1,4-114,RB,4-114,PeriSa00
486,Adrian Peterson,11,2021-12-05,36-259,SEA,,SFO,W 30-23,11,16,1.5,1,1-7,RB,1-7,PeteAd01
487,Tony Pollard,11,2021-09-27,24-150,DAL,,PHI,W 41-21,11,60,5.5,0,4-128,RB,4-128,PollTo00
488,Tony Pollard,11,2021-11-14,24-198,DAL,,ATL,W 43-3,11,42,3.8,0,4-128,RB,4-128,PollTo00
489,Craig Reynolds,11,2021-12-12,25-180,DET,@,DEN,L 10-38,11,83,7.5,0,,RB,,ReynCr00
490,Craig Reynolds,11,2021-12-26,25-194,DET,@,ATL,L 16-20,11,29,2.6,0,,RB,,ReynCr00
491,James Robinson,11,2021-09-19,23-041,JAX,,DEN,L 13-23,11,47,4.3,0,,RB,,RobiJa00
492,Larry Rountree,11,2021-10-04,22-233,LAC,,LVR,W 28-14,11,31,2.8,0,6-198,RB,6-198,RounLa00
493,Miles Sanders,11,2021-10-10,24-162,PHI,@,CAR,W 21-18,11,45,4.1,0,2-53,RB,2-53,SandMi01
494,Boston Scott,11,2021-11-14,26-201,PHI,@,DEN,W 30-13,11,81,7.4,0,6-201,RB,6-201,ScotBo02
495,Devin Singletary,11,2021-09-12,24-009,BUF,,PIT,L 16-23,11,72,6.5,0,3-74,RB,3-74,SingDe00
496,Devin Singletary,11,2021-09-26,24-023,BUF,,WAS,W 43-21,11,26,2.4,0,3-74,RB,3-74,SingDe00
497,Rhamondre Stevenson,11,2021-10-10,23-229,NWE,@,HOU,W 25-22,11,23,2.1,0,4-120,RB,4-120,StevRh00
498,D'Andre Swift,11,2021-09-12,22-241,DET,,SFO,L 33-41,11,39,3.5,0,2-35,RB,2-35,SwifDA00
499,D'Andre Swift,11,2021-10-10,22-269,DET,@,MIN,L 17-19,11,51,4.6,1,2-35,RB,2-35,SwifDA00
500,Patrick Taylor,11,2022-01-09,23-255,GNB,@,DET,L 30-37,11,53,4.8,1,,RB,,TaylPa01
501,Darrel Williams,11,2021-11-14,26-213,KAN,@,LVR,W 41-14,11,43,3.9,0,,RB,,WillDa10
502,Darrel Williams,11,2021-12-26,26-255,KAN,,PIT,W 36-10,11,55,5.0,0,,RB,,WillDa10
503,Jamaal Williams,11,2022-01-02,26-274,DET,@,SEA,L 29-51,11,22,2.0,1,4-134,RB,4-134,WillJa06
504,Javonte Williams,11,2021-10-17,21-175,DEN,,LVR,L 24-34,11,53,4.8,0,2-35,RB,2-35,WillJa10
505,Saquon Barkley,10,2021-09-12,24-215,NYG,,DEN,L 13-27,10,26,2.6,0,1-2,RB,1-2,BarkSa00
506,Michael Carter,10,2021-10-10,22-156,NYJ,@,ATL,L 20-27,10,38,3.8,1,4-107,RB,4-107,CartMi03
507,Alex Collins,10,2021-10-03,27-038,SEA,@,SFO,W 28-21,10,44,4.4,1,5-171,RB,5-171,CollAl00
508,Alex Collins,10,2021-10-31,27-066,SEA,,JAX,W 31-7,10,44,4.4,0,5-171,RB,5-171,CollAl00
509,Alex Collins,10,2021-11-14,27-080,SEA,@,GNB,L 0-17,10,41,4.1,0,5-171,RB,5-171,CollAl00
510,Alex Collins,10,2021-11-21,27-087,SEA,,ARI,L 13-23,10,36,3.6,0,5-171,RB,5-171,CollAl00
511,James Conner,10,2021-10-10,26-158,ARI,,SFO,W 17-10,10,29,2.9,1,3-105,RB,3-105,ConnJa00
512,James Conner,10,2021-10-24,26-172,ARI,,HOU,W 31-5,10,64,6.4,1,3-105,RB,3-105,ConnJa00
513,James Conner,10,2021-11-14,26-193,ARI,,CAR,L 10-34,10,39,3.9,1,3-105,RB,3-105,ConnJa00
514,Dalvin Cook,10,2021-11-28,26-110,MIN,@,SFO,L 26-34,10,39,3.9,0,2-41,RB,2-41,CookDa01
515,Clyde Edwards-Helaire,10,2021-12-12,22-245,KAN,,LVR,W 48-9,10,37,3.7,2,1-32,RB,1-32,EdwaCl00
516,Ezekiel Elliott,10,2021-11-07,26-108,DAL,,DEN,L 16-30,10,51,5.1,0,1-4,RB,1-4,ElliEz00
517,Justin Fields,10,2021-09-19,22-198,CHI,,CIN,W 20-17,10,31,3.1,0,1-11,QB,1-11,FielJu00
518,Justin Fields,10,2021-10-31,22-240,CHI,,SFO,L 22-33,10,103,10.3,1,1-11,QB,1-11,FielJu00
519,Leonard Fournette,10,2021-11-22,26-308,TAM,,NYG,W 30-10,10,35,3.5,0,1-4,RB,1-4,FourLe00
520,Devonta Freeman,10,2021-11-11,29-241,BAL,@,MIA,L 10-22,10,35,3.5,0,4-103,RB,4-103,FreeDe00
521,Myles Gaskin,10,2021-12-19,24-307,MIA,,NYJ,W 31-24,10,54,5.4,0,7-234,RB,7-234,GaskMy00
522,Antonio Gibson,10,2021-10-17,23-116,WAS,,KAN,L 13-31,10,44,4.4,0,3-66,RB,3-66,GibsAn00
523,Antonio Gibson,10,2021-12-12,23-172,WAS,,DAL,L 20-27,10,36,3.6,0,3-66,RB,3-66,GibsAn00
524,Melvin Gordon,10,2021-10-17,28-187,DEN,,LVR,L 24-34,10,50,5.0,0,1-15,RB,1-15,GordMe00
525,Melvin Gordon,10,2021-10-31,28-201,DEN,,WAS,W 17-10,10,47,4.7,1,1-15,RB,1-15,GordMe00
526,Melvin Gordon,10,2022-01-02,28-264,DEN,@,LAC,L 13-34,10,43,4.3,0,1-15,RB,1-15,GordMe00
527,Damien Harris,10,2021-11-18,24-280,NWE,@,ATL,W 25-0,10,56,5.6,0,3-87,RB,3-87,HarrDa06
528,Damien Harris,10,2021-12-06,24-298,NWE,@,BUF,W 14-10,10,111,11.1,1,3-87,RB,3-87,HarrDa06
529,Najee Harris,10,2021-09-19,23-194,PIT,,LVR,L 17-26,10,38,3.8,0,1-24,RB,1-24,HarrNa00
530,Taylor Heinicke,10,2021-10-24,28-223,WAS,@,GNB,L 10-24,10,95,9.5,0,,QB,,HeinTa00
531,Jordan Howard,10,2021-11-21,27-019,PHI,,NOR,W 40-29,10,63,6.3,0,5-150,RB,5-150,HowaJo00
532,Chuba Hubbard,10,2021-12-12,22-184,CAR,,ATL,L 21-29,10,33,3.3,1,4-126,RB,4-126,HubbCh01
533,Kareem Hunt,10,2021-09-26,26-051,CLE,,CHI,W 26-6,10,81,8.1,1,3-86,RB,3-86,HuntKa00
534,Jalen Hurts,10,2021-09-19,23-043,PHI,,SFO,L 11-17,10,82,8.2,1,2-53,QB,2-53,HurtJa00
535,Jalen Hurts,10,2021-10-14,23-068,PHI,,TAM,L 22-28,10,44,4.4,2,2-53,QB,2-53,HurtJa00
536,Jalen Hurts,10,2021-11-07,23-092,PHI,,LAC,L 24-27,10,62,6.2,0,2-53,QB,2-53,HurtJa00
537,Mark Ingram,10,2021-12-02,31-346,NOR,,DAL,L 17-27,10,28,2.8,0,1-28,RB,1-28,IngrMa01
538,Josh Jacobs,10,2021-09-13,23-214,LVR,,BAL,W 33-27 (OT),10,34,3.4,2,1-24,RB,1-24,JacoJo01
539,David Johnson,10,2021-11-28,29-347,HOU,,NYJ,L 14-21,10,39,3.9,0,3-86,RB,3-86,JohnDa08
540,Aaron Jones,10,2021-11-28,26-361,GNB,,LAR,W 36-28,10,23,2.3,0,5-182,RB,5-182,JoneAa00
541,Ronald Jones II,10,2021-10-24,24-082,TAM,,CHI,W 38-3,10,63,6.3,0,2-38,RB,2-38,JoneRo01
542,Ronald Jones II,10,2022-01-02,24-152,TAM,@,NYJ,W 28-24,10,26,2.6,0,2-38,RB,2-38,JoneRo01
543,Joshua Kelley,10,2021-12-12,24-022,LAC,,NYG,W 37-21,10,33,3.3,0,4-112,RB,4-112,KellJo01
544,Trevor Lawrence,10,2022-01-09,22-095,JAX,,IND,W 26-11,10,17,1.7,0,1-1,QB,1-1,LawrTr00
545,Marlon Mack,10,2021-10-03,25-210,IND,@,MIA,W 27-17,10,22,2.2,0,4-143,RB,4-143,MackMa00
546,Alexander Mattison,10,2021-10-03,23-106,MIN,,CLE,L 7-14,10,20,2.0,0,3-102,RB,3-102,MattAl01
547,Christian McCaffrey,10,2021-11-21,25-167,CAR,,WAS,L 21-27,10,59,5.9,0,1-8,RB,1-8,McCaCh01
548,Christian McCaffrey,10,2021-11-28,25-174,CAR,@,MIA,L 10-33,10,35,3.5,0,1-8,RB,1-8,McCaCh01
549,Sony Michel,10,2021-09-19,26-214,LAR,@,IND,W 27-24,10,46,4.6,0,1-31,RB,1-31,MichSo00
550,Joe Mixon,10,2021-10-10,25-078,CIN,,GNB,L 22-25 (OT),10,33,3.3,1,2-48,RB,2-48,MixoJo00
551,David Montgomery,10,2021-09-26,24-111,CHI,@,CLE,L 6-26,10,34,3.4,0,3-73,RB,3-73,MontDa01
552,David Montgomery,10,2021-12-12,24-188,CHI,@,GNB,L 30-45,10,42,4.2,0,3-73,RB,3-73,MontDa01
553,Kyler Murray,10,2021-12-05,24-120,ARI,@,CHI,W 33-22,10,59,5.9,2,1-1,QB,1-1,MurrKy00
554,Latavius Murray,10,2021-09-13,31-238,BAL,@,LVR,L 27-33 (OT),10,28,2.8,1,6-181,RB,6-181,MurrLa00
555,Latavius Murray,10,2021-11-21,31-307,BAL,@,CHI,W 16-13,10,32,3.2,0,6-181,RB,6-181,MurrLa00
556,Cam Newton,10,2021-11-21,32-194,CAR,,WAS,L 21-27,10,46,4.6,1,1-1,QB,1-1,NewtCa00
557,Cam Newton,10,2021-12-12,32-215,CAR,,ATL,L 21-29,10,47,4.7,1,1-1,QB,1-1,NewtCa00
558,Rashaad Penny,10,2021-12-05,25-306,SEA,,SFO,W 30-23,10,35,3.5,0,1-27,RB,1-27,PennRa00
559,Adrian Peterson,10,2021-11-07,36-231,TEN,@,LAR,W 28-16,10,21,2.1,1,1-7,RB,1-7,PeteAd01
560,Tony Pollard,10,2021-10-03,24-156,DAL,,CAR,W 36-28,10,67,6.7,0,4-128,RB,4-128,PollTo00
561,Tony Pollard,10,2021-10-17,24-170,DAL,@,NWE,W 35-29 (OT),10,41,4.1,0,4-128,RB,4-128,PollTo00
562,Tony Pollard,10,2021-11-25,24-209,DAL,,LVR,L 33-36 (OT),10,36,3.6,0,4-128,RB,4-128,PollTo00
563,Boston Scott,10,2021-11-07,26-194,PHI,,LAC,L 24-27,10,40,4.0,0,6-201,RB,6-201,ScotBo02
564,Trey Sermon,10,2021-09-26,22-239,SFO,,GNB,L 28-30,10,31,3.1,1,3-88,RB,3-88,SermTr00
565,Trey Sermon,10,2021-11-21,22-295,SFO,@,JAX,W 30-10,10,32,3.2,0,3-88,RB,3-88,SermTr00
566,Devin Singletary,10,2021-12-06,24-094,BUF,,NWE,L 10-14,10,36,3.6,0,3-74,RB,3-74,SingDe00
567,Rhamondre Stevenson,10,2021-11-07,23-257,NWE,@,CAR,W 24-6,10,62,6.2,0,4-120,RB,4-120,StevRh00
568,Rhamondre Stevenson,10,2021-12-18,23-298,NWE,@,IND,L 17-27,10,36,3.6,0,4-120,RB,4-120,StevRh00
569,Jonathan Taylor,10,2021-09-26,22-250,IND,@,TEN,L 16-25,10,64,6.4,0,2-41,RB,2-41,TaylJo02
570,Ke'Shawn Vaughn,10,2022-01-09,24-250,TAM,,CAR,W 41-17,10,29,2.9,1,3-76,RB,3-76,VaugKe00
571,Darrel Williams,10,2021-10-03,26-171,KAN,@,PHI,W 42-30,10,42,4.2,1,,RB,,WillDa10
572,Jeff Wilson,10,2021-11-15,25-364,SFO,,LAR,W 31-10,10,28,2.8,0,,RB,,WilsJe01
573,Ameer Abdullah,9,2021-11-14,28-154,CAR,@,ARI,W 34-10,9,24,2.7,0,2-54,RB,2-54,AbduAm00
574,Josh Allen,9,2021-09-12,25-114,BUF,,PIT,L 16-23,9,44,4.9,0,1-7,QB,1-7,AlleJo02
575,Josh Allen,9,2021-10-18,25-150,BUF,@,TEN,L 31-34,9,26,2.9,0,1-7,QB,1-7,AlleJo02
576,Ryquell Armstead,9,2022-01-09,25-071,JAX,,IND,W 26-11,9,52,5.8,0,5-140,RB,5-140,ArmsRy00
577,Eno Benjamin,9,2021-11-07,22-208,ARI,@,SFO,W 31-17,9,39,4.3,1,7-222,RB,7-222,BenjEn00
578,Matt Breida,9,2021-11-25,26-270,BUF,@,NOR,W 31-6,9,26,2.9,0,,RB,,BreiMa00
579,Michael Carter,9,2021-09-26,22-142,NYJ,@,DEN,L 0-26,9,24,2.7,0,4-107,RB,4-107,CartMi03
580,Michael Carter,9,2021-11-21,22-198,NYJ,,MIA,L 17-24,9,63,7.0,0,4-107,RB,4-107,CartMi03
581,Michael Carter,9,2022-01-09,22-247,NYJ,@,BUF,L 10-27,9,19,2.1,0,4-107,RB,4-107,CartMi03
582,Nick Chubb,9,2022-01-09,26-013,CLE,,CIN,W 21-16,9,58,6.4,0,2-35,RB,2-35,ChubNi00
583,Tevin Coleman,9,2021-09-12,28-149,NYJ,@,CAR,L 14-19,9,24,2.7,0,3-73,RB,3-73,ColeTe01
584,Dalvin Cook,9,2021-10-03,26-054,MIN,,CLE,L 7-14,9,34,3.8,0,2-41,RB,2-41,CookDa01
585,Dalvin Cook,9,2022-01-02,26-145,MIN,@,GNB,L 10-37,9,13,1.4,0,2-41,RB,2-41,CookDa01
586,Mike Davis,9,2021-09-19,28-212,ATL,@,TAM,L 25-48,9,38,4.2,0,4-126,RB,4-126,DaviMi01
587,Mike Davis,9,2021-10-31,28-254,ATL,,CAR,L 13-19,9,44,4.9,0,4-126,RB,4-126,DaviMi01
588,Mike Davis,9,2021-11-07,28-261,ATL,@,NOR,W 27-25,9,13,1.4,0,4-126,RB,4-126,DaviMi01
589,AJ Dillon,9,2021-12-25,23-237,GNB,,CLE,W 24-22,9,41,4.6,0,2-62,RB,2-62,DillAJ00
590,Clyde Edwards-Helaire,9,2021-12-16,22-249,KAN,@,LAC,W 34-28 (OT),9,32,3.6,0,1-32,RB,1-32,EdwaCl00
591,Clyde Edwards-Helaire,9,2021-12-26,22-259,KAN,,PIT,W 36-10,9,27,3.0,1,1-32,RB,1-32,EdwaCl00
592,Austin Ekeler,9,2021-09-19,26-125,LAC,,DAL,L 17-20,9,54,6.0,0,,RB,,EkelAu00
593,Ezekiel Elliott,9,2021-11-21,26-122,DAL,@,KAN,L 9-19,9,32,3.6,0,1-4,RB,1-4,ElliEz00
594,Ezekiel Elliott,9,2021-11-25,26-126,DAL,,LVR,L 33-36 (OT),9,25,2.8,1,1-4,RB,1-4,ElliEz00
595,Ezekiel Elliott,9,2021-12-26,26-157,DAL,,WAS,W 56-14,9,37,4.1,1,1-4,RB,1-4,ElliEz00
596,Ezekiel Elliott,9,2022-01-02,26-164,DAL,,ARI,L 22-25,9,16,1.8,0,1-4,RB,1-4,ElliEz00
597,Justin Fields,9,2021-12-12,22-282,CHI,@,GNB,L 30-45,9,74,8.2,0,1-11,QB,1-11,FielJu00
598,D'Onta Foreman,9,2021-12-23,25-243,TEN,,SFO,W 20-17,9,17,1.9,1,3-89,RB,3-89,ForeDO00
599,Leonard Fournette,9,2021-09-09,26-234,TAM,,DAL,W 31-29,9,32,3.6,0,1-4,RB,1-4,FourLe00
600,Leonard Fournette,9,2021-12-19,26-335,TAM,,NOR,L 0-9,9,34,3.8,0,1-4,RB,1-4,FourLe00
